ID,Intake ID,Excretion ID,Subject group,Population,Country,Cohort,Intake Time definition,Intake Assessment method,Intake,Intake detail,Supplement intakes included?,Intake Arithmetic mean,Intake Geometric mean,Intake Median,Intake Unit,Intake Adjusted on,Biomarker Time definition,Biospecimen,Analytical method,Biomarker,Biomarker detail,Biomarker Arithmetic mean,Biomarker Geometric mean,Biomarker Median,Biomarker Unit,Biomarker Adjusted on,Correlation size,Correlation type,Correlation value,Correlation 95% CI lower,Correlation 95% CI upper,Correlation p-value,Significant?,Measurement adjustment,Deattenuated?,Covariates,Publication
7379,8159,8166,All,Men from a large clinical trial,United States,PPT (Polyp Prevention Trial),,Food Frequency Questionnaire (FFQ),beta-Carotene,"",No,7984.0,,,ug/day,,,"Serum, fasting",HPLC,alpha-Carotene,"",91.1,,,nmol/L,,162,Pearson,0.359,,, ,Unspecified,,,,Marshall 1997
7386,8159,8167,All,Men from a large clinical trial,United States,PPT (Polyp Prevention Trial),,Food Frequency Questionnaire (FFQ),beta-Carotene,"",No,7984.0,,,ug/day,,,"Serum, fasting",HPLC,beta-Carotene,"",357.1,,,nmol/L,,162,Pearson,0.289,,, ,Unspecified,,,,Marshall 1997
7374,8161,8165,All,Men from a large clinical trial,United States,PPT (Polyp Prevention Trial),,Food Frequency Questionnaire (FFQ),Fruits,"",,1.3,,,servings/day,,,"Serum, fasting",HPLC,alpha-Tocopherol,"",27.1,,,umol/L,,162,Pearson,0.054,,, ,Unspecified,,,,Marshall 1997
7381,8161,8166,All,Men from a large clinical trial,United States,PPT (Polyp Prevention Trial),,Food Frequency Questionnaire (FFQ),Fruits,"",,1.3,,,servings/day,,,"Serum, fasting",HPLC,alpha-Carotene,"",91.1,,,nmol/L,,162,Pearson,0.29,,, ,Unspecified,,,,Marshall 1997
7388,8161,8167,All,Men from a large clinical trial,United States,PPT (Polyp Prevention Trial),,Food Frequency Questionnaire (FFQ),Fruits,"",,1.3,,,servings/day,,,"Serum, fasting",HPLC,beta-Carotene,"",357.1,,,nmol/L,,162,Pearson,0.193,,, ,Unspecified,,,,Marshall 1997
7375,8162,8165,All,Men from a large clinical trial,United States,PPT (Polyp Prevention Trial),,Food Frequency Questionnaire (FFQ),Fruit juices + Vegetable juices,"",,0.6,,,servings/day,,,"Serum, fasting",HPLC,alpha-Tocopherol,"",27.1,,,umol/L,,162,Pearson,-0.151,,, ,Unspecified,,,,Marshall 1997
7382,8162,8166,All,Men from a large clinical trial,United States,PPT (Polyp Prevention Trial),,Food Frequency Questionnaire (FFQ),Fruit juices + Vegetable juices,"",,0.6,,,servings/day,,,"Serum, fasting",HPLC,alpha-Carotene,"",91.1,,,nmol/L,,162,Pearson,0.046,,, ,Unspecified,,,,Marshall 1997
7389,8162,8167,All,Men from a large clinical trial,United States,PPT (Polyp Prevention Trial),,Food Frequency Questionnaire (FFQ),Fruit juices + Vegetable juices,"",,0.6,,,servings/day,,,"Serum, fasting",HPLC,beta-Carotene,"",357.1,,,nmol/L,,162,Pearson,0.063,,, ,Unspecified,,,,Marshall 1997
7373,8163,8165,All,Men from a large clinical trial,United States,PPT (Polyp Prevention Trial),,Food Frequency Questionnaire (FFQ),Vegetables,"",,2.4,,,servings/day,,,"Serum, fasting",HPLC,alpha-Tocopherol,"",27.1,,,umol/L,,162,Pearson,0.122,,, ,Unspecified,,,,Marshall 1997
7380,8163,8166,All,Men from a large clinical trial,United States,PPT (Polyp Prevention Trial),,Food Frequency Questionnaire (FFQ),Vegetables,"",,2.4,,,servings/day,,,"Serum, fasting",HPLC,alpha-Carotene,"",91.1,,,nmol/L,,162,Pearson,0.313,,, ,Unspecified,,,,Marshall 1997
7387,8163,8167,All,Men from a large clinical trial,United States,PPT (Polyp Prevention Trial),,Food Frequency Questionnaire (FFQ),Vegetables,"",,2.4,,,servings/day,,,"Serum, fasting",HPLC,beta-Carotene,"",357.1,,,nmol/L,,162,Pearson,0.23,,, ,Unspecified,,,,Marshall 1997
7376,8164,8165,All,Men from a large clinical trial,United States,PPT (Polyp Prevention Trial),,Food Frequency Questionnaire (FFQ),Fruits + Vegetables,Fruits + Vegetables,,3.7,,,servings/day,,,"Serum, fasting",HPLC,alpha-Tocopherol,"",27.1,,,umol/L,,162,Pearson,0.095,,, ,Unspecified,,,,Marshall 1997
7383,8164,8166,All,Men from a large clinical trial,United States,PPT (Polyp Prevention Trial),,Food Frequency Questionnaire (FFQ),Fruits + Vegetables,Fruits + Vegetables,,3.7,,,servings/day,,,"Serum, fasting",HPLC,alpha-Carotene,"",91.1,,,nmol/L,,162,Pearson,0.342,,, ,Unspecified,,,,Marshall 1997
7390,8164,8167,All,Men from a large clinical trial,United States,PPT (Polyp Prevention Trial),,Food Frequency Questionnaire (FFQ),Fruits + Vegetables,Fruits + Vegetables,,3.7,,,servings/day,,,"Serum, fasting",HPLC,beta-Carotene,"",357.1,,,nmol/L,,162,Pearson,0.232,,, ,Unspecified,,,,Marshall 1997
7391,8206,8202,All,Participants in a vitamin K metabolic study in New England region,United States,,,Weighed Dietary record (4-day),Vitamin E (alpha-Tocopherol Equivalents),"",No,,,,mg/day,,,"Plasma, fasting",HPLC,alpha-Tocopherol,"",,,,umol/L,,34,Pearson,0.21,,,= 0.08,No,,,,Booth 1997
7392,8207,8203,All,Participants in a vitamin K metabolic study in New England region,United States,,,Weighed Dietary record (4-day),Vitamin A (Retinol Equivalents),"",No,,,,ug/day,,,"Plasma, fasting",HPLC,Retinol,"",,,,umol/L,,34,Pearson,-0.1,,,= 0.4,No,,,,Booth 1997
7393,8208,8204,All,Participants in a vitamin K metabolic study in New England region,United States,,,Weighed Dietary record (4-day),Vitamin D,"",No,,,,ug/day,,,"Plasma, fasting",HPLC,25-Hydroxycholecalciferol,"",,,,nmol/L,,34,Pearson,0.0,,,= 1.00,No,,,,Booth 1997
7394,8209,8205,All,Participants in a vitamin K metabolic study in New England region,United States,,,Weighed Dietary record (4-day),Phylloquinone,"",No,,,,ug/day,,,"Plasma, fasting",HPLC,Phylloquinone,"",,,,nmol/L,,34,Pearson,0.13,,,= 0.3,No,,,,Booth 1997
7395,8214,8210,All,Participants in a vitamin K metabolic study in New England region,United States,,,Weighed Dietary record (4-day),Vitamin E (alpha-Tocopherol Equivalents),"",No,,,,mg/day,,,"Plasma, fasting",HPLC,alpha-Tocopherol,"",,,,umol/L,,34,Pearson,0.08,,,= 0.68,No,,,,Booth 1997
7396,8215,8211,All,Participants in a vitamin K metabolic study in New England region,United States,,,Weighed Dietary record (4-day),Vitamin A (Retinol Equivalents),"",No,,,,ug/day,,,"Plasma, fasting",HPLC,Retinol,"",,,,umol/L,,34,Pearson,0.17,,,= 0.17,No,,,,Booth 1997
7397,8216,8212,All,Participants in a vitamin K metabolic study in New England region,United States,,,Weighed Dietary record (4-day),Vitamin D,"",No,,,,ug/day,,,"Plasma, fasting",HPLC,25-Hydroxycholecalciferol,"",,,,nmol/L,,34,Pearson,0.32,,,= 0.08,No,,,,Booth 1997
7398,8217,8213,All,Participants in a vitamin K metabolic study in New England region,United States,,,Weighed Dietary record (4-day),Phylloquinone,"",No,,,,ug/day,,,"Plasma, fasting",HPLC,Phylloquinone,"",,,,nmol/L,,34,Pearson,0.51,,,= 0.004,Yes,,,,Booth 1997
7399,8222,8297,All,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,Diet History Questionnaire (DHQ),Nitrogen,"",,12.23,,,g/day,,,"Urine, 24-h",Method missing,Nitrogen,"",,,,g/day,,41,Pearson,0.58,,, ,Unspecified,,,,Gonzalez 1997
7405,8222,8219,All,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,Diet History Questionnaire (DHQ),Nitrogen,"",,12.23,,,g/day,,,"Urine, 24-h",Method missing,Nitrogen,"",12.96,,,g/day,,64,Pearson,0.42,,, ,Unspecified,,,,Gonzalez 1997
7412,8273,8232,All,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,Diet History Questionnaire (DHQ),beta-Carotene,"",,4418.2,,,ug/dL,,,"Plasma, fasting",HPLC,beta-Carotene,"",24.2,,,ug/dL,,72,Pearson,0.33,,, ,Unspecified,,,,Gonzalez 1997
7413,8273,8233,All,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,Diet History Questionnaire (DHQ),beta-Carotene,"",,4418.2,,,ug/dL,,,"Plasma, fasting",HPLC,Carotenoids,alpha-Carotene + beta-Cryptoxanthin + Lycopene + beta-Carotene + Lutein/Zeaxanthin,95.1,,,ug/dL,,72,Pearson,0.27,,, ,Unspecified,,,,Gonzalez 1997
7416,8273,8232,All,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,Diet History Questionnaire (DHQ),beta-Carotene,"",,4418.2,,,ug/dL,,,"Plasma, fasting",HPLC,beta-Carotene,"",24.2,,,ug/dL,,72,Pearson,0.33,,, ,Unspecified,Energy by residual method,,,Gonzalez 1997
7417,8273,8233,All,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,Diet History Questionnaire (DHQ),beta-Carotene,"",,4418.2,,,ug/dL,,,"Plasma, fasting",HPLC,Carotenoids,alpha-Carotene + beta-Cryptoxanthin + Lycopene + beta-Carotene + Lutein/Zeaxanthin,95.1,,,ug/dL,,72,Pearson,0.27,,, ,Unspecified,Energy by residual method,,,Gonzalez 1997
7414,8274,8234,All,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,Diet History Questionnaire (DHQ),alpha-Tocopherol,"",,10.3,,,ug/dL,,,"Plasma, fasting",HPLC,alpha-Tocopherol,"",960.3,,,ug/dL,,72,Pearson,0.01,,, ,Unspecified,,,,Gonzalez 1997
7418,8274,8234,All,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,Diet History Questionnaire (DHQ),alpha-Tocopherol,"",,10.3,,,ug/dL,,,"Plasma, fasting",HPLC,alpha-Tocopherol,"",960.3,,,ug/dL,,72,Pearson,0.33,,, ,Unspecified,"Energy by residual method, Cholesterol",,,Gonzalez 1997
7411,8275,8235,All,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,Diet History Questionnaire (DHQ),Vitamin C,"",,119.4,,,ug/dL,,,"Plasma, fasting",Fluorometry,Vitamin C,"",429.4,,,ug/dL,,72,Pearson,0.46,,, ,Unspecified,,,,Gonzalez 1997
7415,8275,8235,All,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,Diet History Questionnaire (DHQ),Vitamin C,"",,119.4,,,ug/dL,,,"Plasma, fasting",Fluorometry,Vitamin C,"",429.4,,,ug/dL,,72,Pearson,0.45,,, ,Unspecified,Energy by residual method,,,Gonzalez 1997
7400,8225,8297,All,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,24-h Dietary recall (1-day),Nitrogen,"",,11.55,,,g/day,,,"Urine, 24-h",Method missing,Nitrogen,"",,,,g/day,,41,Pearson,0.52,,, ,Unspecified,,,,Gonzalez 1997
7406,8225,8219,All,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,24-h Dietary recall (1-day),Nitrogen,"",,11.55,,,g/day,,,"Urine, 24-h",Method missing,Nitrogen,"",12.96,,,g/day,,64,Pearson,0.46,,, ,Unspecified,,,,Gonzalez 1997
7424,8277,8232,All,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,24-h Dietary recall (1-day),beta-Carotene,"",,2976.2,,,ug/dL,,,"Plasma, fasting",HPLC,beta-Carotene,"",24.2,,,ug/dL,,72,Pearson,0.42,,, ,Unspecified,,,,Gonzalez 1997
7425,8277,8233,All,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,24-h Dietary recall (1-day),beta-Carotene,"",,2976.2,,,ug/dL,,,"Plasma, fasting",HPLC,Carotenoids,alpha-Carotene + beta-Cryptoxanthin + Lycopene + beta-Carotene + Lutein/Zeaxanthin,95.1,,,ug/dL,,72,Pearson,0.28,,, ,Unspecified,,,,Gonzalez 1997
7428,8277,8232,All,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,24-h Dietary recall (1-day),beta-Carotene,"",,2976.2,,,ug/dL,,,"Plasma, fasting",HPLC,beta-Carotene,"",24.2,,,ug/dL,,72,Pearson,0.39,,, ,Unspecified,Energy by residual method,,,Gonzalez 1997
7429,8277,8233,All,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,24-h Dietary recall (1-day),beta-Carotene,"",,2976.2,,,ug/dL,,,"Plasma, fasting",HPLC,Carotenoids,alpha-Carotene + beta-Cryptoxanthin + Lycopene + beta-Carotene + Lutein/Zeaxanthin,95.1,,,ug/dL,,72,Pearson,0.27,,, ,Unspecified,Energy by residual method,,,Gonzalez 1997
7426,8278,8234,All,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,24-h Dietary recall (1-day),alpha-Tocopherol,"",,9.4,,,ug/dL,,,"Plasma, fasting",HPLC,alpha-Tocopherol,"",960.3,,,ug/dL,,72,Pearson,0.01,,, ,Unspecified,,,,Gonzalez 1997
7430,8278,8234,All,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,24-h Dietary recall (1-day),alpha-Tocopherol,"",,9.4,,,ug/dL,,,"Plasma, fasting",HPLC,alpha-Tocopherol,"",960.3,,,ug/dL,,72,Pearson,0.36,,, ,Unspecified,"Energy by residual method, Cholesterol",,,Gonzalez 1997
7423,8279,8235,All,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,24-h Dietary recall (1-day),Vitamin C,"",,106.4,,,ug/dL,,,"Plasma, fasting",Fluorometry,Vitamin C,"",429.4,,,ug/dL,,72,Pearson,0.49,,, ,Unspecified,,,,Gonzalez 1997
7427,8279,8235,All,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,24-h Dietary recall (1-day),Vitamin C,"",,106.4,,,ug/dL,,,"Plasma, fasting",Fluorometry,Vitamin C,"",429.4,,,ug/dL,,72,Pearson,0.5,,, ,Unspecified,Energy by residual method,,,Gonzalez 1997
7401,8223,8298,Males,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,Diet History Questionnaire (DHQ),Nitrogen,"",,13.81,,,g/day,,,"Urine, 24-h",Method missing,Nitrogen,"",,,,g/day,,21,Pearson,0.47,,, ,Unspecified,,,,Gonzalez 1997
7407,8223,8220,Males,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,Diet History Questionnaire (DHQ),Nitrogen,"",,13.81,,,g/day,,,"Urine, 24-h",Method missing,Nitrogen,"",14.72,,,g/day,,30,Pearson,0.32,,, ,Unspecified,,,,Gonzalez 1997
7432,8281,8241,Males,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,Diet History Questionnaire (DHQ),beta-Carotene,"",,4210.2,,,ug/dL,,,"Plasma, fasting",HPLC,beta-Carotene,"",15.2,,,ug/dL,,32,Pearson,0.27,,, ,Unspecified,,,,Gonzalez 1997
7433,8281,8242,Males,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,Diet History Questionnaire (DHQ),beta-Carotene,"",,4210.2,,,ug/dL,,,"Plasma, fasting",HPLC,Carotenoids,alpha-Carotene + beta-Cryptoxanthin + Lycopene + beta-Carotene + Lutein/Zeaxanthin,75.6,,,ug/dL,,32,Pearson,0.15,,, ,Unspecified,,,,Gonzalez 1997
7436,8281,8241,Males,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,Diet History Questionnaire (DHQ),beta-Carotene,"",,4210.2,,,ug/dL,,,"Plasma, fasting",HPLC,beta-Carotene,"",15.2,,,ug/dL,,32,Pearson,0.21,,, ,Unspecified,Energy by residual method,,,Gonzalez 1997
7437,8281,8242,Males,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,Diet History Questionnaire (DHQ),beta-Carotene,"",,4210.2,,,ug/dL,,,"Plasma, fasting",HPLC,Carotenoids,alpha-Carotene + beta-Cryptoxanthin + Lycopene + beta-Carotene + Lutein/Zeaxanthin,75.6,,,ug/dL,,32,Pearson,0.09,,, ,Unspecified,Energy by residual method,,,Gonzalez 1997
7434,8282,8243,Males,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,Diet History Questionnaire (DHQ),alpha-Tocopherol,"",,11.4,,,ug/dL,,,"Plasma, fasting",HPLC,alpha-Tocopherol,"",950.5,,,ug/dL,,32,Pearson,-0.1,,, ,Unspecified,,,,Gonzalez 1997
7438,8282,8243,Males,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,Diet History Questionnaire (DHQ),alpha-Tocopherol,"",,11.4,,,ug/dL,,,"Plasma, fasting",HPLC,alpha-Tocopherol,"",950.5,,,ug/dL,,32,Pearson,0.42,,, ,Unspecified,"Energy by residual method, Cholesterol",,,Gonzalez 1997
7431,8283,8244,Males,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,Diet History Questionnaire (DHQ),Vitamin C,"",,116.4,,,ug/dL,,,"Plasma, fasting",Fluorometry,Vitamin C,"",333.6,,,ug/dL,,32,Pearson,0.42,,, ,Unspecified,,,,Gonzalez 1997
7435,8283,8244,Males,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,Diet History Questionnaire (DHQ),Vitamin C,"",,116.4,,,ug/dL,,,"Plasma, fasting",Fluorometry,Vitamin C,"",333.6,,,ug/dL,,32,Pearson,0.41,,, ,Unspecified,Energy by residual method,,,Gonzalez 1997
7402,8226,8298,Males,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,24-h Dietary recall (1-day),Nitrogen,"",,13.22,,,g/day,,,"Urine, 24-h",Method missing,Nitrogen,"",,,,g/day,,21,Pearson,0.54,,, ,Unspecified,,,,Gonzalez 1997
7408,8226,8220,Males,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,24-h Dietary recall (1-day),Nitrogen,"",,13.22,,,g/day,,,"Urine, 24-h",Method missing,Nitrogen,"",14.72,,,g/day,,30,Pearson,0.38,,, ,Unspecified,,,,Gonzalez 1997
7440,8285,8241,Males,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,24-h Dietary recall (1-day),beta-Carotene,"",,2796.4,,,ug/dL,,,"Plasma, fasting",HPLC,beta-Carotene,"",15.2,,,ug/dL,,32,Pearson,0.42,,, ,Unspecified,,,,Gonzalez 1997
7441,8285,8242,Males,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,24-h Dietary recall (1-day),beta-Carotene,"",,2796.4,,,ug/dL,,,"Plasma, fasting",HPLC,Carotenoids,alpha-Carotene + beta-Cryptoxanthin + Lycopene + beta-Carotene + Lutein/Zeaxanthin,75.6,,,ug/dL,,32,Pearson,0.19,,, ,Unspecified,,,,Gonzalez 1997
7444,8285,8241,Males,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,24-h Dietary recall (1-day),beta-Carotene,"",,2796.4,,,ug/dL,,,"Plasma, fasting",HPLC,beta-Carotene,"",15.2,,,ug/dL,,32,Pearson,0.37,,, ,Unspecified,Energy by residual method,,,Gonzalez 1997
7445,8285,8242,Males,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,24-h Dietary recall (1-day),beta-Carotene,"",,2796.4,,,ug/dL,,,"Plasma, fasting",HPLC,Carotenoids,alpha-Carotene + beta-Cryptoxanthin + Lycopene + beta-Carotene + Lutein/Zeaxanthin,75.6,,,ug/dL,,32,Pearson,0.14,,, ,Unspecified,Energy by residual method,,,Gonzalez 1997
7442,8286,8243,Males,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,24-h Dietary recall (1-day),alpha-Tocopherol,"",,10.0,,,ug/dL,,,"Plasma, fasting",HPLC,alpha-Tocopherol,"",950.5,,,ug/dL,,32,Pearson,-0.22,,, ,Unspecified,,,,Gonzalez 1997
7446,8286,8243,Males,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,24-h Dietary recall (1-day),alpha-Tocopherol,"",,10.0,,,ug/dL,,,"Plasma, fasting",HPLC,alpha-Tocopherol,"",950.5,,,ug/dL,,32,Pearson,0.26,,, ,Unspecified,"Energy by residual method, Cholesterol",,,Gonzalez 1997
7439,8287,8244,Males,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,24-h Dietary recall (1-day),Vitamin C,"",,100.9,,,ug/dL,,,"Plasma, fasting",Fluorometry,Vitamin C,"",333.6,,,ug/dL,,32,Pearson,0.45,,, ,Unspecified,,,,Gonzalez 1997
7443,8287,8244,Males,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,24-h Dietary recall (1-day),Vitamin C,"",,100.9,,,ug/dL,,,"Plasma, fasting",Fluorometry,Vitamin C,"",333.6,,,ug/dL,,32,Pearson,0.44,,, ,Unspecified,Energy by residual method,,,Gonzalez 1997
7403,8224,8299,Females,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,Diet History Questionnaire (DHQ),Nitrogen,"",,10.83,,,g/day,,,"Urine, 24-h",Method missing,Nitrogen,"",,,,g/day,,20,Pearson,0.49,,, ,Unspecified,,,,Gonzalez 1997
7409,8224,8221,Females,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,Diet History Questionnaire (DHQ),Nitrogen,"",,10.83,,,g/day,,,"Urine, 24-h",Method missing,Nitrogen,"",11.39,,,g/day,,34,Pearson,0.26,,, ,Unspecified,,,,Gonzalez 1997
7448,8289,8250,Females,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,Diet History Questionnaire (DHQ),beta-Carotene,"",,4584.5,,,ug/dL,,,"Plasma, fasting",HPLC,beta-Carotene,"",31.2,,,ug/dL,,40,Pearson,0.4,,, ,Unspecified,,,,Gonzalez 1997
7449,8289,8251,Females,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,Diet History Questionnaire (DHQ),beta-Carotene,"",,4584.5,,,ug/dL,,,"Plasma, fasting",HPLC,Carotenoids,alpha-Carotene + beta-Cryptoxanthin + Lycopene + beta-Carotene + Lutein/Zeaxanthin,110.1,,,ug/dL,,40,Pearson,0.35,,, ,Unspecified,,,,Gonzalez 1997
7452,8289,8250,Females,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,Diet History Questionnaire (DHQ),beta-Carotene,"",,4584.5,,,ug/dL,,,"Plasma, fasting",HPLC,beta-Carotene,"",31.2,,,ug/dL,,40,Pearson,0.42,,, ,Unspecified,Energy by residual method,,,Gonzalez 1997
7453,8289,8251,Females,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,Diet History Questionnaire (DHQ),beta-Carotene,"",,4584.5,,,ug/dL,,,"Plasma, fasting",HPLC,Carotenoids,alpha-Carotene + beta-Cryptoxanthin + Lycopene + beta-Carotene + Lutein/Zeaxanthin,110.1,,,ug/dL,,40,Pearson,0.35,,, ,Unspecified,Energy by residual method,,,Gonzalez 1997
7450,8290,8252,Females,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,Diet History Questionnaire (DHQ),alpha-Tocopherol,"",,9.5,,,ug/dL,,,"Plasma, fasting",HPLC,alpha-Tocopherol,"",967.9,,,ug/dL,,40,Pearson,0.06,,, ,Unspecified,,,,Gonzalez 1997
7454,8290,8252,Females,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,Diet History Questionnaire (DHQ),alpha-Tocopherol,"",,9.5,,,ug/dL,,,"Plasma, fasting",HPLC,alpha-Tocopherol,"",967.9,,,ug/dL,,40,Pearson,0.31,,, ,Unspecified,"Energy by residual method, Cholesterol",,,Gonzalez 1997
7447,8291,8253,Females,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,Diet History Questionnaire (DHQ),Vitamin C,"",,121.9,,,ug/dL,,,"Plasma, fasting",Fluorometry,Vitamin C,"",508.0,,,ug/dL,,40,Pearson,0.61,,, ,Unspecified,,,,Gonzalez 1997
7451,8291,8253,Females,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,Diet History Questionnaire (DHQ),Vitamin C,"",,121.9,,,ug/dL,,,"Plasma, fasting",Fluorometry,Vitamin C,"",508.0,,,ug/dL,,40,Pearson,0.6,,, ,Unspecified,Energy by residual method,,,Gonzalez 1997
7404,8227,8299,Females,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,24-h Dietary recall (1-day),Nitrogen,"",,10.1,,,g/day,,,"Urine, 24-h",Method missing,Nitrogen,"",,,,g/day,,20,Pearson,0.22,,, ,Unspecified,,,,Gonzalez 1997
7410,8227,8221,Females,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,24-h Dietary recall (1-day),Nitrogen,"",,10.1,,,g/day,,,"Urine, 24-h",Method missing,Nitrogen,"",11.39,,,g/day,,34,Pearson,0.15,,, ,Unspecified,,,,Gonzalez 1997
7456,8293,8250,Females,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,24-h Dietary recall (1-day),beta-Carotene,"",,3120.0,,,ug/dL,,,"Plasma, fasting",HPLC,beta-Carotene,"",31.2,,,ug/dL,,40,Pearson,0.44,,, ,Unspecified,,,,Gonzalez 1997
7457,8293,8251,Females,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,24-h Dietary recall (1-day),beta-Carotene,"",,3120.0,,,ug/dL,,,"Plasma, fasting",HPLC,Carotenoids,alpha-Carotene + beta-Cryptoxanthin + Lycopene + beta-Carotene + Lutein/Zeaxanthin,110.1,,,ug/dL,,40,Pearson,0.32,,, ,Unspecified,,,,Gonzalez 1997
7460,8293,8250,Females,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,24-h Dietary recall (1-day),beta-Carotene,"",,3120.0,,,ug/dL,,,"Plasma, fasting",HPLC,beta-Carotene,"",31.2,,,ug/dL,,40,Pearson,0.42,,, ,Unspecified,Energy by residual method,,,Gonzalez 1997
7461,8293,8251,Females,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,24-h Dietary recall (1-day),beta-Carotene,"",,3120.0,,,ug/dL,,,"Plasma, fasting",HPLC,Carotenoids,alpha-Carotene + beta-Cryptoxanthin + Lycopene + beta-Carotene + Lutein/Zeaxanthin,110.1,,,ug/dL,,40,Pearson,0.31,,, ,Unspecified,Energy by residual method,,,Gonzalez 1997
7458,8294,8252,Females,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,24-h Dietary recall (1-day),alpha-Tocopherol,"",,8.9,,,ug/dL,,,"Plasma, fasting",HPLC,alpha-Tocopherol,"",967.9,,,ug/dL,,40,Pearson,0.12,,, ,Unspecified,,,,Gonzalez 1997
7462,8294,8252,Females,Adults in Mataró,Spain,EPIC (European Prospective Investigation into Cancer and Nutrition),,24-h Dietary recall (1-day),alpha-Tocopherol,"",,8.9,,,ug/dL,,,"Plasma, fasting",HPLC,alpha-Tocopherol,"",967.9,,,ug/dL,,40,Pearson,0.42,,, ,Unspecified,"Energy by residual method, Cholesterol",,,Gonzalez 1997
