ID,Parent ID,Depth,Subject group,Population,Country,Cohort,Biomarker Time definition,Biospecimen,Analytical method,Biomarker,Biomarker detail,Measurement size,Detected (nb),Detected (%),Detected only?,Arithmetic mean,Arithmetic SD,Geometric mean,Geometric SD,Min,Min (detected),Percentile_05,Percentile_10,Percentile_25,Median,Percentile_75,Percentile_90,Percentile_95,Max,Interquartile range,Mean 95% CI lower,Mean 95% CI upper,GMean 95% CI lower,GMean 95% CI upper,Unit,Converted arithmetic mean,Converted geometric mean,Converted median,Converted unit,Adjustment type,Adjusted on,Regressed on,Expressed as,Publication
17068,17070,1,All,Pregnant women from Sapporo and surrounding areas,Japan,Hokkaido Study on Environment and Children's Health,,"Blood, unspecified",GC-HRMS,PCB-170,"",134,,,,4518.4,,3881.1,,1104.9,,,,2570.7,4155.7,5622.0,,,13620.5,,,,,,pg/g,0.00,0.00,0.00,ug/g,Density,Lipid,,,Nakajima 2006
17069,17070,1,All,Pregnant women from Sapporo and surrounding areas,Japan,Hokkaido Study on Environment and Children's Health,,"Blood, unspecified",GC-HRMS,PCB-180,"",134,,,,13996.8,,12063.7,,2704.4,,,,8392.9,12813.5,17957.1,,,41110.1,,,,,,pg/g,0.01,0.01,0.01,ug/g,Density,Lipid,,,Nakajima 2006
17071,,0,All,Pregnant women from Sapporo and surrounding areas,Japan,Hokkaido Study on Environment and Children's Health,,"Blood, unspecified",GC-HRMS,PCDD/Fs,"2,3,7,8-TCDD + 1,2,3,7,8-PeCDD + 1,2,3,6,7,8-HxCDD + 1,2,3,4,7,8-HxCDD + 1,2,3,4,6,7,8-HpCDD + 1,2,3,7,8,9-HxCDD + OCDD + 2,3,4,7,8-PeCDF + 1,2,3,7,8-PeCDF + 1,2,3,4,7,8-HxCDF + 1,2,3,6,7,8-HxCDF + 2,3,4,6,7,8-HxCDF + 1,2,3,7,8,9-HxCDF + OCDF + 2,3,7,8-TCDF + 1,2,3,4,6,7,8-HpCDF + 1,2,3,4,7,8,9-HpCDF",134,,,,590.5,,538.1,,206.4,,,,408.3,526.8,675.1,,,3726.3,,,,,,pg/g,0.00,0.00,0.00,ug/g,Density,Lipid,,,Nakajima 2006
17072,17083,1,All,Pregnant women from twelve centers,United States,CPP (Collaborative Perinatal Project),,"Serum, non-fasting",GC-ECD,PCB-28,"",894,,24.0,,,,,,,,,,0.12,0.18,0.27,,0.45,,,,,,,ug/L,,,0.00,mg/L,Crude,,,,Gray 2005
17073,17083,1,All,Pregnant women from twelve centers,United States,CPP (Collaborative Perinatal Project),,"Serum, non-fasting",GC-ECD,PCB-52,"",894,,2.0,,,,,,,,,,0.0,0.0,0.0,,0.15,,,,,,,ug/L,,,0.00,mg/L,Crude,,,,Gray 2005
17074,17083,1,All,Pregnant women from twelve centers,United States,CPP (Collaborative Perinatal Project),,"Serum, non-fasting",GC-ECD,PCB-74,"",894,,65.1,,,,,,,,,,0.17,0.26,0.35,,0.66,,,,,,,ug/L,,,0.00,mg/L,Crude,,,,Gray 2005
17075,17083,1,All,Pregnant women from twelve centers,United States,CPP (Collaborative Perinatal Project),,"Serum, non-fasting",GC-ECD,PCB-105,"",894,,18.1,,,,,,,,,,0.05,0.11,0.18,,0.38,,,,,,,ug/L,,,0.00,mg/L,Crude,,,,Gray 2005
17076,17083,1,All,Pregnant women from twelve centers,United States,CPP (Collaborative Perinatal Project),,"Serum, non-fasting",GC-ECD,PCB-118,"",894,,90.0,,,,,,,,,,0.38,0.56,0.83,,1.84,,,,,,,ug/L,,,0.00,mg/L,Crude,,,,Gray 2005
17077,17083,1,All,Pregnant women from twelve centers,United States,CPP (Collaborative Perinatal Project),,"Serum, non-fasting",GC-ECD,PCB-138,"",894,,94.9,,,,,,,,,,0.43,0.6,0.85,,1.39,,,,,,,ug/L,,,0.00,mg/L,Crude,,,,Gray 2005
17078,17083,1,All,Pregnant women from twelve centers,United States,CPP (Collaborative Perinatal Project),,"Serum, non-fasting",GC-ECD,PCB-153,"",894,,91.4,,,,,,,,,,0.47,0.65,0.92,,1.47,,,,,,,ug/L,,,0.00,mg/L,Crude,,,,Gray 2005
17079,17083,1,All,Pregnant women from twelve centers,United States,CPP (Collaborative Perinatal Project),,"Serum, non-fasting",GC-ECD,PCB-170,"",894,,8.2,,,,,,,,,,0.0,0.1,0.16,,0.26,,,,,,,ug/L,,,0.00,mg/L,Crude,,,,Gray 2005
17080,17083,1,All,Pregnant women from twelve centers,United States,CPP (Collaborative Perinatal Project),,"Serum, non-fasting",GC-ECD,PCB-180,"",894,,49.9,,,,,,,,,,0.15,0.23,0.33,,0.54,,,,,,,ug/L,,,0.00,mg/L,Crude,,,,Gray 2005
17081,17083,1,All,Pregnant women from twelve centers,United States,CPP (Collaborative Perinatal Project),,"Serum, non-fasting",GC-ECD,PCB-194,"",894,,1.3,,,,,,,,,,0.0,0.0,0.09,,0.16,,,,,,,ug/L,,,0.00,mg/L,Crude,,,,Gray 2005
17082,17083,1,All,Pregnant women from twelve centers,United States,CPP (Collaborative Perinatal Project),,"Serum, non-fasting",GC-ECD,PCB-203,"",894,,2.8,,,,,,,,,,0.0,0.0,0.09,,0.18,,,,,,,ug/L,,,0.00,mg/L,Crude,,,,Gray 2005
17083,,0,All,Pregnant women from twelve centers,United States,CPP (Collaborative Perinatal Project),,"Serum, non-fasting",GC-ECD,PCBs,PCB-105 + PCB-118 + PCB-28 + PCB-52 + PCB-74 + PCB-138 + PCB-153 + PCB-170 + PCB-180 + PCB-194 + PCB-203,894,,,,,,,,,,,,1.97,2.83,3.97,,6.75,,,,,,,ug/L,,,0.00,mg/L,Crude,,,,Gray 2005
17084,17085,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-11,"",24,,25.0,,0.1,0.2,,,0.0,,,,,,,,,0.8,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17085,17197,1,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,DiCBs,PCB-11,24,,,,0.1,0.2,,,0.0,,,,,,,,,0.8,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17086,17092,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-18,"",24,,20.8,,0.0,0.1,,,0.0,,,,,,,,,0.3,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17087,17092,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-20/33,"",24,,12.5,,0.0,0.0,,,0.0,,,,,,,,,0.1,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17088,17092,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-28,"",24,,100.0,,6.3,3.4,,,1.6,,,,,,,,,15.4,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17089,17092,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-31,"",24,,70.8,,0.2,0.2,,,0.0,,,,,,,,,0.6,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17090,17092,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-36,"",24,,8.3,,0.0,0.1,,,0.0,,,,,,,,,0.2,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17091,17092,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-38,"",24,,4.2,,0.2,0.8,,,0.0,,,,,,,,,3.8,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17092,17197,1,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,TriCBs,PCB-18 + PCB-28 + PCB-31 + PCB-36 + PCB-38 + PCB-20/33,24,,,,6.9,3.7,,,1.6,,,,,,,,,16.2,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17093,17109,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-42,"",24,,16.7,,0.0,0.1,,,0.0,,,,,,,,,0.2,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17094,17109,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-43,"",24,,83.3,,0.4,0.4,,,0.0,,,,,,,,,1.7,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17095,17109,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-44,"",24,,100.0,,0.5,0.4,,,0.2,,,,,,,,,1.7,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17096,17109,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-47/48,"",24,,100.0,,1.4,0.8,,,0.4,,,,,,,,,4.0,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17097,17109,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-49,"",24,,16.7,,0.2,0.6,,,0.0,,,,,,,,,2.4,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17098,17109,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-52/69,"",24,,100.0,,2.8,3.2,,,0.4,,,,,,,,,11.4,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17099,17109,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-55,"",24,,20.8,,0.0,0.1,,,0.0,,,,,,,,,0.3,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17100,17109,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-58,"",24,,20.8,,0.0,0.1,,,0.0,,,,,,,,,0.2,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17101,17109,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-60,"",24,,95.8,,1.8,1.1,,,0.0,,,,,,,,,5.3,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17102,17109,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-63,"",24,,45.8,,0.2,0.3,,,0.0,,,,,,,,,1.1,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17103,17109,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-64,"",24,,37.5,,0.2,0.2,,,0.0,,,,,,,,,0.5,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17104,17109,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-66,"",24,,100.0,,7.2,4.5,,,1.6,,,,,,,,,19.9,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17105,17109,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-68,"",24,,91.7,,0.3,0.2,,,0.0,,,,,,,,,1.1,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17106,17109,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-70,"",24,,95.8,,0.3,0.2,,,0.0,,,,,,,,,0.8,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17107,17109,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-72,"",24,,20.8,,0.1,0.3,,,0.0,,,,,,,,,1.1,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17108,17109,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-74,"",24,,100.0,,28.1,14.8,,,8.9,,,,,,,,,53.1,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17109,17197,1,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,TetraCBs,PCB-42 + PCB-43 + PCB-44 + PCB-49 + PCB-55 + PCB-58 + PCB-60 + PCB-63 + PCB-64 + PCB-66 + PCB-68 + PCB-70 + PCB-72 + PCB-74 + PCB-47/48 + PCB-52/69,24,,,,43.7,20.2,,,13.8,,,,,,,,,87.6,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17110,17133,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-83,"",24,,79.2,,0.3,0.2,,,0.0,,,,,,,,,0.7,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17111,17133,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-84/92,"",24,,100.0,,2.0,1.6,,,0.2,,,,,,,,,7.5,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17112,17133,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-85,"",24,,95.8,,0.6,0.4,,,0.0,,,,,,,,,1.9,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17113,17133,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-86/97/117,"",24,,100.0,,1.9,1.1,,,0.5,,,,,,,,,4.4,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17114,17133,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-87/115,"",24,,100.0,,1.0,0.6,,,0.4,,,,,,,,,2.7,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17115,17133,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-89,"",24,,4.2,,0.0,0.2,,,0.0,,,,,,,,,0.9,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17116,17133,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-90,"",24,,8.3,,0.2,0.6,,,0.0,,,,,,,,,2.7,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17117,17133,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-91,"",24,,20.8,,0.0,0.1,,,0.0,,,,,,,,,0.3,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17118,17133,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-93/95/98/102,"",24,,100.0,,2.2,1.5,,,0.5,,,,,,,,,7.2,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17119,17133,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-99,"",24,,100.0,,29.9,16.8,,,12.1,,,,,,,,,62.8,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17120,17133,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-101,"",24,,100.0,,5.7,4.9,,,0.9,,,,,,,,,22.6,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17121,17133,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-105,"",24,,100.0,,9.6,4.8,,,3.1,,,,,,,,,21.4,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17122,17133,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-107/108,"",24,,100.0,,2.5,1.7,,,0.5,,,,,,,,,6.7,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17123,17133,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-109,"",24,,4.2,,0.0,0.0,,,0.0,,,,,,,,,0.1,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17124,17133,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-110/120,"",24,,100.0,,1.7,1.1,,,0.4,,,,,,,,,5.5,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17125,17133,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-111,"",24,,91.7,,0.4,0.2,,,0.0,,,,,,,,,0.8,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17126,17133,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-113,"",24,,29.2,,0.1,0.1,,,0.0,,,,,,,,,0.3,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17127,17133,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-114,"",24,,100.0,,4.0,1.9,,,1.4,,,,,,,,,7.2,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17128,17133,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-118,"",24,,100.0,,42.8,20.6,,,13.2,,,,,,,,,85.6,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17129,17133,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-119,"",24,,58.3,,0.2,0.2,,,0.0,,,,,,,,,0.6,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17130,17133,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-121,"",24,,25.0,,0.2,0.2,,,0.0,,,,,,,,,0.6,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17131,17133,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-123,"",24,,100.0,,0.7,0.3,,,0.2,,,,,,,,,1.4,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17132,17133,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-126,"",24,,91.7,,0.3,0.2,,,0.0,,,,,,,,,0.8,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17133,17197,1,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PentaCBs,PCB-126 + PCB-105 + PCB-114 + PCB-118 + PCB-123 + PCB-83 + PCB-85 + PCB-89 + PCB-90 + PCB-91 + PCB-99 + PCB-101 + PCB-109 + PCB-111 + PCB-113 + PCB-119 + PCB-121 + PCB-107/108 + PCB-84/92 + PCB-86/97/117 + PCB-87/115 + PCB-93/95/98/102 + PCB-110/120,24,,,,106.4,51.9,,,36.7,,,,,,,,,238.5,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17134,17162,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-128,"",24,,100.0,,1.3,1.1,,,0.3,,,,,,,,,5.2,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17135,17162,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-129,"",24,,95.8,,1.9,1.2,,,0.0,,,,,,,,,4.5,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17136,17162,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-130,"",24,,100.0,,3.4,1.7,,,1.3,,,,,,,,,7.1,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17137,17162,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-132,"",24,,12.5,,0.1,0.3,,,0.0,,,,,,,,,1.2,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17138,17162,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-133,"",24,,100.0,,2.8,1.4,,,1.0,,,,,,,,,6.0,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17139,17162,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-134,"",24,,29.2,,0.0,0.1,,,0.0,,,,,,,,,0.2,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17140,17162,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-135,"",24,,100.0,,0.9,0.5,,,0.2,,,,,,,,,2.4,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17141,17162,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-136,"",24,,75.0,,0.2,0.2,,,0.0,,,,,,,,,0.6,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17142,17162,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-137,"",24,,100.0,,4.5,2.2,,,1.7,,,,,,,,,9.0,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17143,17162,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-138,"",24,,100.0,,64.7,32.4,,,26.6,,,,,,,,,124.4,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17144,17162,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-141,"",24,,100.0,,0.6,0.4,,,0.1,,,,,,,,,2.0,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17145,17162,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-146,"",24,,100.0,,25.1,12.5,,,8.7,,,,,,,,,50.1,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17146,17162,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-147,"",24,,100.0,,1.1,0.7,,,0.3,,,,,,,,,2.9,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17147,17162,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-139/149,"",24,,100.0,,1.8,1.1,,,0.5,,,,,,,,,5.5,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17148,17162,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-151,"",24,,100.0,,2.6,1.7,,,0.6,,,,,,,,,7.9,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17149,17162,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-153,"",24,,100.0,,171.0,88.5,,,66.8,,,,,,,,,350.1,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17150,17162,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-154,"",24,,95.8,,0.4,0.3,,,0.0,,,,,,,,,1.1,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17151,17162,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-155,"",24,,16.7,,0.0,0.1,,,0.0,,,,,,,,,0.2,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17152,17162,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-156,"",24,,100.0,,17.1,8.6,,,5.1,,,,,,,,,37.2,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17153,17162,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-157,"",24,,100.0,,4.2,2.0,,,1.4,,,,,,,,,8.0,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17154,17162,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-158,"",24,,100.0,,1.6,1.0,,,0.5,,,,,,,,,4.2,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17155,17162,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-159,"",24,,33.3,,0.0,0.1,,,0.0,,,,,,,,,0.2,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17156,17162,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-162,"",24,,70.8,,0.2,0.2,,,0.0,,,,,,,,,0.6,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17157,17162,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-163/164,"",24,,100.0,,38.9,18.7,,,15.1,,,,,,,,,72.6,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17158,17162,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-165,"",24,,87.5,,0.3,0.2,,,0.0,,,,,,,,,0.7,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17159,17162,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-166,"",24,,100.0,,0.7,0.4,,,0.2,,,,,,,,,1.7,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17160,17162,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-167,"",24,,100.0,,5.8,2.9,,,2.3,,,,,,,,,10.6,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17161,17162,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-169,"",24,,95.8,,0.3,0.1,,,0.0,,,,,,,,,0.6,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17162,17197,1,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,HexaCBs,PCB-169 + PCB-156 + PCB-157 + PCB-167 + PCB-128 + PCB-129 + PCB-130 + PCB-132 + PCB-133 + PCB-134 + PCB-135 + PCB-136 + PCB-137 + PCB-138 + PCB-141 + PCB-146 + PCB-147 + PCB-151 + PCB-153 + PCB-154 + PCB-155 + PCB-158 + PCB-159 + PCB-162 + PCB-165 + PCB-166 + PCB-139/149 + PCB-163/164,24,,,,351.8,174.0,,,142.2,,,,,,,,,694.4,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17163,17180,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-170,"",24,,100.0,,23.2,12.6,,,5.1,,,,,,,,,51.5,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17164,17180,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-171,"",24,,100.0,,3.0,1.5,,,1.1,,,,,,,,,6.1,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17165,17180,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-172,"",24,,100.0,,4.6,2.4,,,1.5,,,,,,,,,10.0,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17166,17180,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-174,"",24,,100.0,,0.6,0.4,,,0.2,,,,,,,,,1.6,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17167,17180,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-175,"",24,,95.8,,0.6,0.4,,,0.0,,,,,,,,,1.4,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17168,17180,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-177,"",24,,100.0,,8.5,4.3,,,3.1,,,,,,,,,17.7,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17169,17180,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-178,"",24,,100.0,,9.2,4.9,,,2.6,,,,,,,,,20.6,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17170,17180,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-179,"",24,,100.0,,0.7,0.4,,,0.2,,,,,,,,,1.8,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
17171,17180,2,All,Volunteers,Japan,,,"Whole blood, unspecified",GC-HRMS,PCB-180,"",24,,100.0,,89.7,49.1,,,28.4,,,,,,,,,196.3,,,,,,pg/g,0.00,,,ug/g,Crude,,,,Hirai 2005
