ID,Excretion ID,Subject group,Population,Country,Cohort,No. of subjects,No. of cases,No. of controls,Biospecimen,Analytical method,Biomarker,Biomarker detail,Cancer,Study design,Publication
1339,22322,All,Breast cancer cases and their controls,Finland,Finnish Mobile Clinic Surveys,369,127,242,"Serum, unspecified",GC-FID,Linoleic acid (LA; cis-18:2n-6),"",Breast cancer,Nested case-control study,Rissanen 2003
1340,22323,All,Breast cancer cases and their controls,Finland,Finnish Mobile Clinic Surveys,369,127,242,"Serum, unspecified",GC-FID,"Fatty acids, n6-polyunsaturated (n6-PUFA)",Linoleic acid (LA; cis-18:2n-6) + Dihomo-gamma-linolenic acid (DGLA; cis-20:3n-6) + Arachidonic acid (AA; cis-20:4n-6) + Eicosadienoic acid (cis-20:2n-6) + gamma-Linolenic acid (GLA; cis-18:3n-6),Breast cancer,Nested case-control study,Rissanen 2003
1341,22324,All,Breast cancer cases and their controls,Finland,Finnish Mobile Clinic Surveys,369,127,242,"Serum, unspecified",GC-FID,gamma-Linolenic acid (GLA; cis-18:3n-6),"",Breast cancer,Nested case-control study,Rissanen 2003
1342,22325,All,Breast cancer cases and their controls,Finland,Finnish Mobile Clinic Surveys,369,127,242,"Serum, unspecified",GC-FID,Dihomo-gamma-linolenic acid (DGLA; cis-20:3n-6),"",Breast cancer,Nested case-control study,Rissanen 2003
1344,22327,All,Breast cancer cases and their controls,United States,NYUWHS (New York University Women's Health Study),394,197,197,"Serum, non-fasting",GC-FID,Palmitic acid (16:0),"",Breast cancer,Nested case-control study,Saadatian-Elahi 2002
1345,22328,All,Breast cancer cases and their controls,United States,NYUWHS (New York University Women's Health Study),394,197,197,"Serum, non-fasting",GC-FID,Stearic acid (18:0),"",Breast cancer,Nested case-control study,Saadatian-Elahi 2002
1346,22329,All,Breast cancer cases and their controls,United States,NYUWHS (New York University Women's Health Study),394,197,197,"Serum, non-fasting",GC-FID,"Fatty acids, saturated (SFA)",Palmitic acid (16:0) + Stearic acid (18:0) + Myristic acid (14:0) + Pentadecylic acid (15:0) + Margaric acid (17:0) + Arachidic acid (20:0),Breast cancer,Nested case-control study,Saadatian-Elahi 2002
1347,22330,All,Breast cancer cases and their controls,United States,NYUWHS (New York University Women's Health Study),394,197,197,"Serum, non-fasting",GC-FID,Palmitoleic acid (cis-16:1n-7),"",Breast cancer,Nested case-control study,Saadatian-Elahi 2002
1348,22332,All,Breast cancer cases and their controls,United States,NYUWHS (New York University Women's Health Study),394,197,197,"Serum, non-fasting",GC-FID,Oleic acid (cis-18:1n-9),"",Breast cancer,Nested case-control study,Saadatian-Elahi 2002
1349,22333,All,Breast cancer cases and their controls,United States,NYUWHS (New York University Women's Health Study),394,197,197,"Serum, non-fasting",GC-FID,Asclepic acid (cis-18:1n-7),"",Breast cancer,Nested case-control study,Saadatian-Elahi 2002
1350,22331,All,Breast cancer cases and their controls,United States,NYUWHS (New York University Women's Health Study),394,197,197,"Serum, non-fasting",GC-FID,Elaidic acid (trans-18:1n-9),"",Breast cancer,Nested case-control study,Saadatian-Elahi 2002
1351,22334,All,Breast cancer cases and their controls,United States,NYUWHS (New York University Women's Health Study),394,197,197,"Serum, non-fasting",GC-FID,"Fatty acids, monounsaturated (MUFA)",Palmitoleic acid (cis-16:1n-7) + Oleic acid (cis-18:1n-9) + Asclepic acid (cis-18:1n-7) + 11-Eicosenoic acid (cis-20:1n-9) + Elaidic acid (trans-18:1n-9),Breast cancer,Nested case-control study,Saadatian-Elahi 2002
1352,22335,All,Breast cancer cases and their controls,United States,NYUWHS (New York University Women's Health Study),394,197,197,"Serum, non-fasting",GC-FID,Linoleic acid (LA; cis-18:2n-6),"",Breast cancer,Nested case-control study,Saadatian-Elahi 2002
1353,22336,All,Breast cancer cases and their controls,United States,NYUWHS (New York University Women's Health Study),394,197,197,"Serum, non-fasting",GC-FID,gamma-Linolenic acid (GLA; cis-18:3n-6),"",Breast cancer,Nested case-control study,Saadatian-Elahi 2002
1354,22337,All,Breast cancer cases and their controls,United States,NYUWHS (New York University Women's Health Study),394,197,197,"Serum, non-fasting",GC-FID,Eicosadienoic acid (cis-20:2n-6),"",Breast cancer,Nested case-control study,Saadatian-Elahi 2002
1355,22338,All,Breast cancer cases and their controls,United States,NYUWHS (New York University Women's Health Study),394,197,197,"Serum, non-fasting",GC-FID,Dihomo-gamma-linolenic acid (DGLA; cis-20:3n-6),"",Breast cancer,Nested case-control study,Saadatian-Elahi 2002
1356,22339,All,Breast cancer cases and their controls,United States,NYUWHS (New York University Women's Health Study),394,197,197,"Serum, non-fasting",GC-FID,Arachidonic acid (AA; cis-20:4n-6),"",Breast cancer,Nested case-control study,Saadatian-Elahi 2002
1357,22340,All,Breast cancer cases and their controls,United States,NYUWHS (New York University Women's Health Study),394,197,197,"Serum, non-fasting",GC-FID,Docosatetraenoic acid (DTA; cis-22:4n-6),"",Breast cancer,Nested case-control study,Saadatian-Elahi 2002
1358,22341,All,Breast cancer cases and their controls,United States,NYUWHS (New York University Women's Health Study),394,197,197,"Serum, non-fasting",GC-FID,Osbond acid (cis-22:5n-6),"",Breast cancer,Nested case-control study,Saadatian-Elahi 2002
1359,22342,All,Breast cancer cases and their controls,United States,NYUWHS (New York University Women's Health Study),394,197,197,"Serum, non-fasting",GC-FID,"Fatty acids, n6-polyunsaturated (n6-PUFA)",Linoleic acid (LA; cis-18:2n-6) + Dihomo-gamma-linolenic acid (DGLA; cis-20:3n-6) + Arachidonic acid (AA; cis-20:4n-6) + Osbond acid (cis-22:5n-6) + Eicosadienoic acid (cis-20:2n-6) + Docosatetraenoic acid (DTA; cis-22:4n-6) + gamma-Linolenic acid (GLA; cis-18:3n-6),Breast cancer,Nested case-control study,Saadatian-Elahi 2002
1360,22343,All,Breast cancer cases and their controls,United States,NYUWHS (New York University Women's Health Study),394,197,197,"Serum, non-fasting",GC-FID,alpha-Linolenic acid (ALA; cis-18:3n-3),"",Breast cancer,Nested case-control study,Saadatian-Elahi 2002
1361,22344,All,Breast cancer cases and their controls,United States,NYUWHS (New York University Women's Health Study),394,197,197,"Serum, non-fasting",GC-FID,EPA (cis-20:5n-3),"",Breast cancer,Nested case-control study,Saadatian-Elahi 2002
1362,22345,All,Breast cancer cases and their controls,United States,NYUWHS (New York University Women's Health Study),394,197,197,"Serum, non-fasting",GC-FID,DPA (cis-22:5n-3),"",Breast cancer,Nested case-control study,Saadatian-Elahi 2002
1363,22346,All,Breast cancer cases and their controls,United States,NYUWHS (New York University Women's Health Study),394,197,197,"Serum, non-fasting",GC-FID,DHA (cis-22:6n-3),"",Breast cancer,Nested case-control study,Saadatian-Elahi 2002
1364,22347,All,Breast cancer cases and their controls,United States,NYUWHS (New York University Women's Health Study),394,197,197,"Serum, non-fasting",GC-FID,"Fatty acids, n3-polyunsaturated (n3-PUFA)",alpha-Linolenic acid (ALA; cis-18:3n-3) + EPA (cis-20:5n-3) + DHA (cis-22:6n-3) + DPA (cis-22:5n-3),Breast cancer,Nested case-control study,Saadatian-Elahi 2002
1365,22633,All,Breast cancer cases and their controls,United States,NYUWHS (New York University Women's Health Study),394,197,197,"Serum, non-fasting",GC-FID,"Fatty acids, polyunsaturated (PUFA)",alpha-Linolenic acid (ALA; cis-18:3n-3) + EPA (cis-20:5n-3) + DHA (cis-22:6n-3) + DPA (cis-22:5n-3) + Linoleic acid (LA; cis-18:2n-6) + Dihomo-gamma-linolenic acid (DGLA; cis-20:3n-6) + Arachidonic acid (AA; cis-20:4n-6) + Osbond acid (cis-22:5n-6) + Eicosadienoic acid (cis-20:2n-6) + Docosatetraenoic acid (DTA; cis-22:4n-6) + gamma-Linolenic acid (GLA; cis-18:3n-6),Breast cancer,Nested case-control study,Saadatian-Elahi 2002
1366,22349,All,Breast cancer cases and their controls,Italy,ORDET,212,71,141,"Red blood cell membrane, fasting",GC-FID,"Fatty acids, saturated (SFA)",Palmitic acid (16:0) + Stearic acid (18:0) + Myristic acid (14:0) + Pentadecylic acid (15:0) + Margaric acid (17:0) + Arachidic acid (20:0),Breast cancer,Nested case-control study,Pala 2001
1367,22354,All,Breast cancer cases and their controls,Italy,ORDET,212,71,141,"Red blood cell membrane, fasting",GC-FID,Myristic acid (14:0),"",Breast cancer,Nested case-control study,Pala 2001
1368,22355,All,Breast cancer cases and their controls,Italy,ORDET,212,71,141,"Red blood cell membrane, fasting",GC-FID,Pentadecylic acid (15:0),"",Breast cancer,Nested case-control study,Pala 2001
1369,22356,All,Breast cancer cases and their controls,Italy,ORDET,212,71,141,"Red blood cell membrane, fasting",GC-FID,Palmitic acid (16:0),"",Breast cancer,Nested case-control study,Pala 2001
1370,22357,All,Breast cancer cases and their controls,Italy,ORDET,212,71,141,"Red blood cell membrane, fasting",GC-FID,Margaric acid (17:0),"",Breast cancer,Nested case-control study,Pala 2001
1371,22358,All,Breast cancer cases and their controls,Italy,ORDET,212,71,141,"Red blood cell membrane, fasting",GC-FID,Stearic acid (18:0),"",Breast cancer,Nested case-control study,Pala 2001
1372,22359,All,Breast cancer cases and their controls,Italy,ORDET,212,71,141,"Red blood cell membrane, fasting",GC-FID,Arachidic acid (20:0),"",Breast cancer,Nested case-control study,Pala 2001
1373,22350,All,Breast cancer cases and their controls,Italy,ORDET,212,71,141,"Red blood cell membrane, fasting",GC-FID,"Fatty acids, monounsaturated (MUFA)",Palmitoleic acid (cis-16:1n-7) + Oleic acid (cis-18:1n-9) + Asclepic acid (cis-18:1n-7) + 11-Eicosenoic acid (cis-20:1n-9) + Elaidic acid (trans-18:1n-9),Breast cancer,Nested case-control study,Pala 2001
1374,22360,All,Breast cancer cases and their controls,Italy,ORDET,212,71,141,"Red blood cell membrane, fasting",GC-FID,Palmitoleic acid (cis-16:1n-7),"",Breast cancer,Nested case-control study,Pala 2001
1375,22361,All,Breast cancer cases and their controls,Italy,ORDET,212,71,141,"Red blood cell membrane, fasting",GC-FID,Asclepic acid (cis-18:1n-7),"",Breast cancer,Nested case-control study,Pala 2001
1376,22362,All,Breast cancer cases and their controls,Italy,ORDET,212,71,141,"Red blood cell membrane, fasting",GC-FID,Oleic acid (cis-18:1n-9),"",Breast cancer,Nested case-control study,Pala 2001
1377,22363,All,Breast cancer cases and their controls,Italy,ORDET,212,71,141,"Red blood cell membrane, fasting",GC-FID,Elaidic acid (trans-18:1n-9),"",Breast cancer,Nested case-control study,Pala 2001
1378,22364,All,Breast cancer cases and their controls,Italy,ORDET,212,71,141,"Red blood cell membrane, fasting",GC-FID,11-Eicosenoic acid (cis-20:1n-9),"",Breast cancer,Nested case-control study,Pala 2001
1379,22352,All,Breast cancer cases and their controls,Italy,ORDET,212,71,141,"Red blood cell membrane, fasting",GC-FID,"Fatty acids, n6-polyunsaturated (n6-PUFA)",Linoleic acid (LA; cis-18:2n-6) + Dihomo-gamma-linolenic acid (DGLA; cis-20:3n-6) + Arachidonic acid (AA; cis-20:4n-6) + Osbond acid (cis-22:5n-6) + Eicosadienoic acid (cis-20:2n-6) + Docosatetraenoic acid (DTA; cis-22:4n-6) + gamma-Linolenic acid (GLA; cis-18:3n-6),Breast cancer,Nested case-control study,Pala 2001
1380,22365,All,Breast cancer cases and their controls,Italy,ORDET,212,71,141,"Red blood cell membrane, fasting",GC-FID,Linoleic acid (LA; cis-18:2n-6),"",Breast cancer,Nested case-control study,Pala 2001
1381,22366,All,Breast cancer cases and their controls,Italy,ORDET,212,71,141,"Red blood cell membrane, fasting",GC-FID,Eicosadienoic acid (cis-20:2n-6),"",Breast cancer,Nested case-control study,Pala 2001
1382,22367,All,Breast cancer cases and their controls,Italy,ORDET,212,71,141,"Red blood cell membrane, fasting",GC-FID,gamma-Linolenic acid (GLA; cis-18:3n-6),"",Breast cancer,Nested case-control study,Pala 2001
1383,22368,All,Breast cancer cases and their controls,Italy,ORDET,212,71,141,"Red blood cell membrane, fasting",GC-FID,Dihomo-gamma-linolenic acid (DGLA; cis-20:3n-6),"",Breast cancer,Nested case-control study,Pala 2001
1384,22369,All,Breast cancer cases and their controls,Italy,ORDET,212,71,141,"Red blood cell membrane, fasting",GC-FID,Arachidonic acid (AA; cis-20:4n-6),"",Breast cancer,Nested case-control study,Pala 2001
1385,22370,All,Breast cancer cases and their controls,Italy,ORDET,212,71,141,"Red blood cell membrane, fasting",GC-FID,Docosatetraenoic acid (DTA; cis-22:4n-6),"",Breast cancer,Nested case-control study,Pala 2001
1386,22371,All,Breast cancer cases and their controls,Italy,ORDET,212,71,141,"Red blood cell membrane, fasting",GC-FID,Osbond acid (cis-22:5n-6),"",Breast cancer,Nested case-control study,Pala 2001
1387,22353,All,Breast cancer cases and their controls,Italy,ORDET,212,71,141,"Red blood cell membrane, fasting",GC-FID,"Fatty acids, n3-polyunsaturated (n3-PUFA)",alpha-Linolenic acid (ALA; cis-18:3n-3) + EPA (cis-20:5n-3) + DHA (cis-22:6n-3) + DPA (cis-22:5n-3),Breast cancer,Nested case-control study,Pala 2001
1388,22372,All,Breast cancer cases and their controls,Italy,ORDET,212,71,141,"Red blood cell membrane, fasting",GC-FID,alpha-Linolenic acid (ALA; cis-18:3n-3),"",Breast cancer,Nested case-control study,Pala 2001
1389,22373,All,Breast cancer cases and their controls,Italy,ORDET,212,71,141,"Red blood cell membrane, fasting",GC-FID,EPA (cis-20:5n-3),"",Breast cancer,Nested case-control study,Pala 2001
1390,22374,All,Breast cancer cases and their controls,Italy,ORDET,212,71,141,"Red blood cell membrane, fasting",GC-FID,DPA (cis-22:5n-3),"",Breast cancer,Nested case-control study,Pala 2001
1391,22375,All,Breast cancer cases and their controls,Italy,ORDET,212,71,141,"Red blood cell membrane, fasting",GC-FID,DHA (cis-22:6n-3),"",Breast cancer,Nested case-control study,Pala 2001
1392,22351,All,Breast cancer cases and their controls,Italy,ORDET,212,71,141,"Red blood cell membrane, fasting",GC-FID,"Fatty acids, polyunsaturated (PUFA)",alpha-Linolenic acid (ALA; cis-18:3n-3) + EPA (cis-20:5n-3) + DHA (cis-22:6n-3) + DPA (cis-22:5n-3) + Linoleic acid (LA; cis-18:2n-6) + Dihomo-gamma-linolenic acid (DGLA; cis-20:3n-6) + Arachidonic acid (AA; cis-20:4n-6) + Osbond acid (cis-22:5n-6) + Eicosadienoic acid (cis-20:2n-6) + Docosatetraenoic acid (DTA; cis-22:4n-6) + gamma-Linolenic acid (GLA; cis-18:3n-6),Breast cancer,Nested case-control study,Pala 2001
1393,22376,All,Breast cancer cases and their controls,Sweden,NSHDC (Northern Sweden Health and Disease Study Cohort),584,196,388,"Serum, fasting and non-fasting",GC-FID,"Fatty acids, saturated (SFA)",Palmitic acid (16:0) + Stearic acid (18:0) + Myristic acid (14:0) + Pentadecylic acid (15:0) + Margaric acid (17:0) + Arachidic acid (20:0),Breast cancer,Nested case-control study,Chajes 1999
1394,22377,All,Breast cancer cases and their controls,Sweden,NSHDC (Northern Sweden Health and Disease Study Cohort),584,196,388,"Serum, fasting and non-fasting",GC-FID,Myristic acid (14:0),"",Breast cancer,Nested case-control study,Chajes 1999
1395,22378,All,Breast cancer cases and their controls,Sweden,NSHDC (Northern Sweden Health and Disease Study Cohort),584,196,388,"Serum, fasting and non-fasting",GC-FID,Palmitic acid (16:0),"",Breast cancer,Nested case-control study,Chajes 1999
1396,22379,All,Breast cancer cases and their controls,Sweden,NSHDC (Northern Sweden Health and Disease Study Cohort),584,196,388,"Serum, fasting and non-fasting",GC-FID,Stearic acid (18:0),"",Breast cancer,Nested case-control study,Chajes 1999
1397,22380,All,Breast cancer cases and their controls,Sweden,NSHDC (Northern Sweden Health and Disease Study Cohort),584,196,388,"Serum, fasting and non-fasting",GC-FID,"Fatty acids, monounsaturated (MUFA)",Palmitoleic acid (cis-16:1n-7) + Oleic acid (cis-18:1n-9) + Asclepic acid (cis-18:1n-7) + 11-Eicosenoic acid (cis-20:1n-9) + Elaidic acid (trans-18:1n-9),Breast cancer,Nested case-control study,Chajes 1999
1398,22381,All,Breast cancer cases and their controls,Sweden,NSHDC (Northern Sweden Health and Disease Study Cohort),584,196,388,"Serum, fasting and non-fasting",GC-FID,Palmitoleic acid (cis-16:1n-7),"",Breast cancer,Nested case-control study,Chajes 1999
1399,22382,All,Breast cancer cases and their controls,Sweden,NSHDC (Northern Sweden Health and Disease Study Cohort),584,196,388,"Serum, fasting and non-fasting",GC-FID,Elaidic acid (trans-18:1n-9),"",Breast cancer,Nested case-control study,Chajes 1999
1400,22383,All,Breast cancer cases and their controls,Sweden,NSHDC (Northern Sweden Health and Disease Study Cohort),584,196,388,"Serum, fasting and non-fasting",GC-FID,Asclepic acid (cis-18:1n-7),"",Breast cancer,Nested case-control study,Chajes 1999
1401,22384,All,Breast cancer cases and their controls,Sweden,NSHDC (Northern Sweden Health and Disease Study Cohort),584,196,388,"Serum, fasting and non-fasting",GC-FID,Oleic acid (cis-18:1n-9),"",Breast cancer,Nested case-control study,Chajes 1999
1402,22385,All,Breast cancer cases and their controls,Sweden,NSHDC (Northern Sweden Health and Disease Study Cohort),584,196,388,"Serum, fasting and non-fasting",GC-FID,"Fatty acids, n6-polyunsaturated (n6-PUFA)",Linoleic acid (LA; cis-18:2n-6) + Dihomo-gamma-linolenic acid (DGLA; cis-20:3n-6) + Arachidonic acid (AA; cis-20:4n-6) + Osbond acid (cis-22:5n-6) + Eicosadienoic acid (cis-20:2n-6) + Docosatetraenoic acid (DTA; cis-22:4n-6) + gamma-Linolenic acid (GLA; cis-18:3n-6),Breast cancer,Nested case-control study,Chajes 1999
1403,22386,All,Breast cancer cases and their controls,Sweden,NSHDC (Northern Sweden Health and Disease Study Cohort),584,196,388,"Serum, fasting and non-fasting",GC-FID,Linoleic acid (LA; cis-18:2n-6),"",Breast cancer,Nested case-control study,Chajes 1999
1404,22387,All,Breast cancer cases and their controls,Sweden,NSHDC (Northern Sweden Health and Disease Study Cohort),584,196,388,"Serum, fasting and non-fasting",GC-FID,gamma-Linolenic acid (GLA; cis-18:3n-6),"",Breast cancer,Nested case-control study,Chajes 1999
1405,22388,All,Breast cancer cases and their controls,Sweden,NSHDC (Northern Sweden Health and Disease Study Cohort),584,196,388,"Serum, fasting and non-fasting",GC-FID,Arachidonic acid (AA; cis-20:4n-6),"",Breast cancer,Nested case-control study,Chajes 1999
1406,22389,All,Breast cancer cases and their controls,Sweden,NSHDC (Northern Sweden Health and Disease Study Cohort),584,196,388,"Serum, fasting and non-fasting",GC-FID,"Fatty acids, n3-polyunsaturated (n3-PUFA)",alpha-Linolenic acid (ALA; cis-18:3n-3) + EPA (cis-20:5n-3) + DHA (cis-22:6n-3) + DPA (cis-22:5n-3),Breast cancer,Nested case-control study,Chajes 1999
1407,22390,All,Breast cancer cases and their controls,Sweden,NSHDC (Northern Sweden Health and Disease Study Cohort),584,196,388,"Serum, fasting and non-fasting",GC-FID,alpha-Linolenic acid (ALA; cis-18:3n-3),"",Breast cancer,Nested case-control study,Chajes 1999
1408,22391,All,Breast cancer cases and their controls,Sweden,NSHDC (Northern Sweden Health and Disease Study Cohort),584,196,388,"Serum, fasting and non-fasting",GC-FID,EPA (cis-20:5n-3),"",Breast cancer,Nested case-control study,Chajes 1999
1409,22392,All,Breast cancer cases and their controls,Sweden,NSHDC (Northern Sweden Health and Disease Study Cohort),584,196,388,"Serum, fasting and non-fasting",GC-FID,DHA (cis-22:6n-3),"",Breast cancer,Nested case-control study,Chajes 1999
1410,22393,All,Pancreatic cancer cases and their controls,China,Combined cohorts,549,187,362,"Serum, non-fasting",LC-MS/MS,Pyridoxal,"",Pancreatic cancer,Nested case-control study,Huang 2016
1411,22395,All,Colorectal cancer cases and their controls,Norway,EPIC (European Prospective Investigation into Cancer and Nutrition),3684,1365,2319,"Plasma, fasting and non-fasting",LC-MS/MS,Vitamin B2,Riboflavin + Flavin mononucleotide (FMN),Colon and rectal cancer,Nested case-control study,Eussen 2010
1412,22394,All,Colorectal cancer cases and their controls,Norway,EPIC (European Prospective Investigation into Cancer and Nutrition),3684,1365,2319,"Plasma, fasting and non-fasting",LC-MS/MS,Flavin mononucleotide (FMN),"",Colon and rectal cancer,Nested case-control study,Eussen 2010
1413,22396,All,Colorectal cancer cases and their controls,Norway,EPIC (European Prospective Investigation into Cancer and Nutrition),3684,1365,2319,"Plasma, fasting and non-fasting",LC-MS/MS,Pyridoxal,"",Colon and rectal cancer,Nested case-control study,Eussen 2010
1414,22397,All,Gastric cancer cases and their controls,Norway,EPIC (European Prospective Investigation into Cancer and Nutrition),836,235,601,"Plasma, fasting and non-fasting",LC-MS/MS,Pyridoxal,"",Gastric and oesophageal cancer,Nested case-control study,Eussen 2010
1415,22398,All,Gastric cancer cases and their controls,Norway,EPIC (European Prospective Investigation into Cancer and Nutrition),836,235,601,"Plasma, fasting and non-fasting",LC-MS/MS,Vitamin B2,Riboflavin + Flavin mononucleotide (FMN),Gastric and oesophageal cancer,Nested case-control study,Eussen 2010
1416,22399,All,Gastric cancer cases and their controls,Norway,EPIC (European Prospective Investigation into Cancer and Nutrition),836,235,601,"Plasma, fasting and non-fasting",LC-MS/MS,Flavin mononucleotide (FMN),"",Gastric and oesophageal cancer,Nested case-control study,Eussen 2010
1417,22400,All,Breast cancer cases and their controls,United States,Defense Medical Surveillance,1200,600,600,"Serum, unspecified",Chemiluminescence immunoassay (CLIA),25-Hydroxycholecalciferol,"",Breast cancer,Nested case-control study,Mohr 2013
1418,22401,All,Lung cancer cases,Germany,Combined cohorts,13235,192,,Serum or Plasma,Chemiluminescence immunoassay (CLIA),25-Hydroxycholecalciferol,"",Lung cancer,Prospective cohort study,Ordonez-Mena 2016
1419,22402,All,Colorectal cancer cases,Germany,Combined cohorts,13809,616,,Serum or Plasma,Chemiluminescence immunoassay (CLIA),25-Hydroxycholecalciferol,"",Colon and rectal cancer,Prospective cohort study,Ordonez-Mena 2016
1420,22403,All,Breast cancer cases,Germany,Combined cohorts,13487,378,,Serum or Plasma,Chemiluminescence immunoassay (CLIA),25-Hydroxycholecalciferol,"",Breast cancer,Prospective cohort study,Ordonez-Mena 2016
1421,22404,All,Prostate cancer cases,Germany,Combined cohorts,13351,392,,Serum or Plasma,Chemiluminescence immunoassay (CLIA),25-Hydroxycholecalciferol,"",Prostate cancer,Prospective cohort study,Ordonez-Mena 2016
1422,22405,All,Lymphoma cases,Germany,Combined cohorts,13600,279,,Serum or Plasma,Chemiluminescence immunoassay (CLIA),25-Hydroxycholecalciferol,"",Lymphoid cancer,Prospective cohort study,Ordonez-Mena 2016
1426,22406,All,Prostate cancer cases and their controls,Finland,"ATBC (Alpha-Tocopherol, Beta-Carotene Cancer Prevention Study)",2000,1000,1000,"Serum, fasting",Chemiluminescence immunoassay (CLIA),25-Hydroxycholecalciferol,"",Prostate cancer,Nested case-control study,Albanes 2011
1427,22407,All,Colorectal cancer cases and their controls,Finland,"ATBC (Alpha-Tocopherol, Beta-Carotene Cancer Prevention Study)",550,275,275,"Serum, fasting",HPLC,Homocysteine,"",Colon and rectal cancer,Nested case-control study,Weinstein 2008
1428,22408,All,Colorectal cancer cases and their controls,United States,WHI-OS (Women's Health Initiative Observational Study),1976,988,988,"Plasma, fasting",HPLC,Homocysteine,"",Colon and rectal cancer,Nested case-control study,Miller 2013
1429,22409,All,Oesophageal adenocarcinoma cases,United Kingdom,EPIC (European Prospective Investigation into Cancer and Nutrition),23697,73,,"Plasma, non-fasting",Colorimetry,Vitamin C,"",Gastric and oesophageal cancer,Prospective cohort study,Kang 2018
1430,22410,All,Liver cancer cases and their controls,Finland,"ATBC (Alpha-Tocopherol, Beta-Carotene Cancer Prevention Study)",404,202,202,"Serum, fasting",Chemiluminescence immunoassay (CLIA),25-Hydroxycholecalciferol,"",Liver cancer,Nested case-control study,Lai 2018
1431,22411,All,Gastric and oesophageal cancer cases,Japan,JPHC (Japan Public Health Center-based Prospective Study on Cancer and Cardiovascular Diseases),4303,709,3594,"Plasma, fasting and non-fasting",Chemiluminescence immunoassay (CLIA),25-Hydroxycholecalciferol,"",Gastric and oesophageal cancer,Case-cohort study,Budhathoki 2018
1432,22412,All,Colorectal cancer cases,Japan,JPHC (Japan Public Health Center-based Prospective Study on Cancer and Cardiovascular Diseases),4231,637,3594,"Plasma, fasting and non-fasting",Chemiluminescence immunoassay (CLIA),25-Hydroxycholecalciferol,"",Colon and rectal cancer,Case-cohort study,Budhathoki 2018
1433,22413,All,Liver cancer cases,Japan,JPHC (Japan Public Health Center-based Prospective Study on Cancer and Cardiovascular Diseases),3759,165,3594,"Plasma, fasting and non-fasting",Chemiluminescence immunoassay (CLIA),25-Hydroxycholecalciferol,"",Liver cancer,Case-cohort study,Budhathoki 2018
1434,22414,All,Prostate cancer cases,Japan,JPHC (Japan Public Health Center-based Prospective Study on Cancer and Cardiovascular Diseases),3857,263,3594,"Plasma, fasting and non-fasting",Chemiluminescence immunoassay (CLIA),25-Hydroxycholecalciferol,"",Prostate cancer,Case-cohort study,Budhathoki 2018
1435,22415,All,Breast cancer cases,Japan,JPHC (Japan Public Health Center-based Prospective Study on Cancer and Cardiovascular Diseases),3833,239,3594,"Plasma, fasting and non-fasting",Chemiluminescence immunoassay (CLIA),25-Hydroxycholecalciferol,"",Breast cancer,Case-cohort study,Budhathoki 2018
1436,22416,All,Lung cancer cases,Japan,JPHC (Japan Public Health Center-based Prospective Study on Cancer and Cardiovascular Diseases),3990,396,3594,"Plasma, fasting and non-fasting",Chemiluminescence immunoassay (CLIA),25-Hydroxycholecalciferol,"",Lung cancer,Case-cohort study,Budhathoki 2018
1437,22417,All,Colorectal cancer cases and their controls,United States,Combined cohorts,12813,5706,7107,Serum or Plasma,Chemiluminescence immunoassay (CLIA),25-Hydroxycholecalciferol,"",Colon and rectal cancer,Nested case-control study,McCullough 2018
1438,22418,All,Lung cancer cases and their controls,France,LC3 (Lung Cancer Cohort Consortium),10626,5313,5313,Serum or Plasma,LC-MS/MS,25-Hydroxycholecalciferol,"",Lung cancer,Nested case-control study,Muller 2018
1439,22419,All,Lung cancer cases,Norway,HUNT (Nord-Trøndelag Health Study),6421,696,5725,"Serum, fasting and non-fasting",Chemiluminescence immunoassay (CLIA),25-Hydroxycholecalciferol,"",Lung cancer,Case-cohort study,Sun 2018
1440,22420,All,Pancreatic cancer cases and their controls,Netherlands,Combined cohorts,1476,738,738,Serum or Plasma,LC-ID-MS/MS,25-Hydroxycholecalciferol,"",Pancreatic cancer,Nested case-control study,van Duijnhoven 2018
1441,22421,All,Non-melanoma skin cancer cases,Denmark,Combined cohorts,33894,1569,,"Plasma, unspecified",Chemiluminescence immunoassay (CLIA),25-Hydroxycholecalciferol,"",Skin cancer,Prospective cohort study,Winslow 2018
1442,22422,All,Lung cancer cases and their controls,Norway,EPIC (European Prospective Investigation into Cancer and Nutrition),2640,892,1748,"Serum, fasting and non-fasting",LC-MS/MS,PA-ratio (PAr),"",Lung cancer,Nested case-control study,Zuo 2018
1443,22423,All,Colorectal cancer cases and their controls,Japan,JACC Study (Japan Collaborative Cohort Study),650,169,481,"Serum, unspecified",GC-FID,"Fatty acids, saturated (SFA)",Palmitic acid (16:0) + Stearic acid (18:0) + Myristic acid (14:0) + Lauric acid (12:0) + Arachidic acid (20:0) + Behenic acid (22:0) + Lignoceric acid (24:0),Colon and rectal cancer,Nested case-control study,Kojima 2005
1444,22424,All,Colorectal cancer cases and their controls,Japan,JACC Study (Japan Collaborative Cohort Study),650,169,481,"Serum, unspecified",GC-FID,"Fatty acids, monounsaturated (MUFA)",Palmitoleic acid (cis-16:1n-7) + Oleic acid (cis-18:1n-9) + Nervonic acid (cis-24:1n-9) + 11-Eicosenoic acid (cis-20:1n-9) + 13-Docosenoic acid (cis-22:1n-9),Colon and rectal cancer,Nested case-control study,Kojima 2005
