ID,Excretion ID,Subject group,Population,Country,Cohort,Biomarker Time definition,Biospecimen,Analytical method,Biomarker,Biomarker detail,Arithmetic mean,Geometric mean,Median,Unit,Adjusted on,Reproducibility size,ICC,ICC 95% CI lower,ICC 95% CI upper,CV% WS,CV% BS,VAR WS,VAR BS,Publication
419,18789,Variability study group,Pregnant women,Mexico,ELEMENT (Early Life Exposures in Mexico to Environmental Toxicants),baseline; 3 months; 6 months,"Urine, spot",LC-MS/MS after enzymatic hydrolysis,TCPy,"",,,,ng/mL,,21,0.41,,,,,0.78,0.54,Fortenberry 2014
420,18790,Variability study group,Pregnant women,Mexico,ELEMENT (Early Life Exposures in Mexico to Environmental Toxicants),baseline; 3 months; 6 months,"Urine, spot",LC-MS/MS after enzymatic hydrolysis,TCPy,"",,,,ng/mL,Specific gravity,21,0.29,,,,,0.74,0.31,Fortenberry 2014
421,18793,All,Participants in a study of reproductive health,United States,Study of environmental factors in reproductive health,day 1; day 2; day 3; day 30; day 31; day 32; day 91; day 92; day 93,"Urine, spot",LC-MS/MS,BDCPP,"",,,,ng/mL,,51,0.62,0.4,0.8,,,,,Meeker 2013
422,18794,All,Participants in a study of reproductive health,United States,Study of environmental factors in reproductive health,day 1; day 2; day 3; day 30; day 31; day 32; day 91; day 92; day 93,"Urine, spot",LC-MS/MS,DPP,"",,,,ng/mL,,51,0.36,0.18,0.6,,,,,Meeker 2013
423,18795,All,Participants in a study of reproductive health,United States,Study of environmental factors in reproductive health,day 1; day 2; day 3; day 30; day 31; day 32; day 91; day 92; day 93,"Urine, spot",LC-MS/MS,BDCPP,"",,,,ng/mL,Specific gravity,51,0.55,0.31,0.77,,,,,Meeker 2013
424,18796,All,Participants in a study of reproductive health,United States,Study of environmental factors in reproductive health,day 1; day 2; day 3; day 30; day 31; day 32; day 91; day 92; day 93,"Urine, spot",LC-MS/MS,DPP,"",,,,ng/mL,Specific gravity,51,0.35,0.17,0.59,,,,,Meeker 2013
433,18805,All,Pregnant women living in the Northern karst area of Puerto Rico,Puerto Rico,PROTECT (Puerto Rico Testsite for Exploring Contamination Threats),baseline; 4 weeks; 8 weeks,"Urine, spot",LC-ID-MS/MS after enzymatic hydrolysis,Mono(2-ethylhexyl) phthalate (MEHP),"",,3.3,3.7,ng/mL,,139,0.35,0.24,0.47,,,,,Cantonwine 2014
434,18806,All,Pregnant women living in the Northern karst area of Puerto Rico,Puerto Rico,PROTECT (Puerto Rico Testsite for Exploring Contamination Threats),baseline; 4 weeks; 8 weeks,"Urine, spot",LC-ID-MS/MS after enzymatic hydrolysis,Mono(2-ethyl-5-hydroxyhexyl) phthalate (MEHHP),"",,10.7,11.5,ng/mL,,139,0.25,0.15,0.38,,,,,Cantonwine 2014
435,18807,All,Pregnant women living in the Northern karst area of Puerto Rico,Puerto Rico,PROTECT (Puerto Rico Testsite for Exploring Contamination Threats),baseline; 4 weeks; 8 weeks,"Urine, spot",LC-ID-MS/MS after enzymatic hydrolysis,Mono(2-ethyl-5-oxohexyl) phthalate (MEOHP),"",,8.9,9.3,ng/mL,,139,0.26,0.16,0.39,,,,,Cantonwine 2014
436,18808,All,Pregnant women living in the Northern karst area of Puerto Rico,Puerto Rico,PROTECT (Puerto Rico Testsite for Exploring Contamination Threats),baseline; 4 weeks; 8 weeks,"Urine, spot",LC-ID-MS/MS after enzymatic hydrolysis,Mono(2-ethyl-5-carboxypentyl) phthalate (MECPP),"",,19.6,19.9,ng/mL,,139,0.2,0.11,0.35,,,,,Cantonwine 2014
438,18810,All,Pregnant women living in the Northern karst area of Puerto Rico,Puerto Rico,PROTECT (Puerto Rico Testsite for Exploring Contamination Threats),baseline; 4 weeks; 8 weeks,"Urine, spot",LC-ID-MS/MS after enzymatic hydrolysis,Monobenzyl phthalate (MBzP),"",,3.9,4.0,ng/mL,,139,0.37,0.27,0.49,,,,,Cantonwine 2014
439,18811,All,Pregnant women living in the Northern karst area of Puerto Rico,Puerto Rico,PROTECT (Puerto Rico Testsite for Exploring Contamination Threats),baseline; 4 weeks; 8 weeks,"Urine, spot",LC-ID-MS/MS after enzymatic hydrolysis,Mono-isobutyl phthalate (MiBP),"",,10.9,11.0,ng/mL,,139,0.35,0.24,0.47,,,,,Cantonwine 2014
440,18812,All,Pregnant women living in the Northern karst area of Puerto Rico,Puerto Rico,PROTECT (Puerto Rico Testsite for Exploring Contamination Threats),baseline; 4 weeks; 8 weeks,"Urine, spot",LC-ID-MS/MS after enzymatic hydrolysis,Monoethyl phthalate (MEP),"",,102.2,99.2,ng/mL,,139,0.43,0.33,0.54,,,,,Cantonwine 2014
441,18813,All,Pregnant women living in the Northern karst area of Puerto Rico,Puerto Rico,PROTECT (Puerto Rico Testsite for Exploring Contamination Threats),baseline; 4 weeks; 8 weeks,"Urine, spot",LC-ID-MS/MS after enzymatic hydrolysis,Mono-n-butyl phthalate (MnBP),"",,19.2,20.9,ng/mL,,139,0.41,0.3,0.52,,,,,Cantonwine 2014
442,18814,All,Pregnant women living in the Northern karst area of Puerto Rico,Puerto Rico,PROTECT (Puerto Rico Testsite for Exploring Contamination Threats),baseline; 4 weeks; 8 weeks,"Urine, spot",LC-ID-MS/MS after enzymatic hydrolysis,Mono(3-carboxypropyl) phthalate (MCPP),"",,2.3,2.2,ng/mL,,139,0.23,0.13,0.37,,,,,Cantonwine 2014
443,18815,All,Pregnant women living in the Northern karst area of Puerto Rico,Puerto Rico,PROTECT (Puerto Rico Testsite for Exploring Contamination Threats),baseline; 4 weeks; 8 weeks,"Urine, spot",LC-ID-MS/MS after enzymatic hydrolysis,Mono-carboxy-isononyl phthalate (cx-MiNP),"",,2.3,2.2,ng/mL,,139,0.09,0.03,0.27,,,,,Cantonwine 2014
444,18816,All,Pregnant women living in the Northern karst area of Puerto Rico,Puerto Rico,PROTECT (Puerto Rico Testsite for Exploring Contamination Threats),baseline; 4 weeks; 8 weeks,"Urine, spot",LC-ID-MS/MS after enzymatic hydrolysis,Mono(carboxy-isooctyl) phthalate (MCOP),"",,16.4,14.2,ng/mL,,139,0.29,0.19,0.41,,,,,Cantonwine 2014
445,18821,All,Pregnant women living in the Northern karst area of Puerto Rico,Puerto Rico,PROTECT (Puerto Rico Testsite for Exploring Contamination Threats),baseline; 4 weeks; 8 weeks,"Urine, spot",LC-ID-MS/MS after enzymatic hydrolysis,Mono(2-ethylhexyl) phthalate (MEHP),"",,,,ng/mL,Specific gravity,138,0.36,0.26,0.48,,,,,Cantonwine 2014
446,18822,All,Pregnant women living in the Northern karst area of Puerto Rico,Puerto Rico,PROTECT (Puerto Rico Testsite for Exploring Contamination Threats),baseline; 4 weeks; 8 weeks,"Urine, spot",LC-ID-MS/MS after enzymatic hydrolysis,Mono(2-ethyl-5-hydroxyhexyl) phthalate (MEHHP),"",,,,ng/mL,Specific gravity,138,0.24,0.14,0.37,,,,,Cantonwine 2014
447,18823,All,Pregnant women living in the Northern karst area of Puerto Rico,Puerto Rico,PROTECT (Puerto Rico Testsite for Exploring Contamination Threats),baseline; 4 weeks; 8 weeks,"Urine, spot",LC-ID-MS/MS after enzymatic hydrolysis,Mono(2-ethyl-5-oxohexyl) phthalate (MEOHP),"",,,,ng/mL,Specific gravity,138,0.25,0.15,0.38,,,,,Cantonwine 2014
448,18824,All,Pregnant women living in the Northern karst area of Puerto Rico,Puerto Rico,PROTECT (Puerto Rico Testsite for Exploring Contamination Threats),baseline; 4 weeks; 8 weeks,"Urine, spot",LC-ID-MS/MS after enzymatic hydrolysis,Mono(2-ethyl-5-carboxypentyl) phthalate (MECPP),"",,,,ng/mL,Specific gravity,138,0.19,0.1,0.33,,,,,Cantonwine 2014
450,18826,All,Pregnant women living in the Northern karst area of Puerto Rico,Puerto Rico,PROTECT (Puerto Rico Testsite for Exploring Contamination Threats),baseline; 4 weeks; 8 weeks,"Urine, spot",LC-ID-MS/MS after enzymatic hydrolysis,Monobenzyl phthalate (MBzP),"",,,,ng/mL,Specific gravity,138,0.41,0.3,0.52,,,,,Cantonwine 2014
451,18827,All,Pregnant women living in the Northern karst area of Puerto Rico,Puerto Rico,PROTECT (Puerto Rico Testsite for Exploring Contamination Threats),baseline; 4 weeks; 8 weeks,"Urine, spot",LC-ID-MS/MS after enzymatic hydrolysis,Mono-isobutyl phthalate (MiBP),"",,,,ng/mL,Specific gravity,138,0.34,0.24,0.46,,,,,Cantonwine 2014
452,18828,All,Pregnant women living in the Northern karst area of Puerto Rico,Puerto Rico,PROTECT (Puerto Rico Testsite for Exploring Contamination Threats),baseline; 4 weeks; 8 weeks,"Urine, spot",LC-ID-MS/MS after enzymatic hydrolysis,Monoethyl phthalate (MEP),"",,,,ng/mL,Specific gravity,138,0.44,0.34,0.55,,,,,Cantonwine 2014
453,18829,All,Pregnant women living in the Northern karst area of Puerto Rico,Puerto Rico,PROTECT (Puerto Rico Testsite for Exploring Contamination Threats),baseline; 4 weeks; 8 weeks,"Urine, spot",LC-ID-MS/MS after enzymatic hydrolysis,Mono-n-butyl phthalate (MnBP),"",,,,ng/mL,Specific gravity,138,0.42,0.31,0.53,,,,,Cantonwine 2014
454,18830,All,Pregnant women living in the Northern karst area of Puerto Rico,Puerto Rico,PROTECT (Puerto Rico Testsite for Exploring Contamination Threats),baseline; 4 weeks; 8 weeks,"Urine, spot",LC-ID-MS/MS after enzymatic hydrolysis,Mono(3-carboxypropyl) phthalate (MCPP),"",,,,ng/mL,Specific gravity,138,0.2,0.11,0.35,,,,,Cantonwine 2014
455,18831,All,Pregnant women living in the Northern karst area of Puerto Rico,Puerto Rico,PROTECT (Puerto Rico Testsite for Exploring Contamination Threats),baseline; 4 weeks; 8 weeks,"Urine, spot",LC-ID-MS/MS after enzymatic hydrolysis,Mono-carboxy-isononyl phthalate (cx-MiNP),"",,,,ng/mL,Specific gravity,138,0.05,0.01,0.33,,,,,Cantonwine 2014
456,18832,All,Pregnant women living in the Northern karst area of Puerto Rico,Puerto Rico,PROTECT (Puerto Rico Testsite for Exploring Contamination Threats),baseline; 4 weeks; 8 weeks,"Urine, spot",LC-ID-MS/MS after enzymatic hydrolysis,Mono(carboxy-isooctyl) phthalate (MCOP),"",,,,ng/mL,Specific gravity,138,0.28,0.18,0.4,,,,,Cantonwine 2014
467,18835,All,Participants in a prospective birth cohort study in Cincinatti,United States,HOME (Health Outcomes and Measures of the Environment),baseline; 10 weeks; 23 weeks,"Urine, spot",LC-ID-MS/MS after enzymatic hydrolysis,Bisphenol A (BPA),"",,,,ng/mL,,332,0.25,,,,,0.15,0.05,Braun 2011
468,18839,All,Participants in a prospective birth cohort study in Cincinatti,United States,HOME (Health Outcomes and Measures of the Environment),baseline; 10 weeks; 23 weeks,"Urine, spot",LC-ID-MS/MS after enzymatic hydrolysis,Bisphenol A (BPA),"",,,,ug/g,Creatinine,332,0.1,,,,,0.11,0.01,Braun 2011
476,18850,All,Subjects in the metropolitan Atlanta area non-occupationally exposed to PAHs,United States,,baseline; 1 day; 2 days; 3 days; 4 days; 5 days; 6 days,"Urine, spot",GC-MS after enzymatic hydrolysis,1-Hydroxynaphthalene,"",,1126.0,1050.0,ng/g,Creatinine,8,0.3,,,,,,,Li 2010
477,18853,All,Subjects in the metropolitan Atlanta area non-occupationally exposed to PAHs,United States,,baseline; 1 day; 2 days; 3 days; 4 days; 5 days; 6 days,"Urine, spot",GC-MS after enzymatic hydrolysis,3-Hydroxyfluorene,"",,55.0,53.0,ng/g,Creatinine,8,0.44,,,,,,,Li 2010
478,18855,All,Subjects in the metropolitan Atlanta area non-occupationally exposed to PAHs,United States,,baseline; 1 day; 2 days; 3 days; 4 days; 5 days; 6 days,"Urine, spot",GC-MS after enzymatic hydrolysis,3-Hydroxyphenanthrene,"",,89.0,87.0,ng/g,Creatinine,8,0.4,,,,,,,Li 2010
479,18858,All,Subjects in the metropolitan Atlanta area non-occupationally exposed to PAHs,United States,,baseline; 1 day; 2 days; 3 days; 4 days; 5 days; 6 days,"Urine, spot",GC-MS after enzymatic hydrolysis,1-Hydroxypyrene,"",,59.0,58.0,ng/g,Creatinine,8,0.55,,,,,,,Li 2010
480,18877,All,Subjects in the metropolitan Atlanta area non-occupationally exposed to PAHs,United States,,baseline; 1 day; 2 days; 3 days; 4 days; 5 days; 6 days,"Urine, first morning spot",GC-MS after enzymatic hydrolysis,1-Hydroxynaphthalene,"",,1166.0,1002.0,ng/g,Creatinine,8,0.33,,,,,,,Li 2010
481,18880,All,Subjects in the metropolitan Atlanta area non-occupationally exposed to PAHs,United States,,baseline; 1 day; 2 days; 3 days; 4 days; 5 days; 6 days,"Urine, first morning spot",GC-MS after enzymatic hydrolysis,3-Hydroxyfluorene,"",,45.0,45.0,ng/g,Creatinine,8,0.5,,,,,,,Li 2010
482,18882,All,Subjects in the metropolitan Atlanta area non-occupationally exposed to PAHs,United States,,baseline; 1 day; 2 days; 3 days; 4 days; 5 days; 6 days,"Urine, first morning spot",GC-MS after enzymatic hydrolysis,3-Hydroxyphenanthrene,"",,73.0,73.0,ng/g,Creatinine,8,0.65,,,,,,,Li 2010
483,18885,All,Subjects in the metropolitan Atlanta area non-occupationally exposed to PAHs,United States,,baseline; 1 day; 2 days; 3 days; 4 days; 5 days; 6 days,"Urine, first morning spot",GC-MS after enzymatic hydrolysis,1-Hydroxypyrene,"",,50.0,49.0,ng/g,Creatinine,8,0.6,,,,,,,Li 2010
484,18868,All,Subjects in the metropolitan Atlanta area non-occupationally exposed to PAHs,United States,,baseline; 1 day; 2 days; 3 days; 4 days; 5 days; 6 days,"Urine, 24-h",GC-MS after enzymatic hydrolysis,1-Hydroxynaphthalene,"",,1329.0,1168.0,ng/g,Creatinine,8,0.44,,,,,,,Li 2010
485,18871,All,Subjects in the metropolitan Atlanta area non-occupationally exposed to PAHs,United States,,baseline; 1 day; 2 days; 3 days; 4 days; 5 days; 6 days,"Urine, 24-h",GC-MS after enzymatic hydrolysis,3-Hydroxyfluorene,"",,52.0,52.0,ng/g,Creatinine,8,0.67,,,,,,,Li 2010
486,18873,All,Subjects in the metropolitan Atlanta area non-occupationally exposed to PAHs,United States,,baseline; 1 day; 2 days; 3 days; 4 days; 5 days; 6 days,"Urine, 24-h",GC-MS after enzymatic hydrolysis,3-Hydroxyphenanthrene,"",,88.0,86.0,ng/g,Creatinine,8,0.77,,,,,,,Li 2010
487,18876,All,Subjects in the metropolitan Atlanta area non-occupationally exposed to PAHs,United States,,baseline; 1 day; 2 days; 3 days; 4 days; 5 days; 6 days,"Urine, 24-h",GC-MS after enzymatic hydrolysis,1-Hydroxypyrene,"",,58.0,57.0,ng/g,Creatinine,8,0.76,,,,,,,Li 2010
490,18887,All,Residents of Gdansk non-occupationally exposed to pesticides,Poland,,baseline; 1 day; 2 days; 3 days; 4 days; 5 days; 6 days,"Urine, first morning spot",GC-MS,3-Phenoxybenzoic acid (PBA),"",0.479,0.3,0.27,ug/g,Creatinine,7,0.35,0.097,0.766,,,,,Wielgomas 2013
491,18886,All,Residents of Gdansk non-occupationally exposed to pesticides,Poland,,baseline; 1 day; 2 days; 3 days; 4 days; 5 days; 6 days,"Urine, spot",GC-MS,3-Phenoxybenzoic acid (PBA),"",0.385,0.271,0.253,ug/g,Creatinine,7,0.846,0.658,0.966,,,,,Wielgomas 2013
492,18888,All,Residents of Gdansk non-occupationally exposed to pesticides,Poland,,baseline; 1 day; 2 days; 3 days; 4 days; 5 days; 6 days,"Urine, 24-h",GC-MS,3-Phenoxybenzoic acid (PBA),"",0.441,0.299,0.247,ug/g,Creatinine,7,0.796,0.574,0.953,,,,,Wielgomas 2013
493,18889,All,Women seeking evaluation and treatment for infertility at the Massachusetts General Hospital,United States,EARTH (Environment and Reproductive Health),baseline; 12 weeks,"Urine, spot",LC-MS/MS after enzymatic hydrolysis,DEHP metabolites,Mono(2-ethylhexyl) phthalate (MEHP) + Mono(2-ethyl-5-oxohexyl) phthalate (MEOHP) + Mono(2-ethyl-5-hydroxyhexyl) phthalate (MEHHP) + Mono(2-ethyl-5-carboxypentyl) phthalate (MECPP),,,0.33,ug/L,Specific gravity,137,0.11,,,,,,,Braun 2012
494,18890,All,Women seeking evaluation and treatment for infertility at the Massachusetts General Hospital,United States,EARTH (Environment and Reproductive Health),baseline; 12 weeks,"Urine, spot",LC-MS/MS after enzymatic hydrolysis,DEHP metabolites,Mono(2-ethyl-5-oxohexyl) phthalate (MEOHP) + Mono(2-ethyl-5-hydroxyhexyl) phthalate (MEHHP) + Mono(2-ethyl-5-carboxypentyl) phthalate (MECPP),,,0.3,ug/L,Specific gravity,137,0.12,,,,,,,Braun 2012
495,18891,All,Women seeking evaluation and treatment for infertility at the Massachusetts General Hospital,United States,EARTH (Environment and Reproductive Health),baseline; 12 weeks,"Urine, spot",LC-MS/MS after enzymatic hydrolysis,Mono(2-ethylhexyl) phthalate (MEHP),"",,,5.0,ug/L,Specific gravity,137,0.11,,,,,,,Braun 2012
496,18892,All,Women seeking evaluation and treatment for infertility at the Massachusetts General Hospital,United States,EARTH (Environment and Reproductive Health),baseline; 12 weeks,"Urine, spot",LC-MS/MS after enzymatic hydrolysis,Mono-n-butyl phthalate (MnBP),"",,,14.0,ug/L,Specific gravity,137,0.4,,,,,,,Braun 2012
497,18893,All,Women seeking evaluation and treatment for infertility at the Massachusetts General Hospital,United States,EARTH (Environment and Reproductive Health),baseline; 12 weeks,"Urine, spot",LC-MS/MS after enzymatic hydrolysis,Mono-isobutyl phthalate (MiBP),"",,,5.4,ug/L,Specific gravity,137,0.36,,,,,,,Braun 2012
498,18894,All,Women seeking evaluation and treatment for infertility at the Massachusetts General Hospital,United States,EARTH (Environment and Reproductive Health),baseline; 12 weeks,"Urine, spot",LC-MS/MS after enzymatic hydrolysis,Monobenzyl phthalate (MBzP),"",,,3.2,ug/L,Specific gravity,137,0.35,,,,,,,Braun 2012
499,18895,All,Women seeking evaluation and treatment for infertility at the Massachusetts General Hospital,United States,EARTH (Environment and Reproductive Health),baseline; 12 weeks,"Urine, spot",LC-MS/MS after enzymatic hydrolysis,Monoethyl phthalate (MEP),"",,,61.0,ug/L,Specific gravity,137,0.56,,,,,,,Braun 2012
500,18896,All,Women seeking evaluation and treatment for infertility at the Massachusetts General Hospital,United States,EARTH (Environment and Reproductive Health),baseline; 12 weeks,"Urine, spot",LC-MS/MS after enzymatic hydrolysis,Bisphenol A (BPA),"",,,1.5,ug/L,Specific gravity,137,0.23,,,,,,,Braun 2012
501,18897,All,Women seeking evaluation and treatment for infertility at the Massachusetts General Hospital,United States,EARTH (Environment and Reproductive Health),baseline; 15 weeks; 28 weeks,"Urine, spot",LC-MS/MS after enzymatic hydrolysis,DEHP metabolites,Mono(2-ethylhexyl) phthalate (MEHP) + Mono(2-ethyl-5-oxohexyl) phthalate (MEOHP) + Mono(2-ethyl-5-hydroxyhexyl) phthalate (MEHHP) + Mono(2-ethyl-5-carboxypentyl) phthalate (MECPP),,,0.36,ug/L,Specific gravity,137,0.08,,,,,,,Braun 2012
502,18898,All,Women seeking evaluation and treatment for infertility at the Massachusetts General Hospital,United States,EARTH (Environment and Reproductive Health),baseline; 15 weeks; 28 weeks,"Urine, spot",LC-MS/MS after enzymatic hydrolysis,DEHP metabolites,Mono(2-ethyl-5-oxohexyl) phthalate (MEOHP) + Mono(2-ethyl-5-hydroxyhexyl) phthalate (MEHHP) + Mono(2-ethyl-5-carboxypentyl) phthalate (MECPP),,,0.31,ug/L,Specific gravity,137,0.09,,,,,,,Braun 2012
503,18899,All,Women seeking evaluation and treatment for infertility at the Massachusetts General Hospital,United States,EARTH (Environment and Reproductive Health),baseline; 15 weeks; 28 weeks,"Urine, spot",LC-MS/MS after enzymatic hydrolysis,Mono(2-ethylhexyl) phthalate (MEHP),"",,,5.9,ug/L,Specific gravity,137,0.08,,,,,,,Braun 2012
504,18900,All,Women seeking evaluation and treatment for infertility at the Massachusetts General Hospital,United States,EARTH (Environment and Reproductive Health),baseline; 15 weeks; 28 weeks,"Urine, spot",LC-MS/MS after enzymatic hydrolysis,Mono-n-butyl phthalate (MnBP),"",,,16.0,ug/L,Specific gravity,137,0.45,,,,,,,Braun 2012
505,18901,All,Women seeking evaluation and treatment for infertility at the Massachusetts General Hospital,United States,EARTH (Environment and Reproductive Health),baseline; 15 weeks; 28 weeks,"Urine, spot",LC-MS/MS after enzymatic hydrolysis,Mono-isobutyl phthalate (MiBP),"",,,5.9,ug/L,Specific gravity,137,0.38,,,,,,,Braun 2012
506,18902,All,Women seeking evaluation and treatment for infertility at the Massachusetts General Hospital,United States,EARTH (Environment and Reproductive Health),baseline; 15 weeks; 28 weeks,"Urine, spot",LC-MS/MS after enzymatic hydrolysis,Monobenzyl phthalate (MBzP),"",,,3.7,ug/L,Specific gravity,137,0.25,,,,,,,Braun 2012
507,18903,All,Women seeking evaluation and treatment for infertility at the Massachusetts General Hospital,United States,EARTH (Environment and Reproductive Health),baseline; 15 weeks; 28 weeks,"Urine, spot",LC-MS/MS after enzymatic hydrolysis,Monoethyl phthalate (MEP),"",,,55.0,ug/L,Specific gravity,137,0.5,,,,,,,Braun 2012
508,18904,All,Women seeking evaluation and treatment for infertility at the Massachusetts General Hospital,United States,EARTH (Environment and Reproductive Health),baseline; 15 weeks; 28 weeks,"Urine, spot",LC-MS/MS after enzymatic hydrolysis,Bisphenol A (BPA),"",,,1.5,ug/L,Specific gravity,137,0.12,,,,,,,Braun 2012
509,18908,All,Subjects in the metropolitan Atlanta area non-occupationally exposed to phthalates,United States,,baseline; 1 day; 2 days; 3 days; 4 days; 5 days; 6 days,"Urine, first morning spot",LC-MS/MS after enzymatic hydrolysis,Mono(2-ethyl-5-hydroxyhexyl) phthalate (MEHHP),"",,33.6,28.05,ug/g,Creatinine,8,0.25,,,,,,,Preau 2010
510,18907,All,Subjects in the metropolitan Atlanta area non-occupationally exposed to phthalates,United States,,baseline; 1 day; 2 days; 3 days; 4 days; 5 days; 6 days,"Urine, first morning spot",LC-MS/MS after enzymatic hydrolysis,Monoethyl phthalate (MEP),"",,86.7,45.0,ug/g,Creatinine,8,0.91,,,,,,,Preau 2010
511,18906,All,Subjects in the metropolitan Atlanta area non-occupationally exposed to phthalates,United States,,baseline; 1 day; 2 days; 3 days; 4 days; 5 days; 6 days,"Urine, spot",LC-MS/MS after enzymatic hydrolysis,Mono(2-ethyl-5-hydroxyhexyl) phthalate (MEHHP),"",,37.6,29.8,ug/g,Creatinine,8,0.17,,,,,,,Preau 2010
512,18905,All,Subjects in the metropolitan Atlanta area non-occupationally exposed to phthalates,United States,,baseline; 1 day; 2 days; 3 days; 4 days; 5 days; 6 days,"Urine, spot",LC-MS/MS after enzymatic hydrolysis,Monoethyl phthalate (MEP),"",,105.0,75.0,ug/g,Creatinine,8,0.77,,,,,,,Preau 2010
513,18910,All,Subjects in the metropolitan Atlanta area non-occupationally exposed to phthalates,United States,,baseline; 1 day; 2 days; 3 days; 4 days; 5 days; 6 days,"Urine, 24-h",LC-MS/MS after enzymatic hydrolysis,Mono(2-ethyl-5-hydroxyhexyl) phthalate (MEHHP),"",,55.9,44.7,ug/g,Creatinine,8,0.31,,,,,,,Preau 2010
514,18909,All,Subjects in the metropolitan Atlanta area non-occupationally exposed to phthalates,United States,,baseline; 1 day; 2 days; 3 days; 4 days; 5 days; 6 days,"Urine, 24-h",LC-MS/MS after enzymatic hydrolysis,Monoethyl phthalate (MEP),"",,136.0,97.1,ug/g,Creatinine,8,0.94,,,,,,,Preau 2010
516,18911,All,Women,Sweden,MDCS (Malmö Diet and Cancer Study),day 1; day 2; day 3,"Serum, non-fasting",Time-resolved fluoroimmunoassay (TR-FIA) after enzymatic hydrolysis,Enterolactone,"",,,18.0,nmol/L,,21,0.48,0.22,0.72,71.0,67.0,,,Sonestedt 2008
517,18912,All,Women,Sweden,MDCS (Malmö Diet and Cancer Study),day 4; day 5,"Serum, fasting",Time-resolved fluoroimmunoassay (TR-FIA) after enzymatic hydrolysis,Enterolactone,"",,,22.0,nmol/L,,21,0.66,0.35,0.84,59.0,89.0,,,Sonestedt 2008
518,20498,All,Women,United States,NHS (Nurses' Health Study),baseline; 2 years,"Urine, first morning spot",LC-ID-MS/MS after enzymatic hydrolysis,Monoethyl phthalate (MEP),"",,700.7,724.2,pmol/mg,Creatinine,40,0.33,0.13,0.63,,,0.8,0.4,Townsend 2013
519,20499,All,Women,United States,NHS (Nurses' Health Study),baseline; 2 years,"Urine, first morning spot",LC-ID-MS/MS after enzymatic hydrolysis,Mono-isobutyl phthalate (MiBP),"",,16.1,15.6,pmol/mg,Creatinine,40,0.3,0.1,0.62,,,0.72,0.31,Townsend 2013
520,20500,All,Women,United States,NHS (Nurses' Health Study),baseline; 2 years,"Urine, first morning spot",LC-ID-MS/MS after enzymatic hydrolysis,Mono-n-butyl phthalate (MnBP),"",,166.7,165.8,pmol/mg,Creatinine,40,0.53,0.31,0.73,,,0.31,0.34,Townsend 2013
521,18916,All,Women,United States,NHS (Nurses' Health Study),baseline; 2 years,"Urine, first morning spot",LC-ID-MS/MS after enzymatic hydrolysis,DBP metabolites,Mono-n-butyl phthalate (MnBP) + Mono-isobutyl phthalate (MiBP),,190.9,177.7,pmol/mg,Creatinine,40,0.45,0.23,0.69,,,0.37,0.31,Townsend 2013
522,20501,All,Women,United States,NHS (Nurses' Health Study),baseline; 2 years,"Urine, first morning spot",LC-ID-MS/MS after enzymatic hydrolysis,Monobenzyl phthalate (MBzP),"",,62.8,55.7,pmol/mg,Creatinine,40,0.33,0.12,0.63,,,0.64,0.32,Townsend 2013
523,19412,All,Women,United States,NHS (Nurses' Health Study),baseline; 2 years,"Urine, first morning spot",LC-ID-MS/MS after enzymatic hydrolysis,Mono(2-ethylhexyl) phthalate (MEHP),"",,20.8,18.5,pmol/mg,Creatinine,40,0.14,0.01,0.67,,,0.93,0.15,Townsend 2013
524,19413,All,Women,United States,NHS (Nurses' Health Study),baseline; 2 years,"Urine, first morning spot",LC-ID-MS/MS after enzymatic hydrolysis,Mono(2-ethyl-5-hydroxyhexyl) phthalate (MEHHP),"",,121.3,107.9,pmol/mg,Creatinine,40,0.43,0.21,0.68,,,0.58,0.43,Townsend 2013
525,19414,All,Women,United States,NHS (Nurses' Health Study),baseline; 2 years,"Urine, first morning spot",LC-ID-MS/MS after enzymatic hydrolysis,Mono(2-ethyl-5-oxohexyl) phthalate (MEOHP),"",,105.0,87.7,pmol/mg,Creatinine,40,0.42,0.2,0.67,,,0.62,0.44,Townsend 2013
526,19415,All,Women,United States,NHS (Nurses' Health Study),baseline; 2 years,"Urine, first morning spot",LC-ID-MS/MS after enzymatic hydrolysis,Mono(2-ethyl-5-carboxypentyl) phthalate (MECPP),"",,150.4,137.9,pmol/mg,Creatinine,40,0.39,0.17,0.66,,,0.46,0.29,Townsend 2013
527,18922,All,Women,United States,NHS (Nurses' Health Study),baseline; 2 years,"Urine, first morning spot",LC-ID-MS/MS after enzymatic hydrolysis,DEHP metabolites,Mono(2-ethylhexyl) phthalate (MEHP) + Mono(2-ethyl-5-oxohexyl) phthalate (MEOHP) + Mono(2-ethyl-5-hydroxyhexyl) phthalate (MEHHP) + Mono(2-ethyl-5-carboxypentyl) phthalate (MECPP),,421.4,361.7,pmol/mg,Creatinine,40,0.38,0.16,0.65,,,0.51,0.31,Townsend 2013
528,20502,All,Women,United States,NHS (Nurses' Health Study),baseline; 2 years,"Urine, first morning spot",LC-ID-MS/MS after enzymatic hydrolysis,Phthalic acid (PA),"",,531.1,542.5,pmol/mg,Creatinine,33,0.41,0.18,0.69,,,0.15,0.11,Townsend 2013
