ID,Intake ID,Excretion ID,Subject group,Population,Country,Cohort,No. of subjects,Intake Assessment method,Intake,Intervention dose,Biospecimen,Analytical method,Biomarker,Structural identification,Feature selection,Area under curve,Sensitivity,Specificity,PLS-DA VIP,Beta coefficient,Beta coefficient p-value,ANOVA p-value,Publication
201,20753,20826,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Citrus fruits,,"Serum, fasting and non-fasting",LC-MS,N-Methylproline,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
202,20753,20821,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Citrus fruits,,"Serum, fasting and non-fasting",GC-MS,chiro-Inositol,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
203,20754,20807,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Fruit juices,,"Urine, overnight",LC-MS,Proline betaine,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
204,20754,20806,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Fruit juices,,"Urine, overnight",GC-MS,scyllo-Inositol,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
205,20754,20798,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Fruit juices,,"Urine, overnight",LC-MS,N-Methylproline,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
206,20754,20797,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Fruit juices,,"Urine, overnight",GC-MS,N-Methylglutamic acid,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
207,20754,20786,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Fruit juices,,"Urine, overnight",LC-MS,4-Hydroxyproline betaine,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
208,20754,20832,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Fruit juices,,"Serum, fasting and non-fasting",LC-MS,Proline betaine,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
209,20754,20831,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Fruit juices,,"Serum, fasting and non-fasting",GC-MS,scyllo-Inositol,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
210,20754,20826,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Fruit juices,,"Serum, fasting and non-fasting",LC-MS,N-Methylproline,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
211,20754,20821,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Fruit juices,,"Serum, fasting and non-fasting",GC-MS,chiro-Inositol,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
212,20755,20839,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Onion-family vegetables,,"Blood, unspecified",Chromatography,Tryptophan betaine,Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.034,4.73e-9,,Pallister 2016
213,20756,20778,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Fish,,"Urine, overnight",LC-MS,CMPF,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
214,20756,20816,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Fish,,"Serum, fasting and non-fasting",LC-MS,CMPF,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
215,20756,20822,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Fish,,"Serum, fasting and non-fasting",LC-MS,DHA (cis-22:6n-3),Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
216,20757,20810,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Nuts,,"Urine, overnight",LC-MS,Tryptophan betaine,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
217,20757,20835,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Nuts,,"Serum, fasting and non-fasting",LC-MS,Tryptophan betaine,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
218,20757,20780,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Nuts,,"Urine, overnight",LC-MS,4-Vinylphenol sulfate,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
219,20758,20783,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Processed meat,,"Urine, overnight",LC-MS,Acetylcarnitine,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
220,20759,20783,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Red meat,,"Urine, overnight",LC-MS,Acetylcarnitine,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
221,20759,20811,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Red meat,,"Urine, overnight",GC-MS,Xylitol,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
222,20759,20779,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Red meat,,"Urine, overnight",LC-MS,3-Dehydrocarnitine,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
223,20759,20791,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Red meat,,"Urine, overnight",LC-MS,Ethyl glucuronide,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
224,20760,20838,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Apple,,"Blood, unspecified",Chromatography,Threitol,Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.033,1.69e-21,,Pallister 2016
225,20919,20951,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Apple,,"Blood, unspecified",Chromatography,Indolepropionic acid,Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.026,2.39e-9,,Pallister 2016
226,20919,20930,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Apple,,"Blood, unspecified",Chromatography,3-Phenylpropionic acid,Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.024,1.24e-8,,Pallister 2016
227,20897,20928,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Avocado,,"Blood, unspecified",Chromatography,CMPF,Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.153,1.03e-4,,Pallister 2016
228,20897,20920,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Avocado,,"Blood, unspecified",Chromatography,1-Docosahexaenoyl-sn-glycero-3-phosphocholine (PC(22:6/0:0)),Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.112,1.03e-9,,Pallister 2016
229,20897,20946,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Avocado,,"Blood, unspecified",Chromatography,EPA (cis-20:5n-3),Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.108,2.01e-9,,Pallister 2016
230,20898,20951,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Banana,,"Blood, unspecified",Chromatography,Indolepropionic acid,Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.034,1.05e-11,,Pallister 2016
231,20761,20778,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Shellfish,,"Urine, overnight",LC-MS,CMPF,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
232,20899,20970,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Beef,,"Blood, unspecified",Chromatography,4-Hydroxyproline,Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.36,5.34e-8,,Pallister 2016
233,20900,20924,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Butter,,"Blood, unspecified",Chromatography,Methyl palmitic acid,Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.025,3.09e-12,,Pallister 2016
234,20900,20923,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Butter,,"Blood, unspecified",Chromatography,10-Undecenoic acid (11:1n1),Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.02,2.35e-11,,Pallister 2016
235,20900,20955,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Butter,,"Blood, unspecified",Chromatography,Myristic acid (14:0),Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.019,6.68e-10,,Pallister 2016
236,20900,20922,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Butter,,"Blood, unspecified",Chromatography,cis-10-Nonadecenoic acid (19:1n9),Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.018,2.43e-9,,Pallister 2016
237,20900,20957,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Butter,,"Blood, unspecified",Chromatography,Pentadecylic acid (15:0),Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.018,2.77e-9,,Pallister 2016
238,20761,20816,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Shellfish,,"Serum, fasting and non-fasting",LC-MS,CMPF,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
239,20761,20793,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Shellfish,,"Urine, overnight",GC-MS,Lysine,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
240,20761,20789,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Shellfish,,"Urine, overnight",GC-MS,Ciliatine,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
241,20761,20776,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Shellfish,,"Urine, overnight",GC-MS,2-Hydroxybutyric acid,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
242,20762,20837,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Chocolate,,"Blood, unspecified",Chromatography,Theobromine,Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.024,1.34e-11,,Pallister 2016
243,20762,20836,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Chocolate,,"Blood, unspecified",Chromatography,7-Methylxanthine,Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.022,2.00e-8,,Pallister 2016
244,20901,20967,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Citrus fruits,,"Blood, unspecified",Chromatography,Proline betaine,Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.051,2.07e-27,,Pallister 2016
245,20901,20949,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Citrus fruits,,"Blood, unspecified",Chromatography,Glyceric acid,Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.028,4.57e-11,,Pallister 2016
246,20902,20965,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Coffee,,"Blood, unspecified",Chromatography,Quinic acid,Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.033,4.31e-136,,Pallister 2016
247,20902,20941,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Coffee,,"Blood, unspecified",Chromatography,Catechol sulfate,Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.014,3.44e-25,,Pallister 2016
248,20902,20943,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Coffee,,"Blood, unspecified",Chromatography,cyclo(Leucyl-prolyl),Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.013,5.29e-15,,Pallister 2016
249,20902,20921,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Coffee,,"Blood, unspecified",Chromatography,1-Methylxanthine,Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.01,3.31e-9,,Pallister 2016
250,20763,20790,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Fats and oils,,"Urine, overnight",LC-MS,Creatine,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
251,20904,20967,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Fruit juices,,"Blood, unspecified",Chromatography,Proline betaine,Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.058,3.26e-37,,Pallister 2016
252,20905,20928,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Vegetables,,"Blood, unspecified",Chromatography,CMPF,Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.025,3.03e-9,,Pallister 2016
253,20905,20920,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Vegetables,,"Blood, unspecified",Chromatography,1-Docosahexaenoyl-sn-glycero-3-phosphocholine (PC(22:6/0:0)),Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.023,7.11e-9,,Pallister 2016
254,20763,20796,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Fats and oils,,"Urine, overnight",LC-MS,N-Acetyltyrosine,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
255,20906,20946,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Salad dressing,,"Blood, unspecified",Chromatography,EPA (cis-20:5n-3),Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.044,5.48e-8,,Pallister 2016
256,20907,20964,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Cereals,,"Blood, unspecified",Chromatography,4-Pyridoxic acid,Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.035,3.52e-11,,Pallister 2016
257,20763,20795,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Fats and oils,,"Urine, overnight",LC-MS,N-Acetylglutamine,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
258,20908,20970,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Meat,,"Blood, unspecified",Chromatography,4-Hydroxyproline,Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.075,1.08e-17,,Pallister 2016
259,20908,20942,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Meat,,"Blood, unspecified",Chromatography,Creatine,Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.063,8.24e-12,,Pallister 2016
261,20764,20801,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Vitamin supplements,,"Urine, overnight",LC-MS,Pantothenic acid,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
262,20909,20948,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Mushrooms,,"Blood, unspecified",Chromatography,Ergothioneine,Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.181,5.93e-22,,Pallister 2016
263,20910,20944,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Fatty fish,,"Blood, unspecified",Chromatography,DHA (cis-22:6n-3),Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.177,2.09e-44,,Pallister 2016
264,20910,20928,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Fatty fish,,"Blood, unspecified",Chromatography,CMPF,Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.172,8.57e-39,,Pallister 2016
265,20910,20946,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Fatty fish,,"Blood, unspecified",Chromatography,EPA (cis-20:5n-3),Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.169,1.57e-33,,Pallister 2016
266,20910,20920,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Fatty fish,,"Blood, unspecified",Chromatography,1-Docosahexaenoyl-sn-glycero-3-phosphocholine (PC(22:6/0:0)),Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.128,3.33e-17,,Pallister 2016
267,20910,20945,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Fatty fish,,"Blood, unspecified",Chromatography,DPA (cis-22:5n-3),Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.08,2.22e-10,,Pallister 2016
268,20764,20827,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Vitamin supplements,,"Serum, fasting and non-fasting",LC-MS,Pantothenic acid,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
269,20911,20928,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Seafood,,"Blood, unspecified",Chromatography,CMPF,Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.188,6.64e-36,,Pallister 2016
270,20911,20944,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Seafood,,"Blood, unspecified",Chromatography,DHA (cis-22:6n-3),Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.182,6.10e-35,,Pallister 2016
271,20911,20946,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Seafood,,"Blood, unspecified",Chromatography,EPA (cis-20:5n-3),Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.154,2.66e-24,,Pallister 2016
272,20911,20920,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Seafood,,"Blood, unspecified",Chromatography,1-Docosahexaenoyl-sn-glycero-3-phosphocholine (PC(22:6/0:0)),Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.113,6.70e-17,,Pallister 2016
273,20911,20945,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Seafood,,"Blood, unspecified",Chromatography,DPA (cis-22:5n-3),Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.089,3.44e-11,,Pallister 2016
274,20764,20777,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Vitamin supplements,,"Serum, fasting and non-fasting",GC-MS,alpha-Tocopherol,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
275,20764,20803,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Vitamin supplements,,"Urine, overnight",LC-MS,4-Pyridoxic acid,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
276,20912,20942,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Poultry,,"Blood, unspecified",Chromatography,Creatine,Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.083,3.17e-11,,Pallister 2016
277,20913,20970,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Processed meat,,"Blood, unspecified",Chromatography,4-Hydroxyproline,Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.048,4.69e-10,,Pallister 2016
278,20914,20932,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Soy milk,,"Blood, unspecified",Chromatography,4-Ethylphenyl sulfate,Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.239,6.05e-13,,Pallister 2016
279,20915,20931,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Liquor,,"Blood, unspecified",Chromatography,"4-Androsten-3beta,17beta-diol disulfate 1",Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.04,4.30e-9,,Pallister 2016
280,20916,20949,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Tomato,,"Blood, unspecified",Chromatography,Glyceric acid,Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.025,4.72e-8,,Pallister 2016
281,20764,20829,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Vitamin supplements,,"Serum, fasting and non-fasting",LC-MS,4-Pyridoxic acid,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
282,20764,20805,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Vitamin supplements,,"Urine, overnight",LC-MS,Riboflavin,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
283,20918,20966,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Wine,,"Blood, unspecified",Chromatography,scyllo-Inositol,Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.052,1.47e-49,,Pallister 2016
284,20918,20935,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Wine,,"Blood, unspecified",Chromatography,alpha-Hydroxyisovaleric acid,Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.045,1.23e-45,,Pallister 2016
285,20918,20931,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Wine,,"Blood, unspecified",Chromatography,"4-Androsten-3beta,17beta-diol disulfate 1",Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.041,1.50e-31,,Pallister 2016
286,20918,20934,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Wine,,"Blood, unspecified",Chromatography,"5-alpha-Androstan-3beta,17beta-diol disulfate",Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.036,2.71e-24,,Pallister 2016
287,20918,20962,All,Female twins,United Kingdom,TwinsUK (UK Adult Twin Registry),3559,Food Frequency Questionnaire (FFQ),Wine,,"Blood, unspecified",Chromatography,Pipecolic acid,Metabolon,Linear regression with Bonferroni correction (significant at p < 1.17x10-6), , , ,,0.029,1.51e-22,,Pallister 2016
