"accession","InChIKey","Name","PrecursorMZ","Ion_mode"
"MSBNK-Washington_State_Univ-BML81931","VGEREEWJJVICBM-UHFFFAOYSA-N","Phloretin",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML01174","DTOSIQBPPRVQHS-UHFFFAOYSA-N","Linolenic acid","277.2173","NEGATIVE"
"MSBNK-Washington_State_Univ-BML01678","LTSJJOKAWSCMBC-UHFFFAOYSA-N","3,7-Dihydroxy-3',4'-dimethoxyflavone","313.0717","NEGATIVE"
"MSBNK-Washington_State_Univ-BML81961","MHVJRKBZMUDEEV-UHFFFAOYSA-N","Pimaric acid",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML00464","KZNIFHPLKGYRTM-UHFFFAOYSA-N","Apigenin","269.0455","NEGATIVE"
"MSBNK-Washington_State_Univ-BML81448","LJOQGZACKSYWCH-LHHVKLHASA-N","Hydroquinidine",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML00135","URFCJEUYXNAHFI-CYBMUJFWSA-N","Pinocembrine","255.0663","NEGATIVE"
"MSBNK-Washington_State_Univ-BML01103","WZUVPPKBWHMQCE-UHFFFAOYSA-N","Hematoxylin","301.0717","NEGATIVE"
"MSBNK-Washington_State_Univ-BML01340","IPQVTOJGNYVQEO-UHFFFAOYSA-N","Sennoside","861.1883","NEGATIVE"
"MSBNK-Washington_State_Univ-BML01413","KXEMQEGRZWUKJS-UHFFFAOYSA-N","Reserpiline","381.1820","NEGATIVE"
"MSBNK-Washington_State_Univ-BML81788","DFPMSGMNTNDNHN-ZPHOTFPESA-N","Naringin",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML82388","OHCQJHSOBUTRHG-KGGHGJDLSA-N","Forskolin",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML80386","GYLGASXCHFNKHD-UHFFFAOYSA-N","3-Hydroxy-3'-methoxyflavone",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML00203","QJZRVRVZRIXGMR-UHFFFAOYSA-N","Capensine","275.0925","NEGATIVE"
"MSBNK-Washington_State_Univ-BML00437","BBDAGFIXKZCXAH-UHFFFAOYSA-N","Cyclocytidine","224.0677","NEGATIVE"
"MSBNK-Washington_State_Univ-BML80923","WIIZWVCIJKGZOK-RKDXNWHRSA-N","Chloramphenicol",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML80696","SOVSEJILHKLDOS-UHFFFAOYSA-N","Adenosine 5'-succinate",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML01031","UHDGCWIWMRVCDJ-UHFFFAOYSA-N","Cytidine","242.0782","NEGATIVE"
"MSBNK-Washington_State_Univ-BML81641","QIVBCDIJIAJPQS-UHFFFAOYSA-N","L-Tryptophan",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML81831","UONFBIWUOHBYQS-UHFFFAOYSA-N","N-phenyl[(9,11,13-trimethyl-8,15-dioxatetracyclo[10.2.2.0<2,7>.0<9,14>]hexadec a-2(7),3,5-trien-12-yl)methoxy]carboxamide",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML01206","ZHUOOEGSSFNTNP-UHFFFAOYSA-N","Deoxycholic acid methyl ester","465.3216","NEGATIVE"
"MSBNK-Washington_State_Univ-BML01095","OUYCCCASQSFEME-UHFFFAOYSA-N","Tyrosine","180.0666","NEGATIVE"
"MSBNK-Washington_State_Univ-BML81541","BEJNERDRQOWKJM-UHFFFAOYSA-N","Kojic acid",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML81693","UNBRKDKAWYKMIV-UHFFFAOYSA-N","Methylergometrine",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML80656","IXRKDGGGFFCRIR-UHFFFAOYSA-N","9-methoxy-2,2-dimethyl-6-hydro-2H-pyrano[5,6-c]quinolin-5-one",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML81973","URFCJEUYXNAHFI-CYBMUJFWSA-N","Pinocembrine",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML01852","WTDRDQBEARUVNC-UHFFFAOYSA-N","3,4-Dihydroxy-L-phenylalanine","196.0615","NEGATIVE"
"MSBNK-Washington_State_Univ-BML82448","HAWSQZCWOQZXHI-FQEVSTJZSA-N","10-hydroxy-Camptothecin",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML81613","DEMKZLAVQYISIA-UHFFFAOYSA-N","Liquiritin",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML81836","RSYYQCDERUOEFI-UHFFFAOYSA-N","N-?-Benzoyl-L-arginine",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML00898","AHTIKTYAZWVOGR-UHFFFAOYSA-N","11-(2-bromo-3,6-dimethoxyphenyl)-3,3-dimethyl-2,3,4-trihydro-5H,10H,11H-benzo[ b]benzo[2,1-f]1,4-diazepin-1-one","455.0976","NEGATIVE"
"MSBNK-Washington_State_Univ-BML01303","WHUUTDBJXJRKMK-UHFFFAOYSA-N","Glutamic acid","146.0459","NEGATIVE"
"MSBNK-Washington_State_Univ-BML00509","MPDGHEJMBKOTSU-UHFFFAOYSA-N","Enoxolone","469.3323","NEGATIVE"
"MSBNK-Washington_State_Univ-BML82443","PDQAOYGENRRPQO-UXDKQJBESA-N","5-methoxypodophyllotoxin",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML81411","ZQISRDCJNBUVMM-UHFFFAOYSA-N","Histidinol",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML01240","SZMQXDYEGKRZDG-UHFFFAOYSA-N","5,3'-Dihydroxyflavone","253.0506","NEGATIVE"
"MSBNK-Washington_State_Univ-BML81983","VCMMXZQDRFWYSE-UHFFFAOYSA-N","Plumbagin",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML82488","DFBIRQPKNDILPW-CIVMWXNOSA-N","Triptolide",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML00503","XHCADAYNFIFUHF-UHFFFAOYSA-N","Esculin","339.0721","NEGATIVE"
"MSBNK-Washington_State_Univ-BML01210","JGZOXTSCOZGQNQ-UHFFFAOYSA-N","Daphnoretine Acetate","453.0822","NEGATIVE"
"MSBNK-Washington_State_Univ-BML80976","BLGXFZZNTVWLAY-DKJBZYCGSA-N","Corynanthine",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML00600","VGEREEWJJVICBM-UHFFFAOYSA-N","Phloretin","273.0768","NEGATIVE"
"MSBNK-Washington_State_Univ-BML81861","CZQLULNMKQAIQL-GZSSMBGUSA-N","Otosenine",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML82386","OHCQJHSOBUTRHG-KGGHGJDLSA-N","Forskolin",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML80671","JLIDBLDQVAYHNE-UHFFFAOYSA-N","Abscisic acid",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML01204","QIAFMBKCNZACKA-UHFFFAOYSA-N","Hippuric acid","178.0509","NEGATIVE"
"MSBNK-Washington_State_Univ-BML80673","JLIDBLDQVAYHNE-UHFFFAOYSA-N","Abscisic acid",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML81706","QVCMHGGNRFRMAD-XFGHUUIASA-N","Monocrotaline",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML80191","POUZLUJYBWGJJO-UHFFFAOYSA-N","2-(4-chlorophenyl)-1-(2,4,6-trihydroxyphenyl)ethanone",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML01043","JYGXADMDTFJGBT-VWUMJDOOSA-N","(8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-3-one","361.2020","NEGATIVE"
"MSBNK-Washington_State_Univ-BML01404","XKKCQTLDIPIRQD-UHFFFAOYSA-N","2',3'-Dideoxythymidine","225.0881","NEGATIVE"
"MSBNK-Washington_State_Univ-BML81361","PSFDQSOCUJVVGF-UHFFFAOYSA-N","Harman",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML80233","YCGXYGWBHFKQHY-UHFFFAOYSA-N","2',6-Dihydroxyflavone",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML01698","LTSJJOKAWSCMBC-UHFFFAOYSA-N","3,7-Dihydroxy-3',4'-dimethoxyflavone","313.0717","NEGATIVE"
"MSBNK-Washington_State_Univ-BML00850","CZCIKBSVHDNIDH-UHFFFAOYSA-N","Abrine","217.0982","NEGATIVE"
"MSBNK-Washington_State_Univ-BML01531","PTXIWVJSAQPKEY-UHFFFAOYSA-N","7-Hydroxy-3'-methoxyflavone","267.0663","NEGATIVE"
"MSBNK-Washington_State_Univ-BML01702","PFMGWOVPHHEHAL-UHFFFAOYSA-N","3',7-Dimethoxy-3-hydroxyflavone","297.0768","NEGATIVE"
"MSBNK-Washington_State_Univ-BML82046","KXEMQEGRZWUKJS-UHFFFAOYSA-N","Reserpiline",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML00053","IXRKDGGGFFCRIR-UHFFFAOYSA-N","9-methoxy-2,2-dimethyl-6-hydro-2H-pyrano[5,6-c]quinolin-5-one","256.0979","NEGATIVE"
"MSBNK-Washington_State_Univ-BML00094","QJOZJXNKVMFAET-UHFFFAOYSA-N","Harmaline","213.1033","NEGATIVE"
"MSBNK-Washington_State_Univ-BML81336","SRRSXTUHQTVABO-UHFFFAOYSA-N","Haploperoside C Acetate",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML00904","JDZBITULCWBIMC-UHFFFAOYSA-N","4-hydroxy-2,5,5,9-tetramethylcycloundeca-2,9-dienyl 4-hydroxybenzoate","357.2071","NEGATIVE"
"MSBNK-Washington_State_Univ-BML01044","FCDLCPWAQCPTKC-UHFFFAOYSA-N","Rhein","283.0248","NEGATIVE"
"MSBNK-Washington_State_Univ-BML01620","SCZVLDHREVKTSH-UHFFFAOYSA-N","Chrysoeriol","299.0561","NEGATIVE"
"MSBNK-Washington_State_Univ-BML82041","BLGXFZZNTVWLAY-DIRVCLHFSA-N","Rauwolscine",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML00554","MOLPUWBMSBJXER-UHFFFAOYSA-N","(-)-Bilobalide","325.0929","NEGATIVE"
"MSBNK-Washington_State_Univ-BML81241","PXNMNABLQWUMCX-UHFFFAOYSA-N","Flindersine",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML82201","ISQRJFLLIDGZEP-UHFFFAOYSA-N","Sophoricoside",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML00990","RUDATBOHQWOJDD-UHFFFAOYSA-N","Chenodeoxycholic acid","391.2854","NEGATIVE"
"MSBNK-Washington_State_Univ-BML01843","FUCKRCGERFLLHP-SECBINFHSA-N","Carbobenzoxy-L-asparagine","265.0830","NEGATIVE"
"MSBNK-Washington_State_Univ-BML81881","FYDOORKXBWEKQM-UHFFFAOYSA-N","Oxytetracycline",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML00204","HKQYGTCOTHHOMP-UHFFFAOYSA-N","Formononetin","267.0663","NEGATIVE"
"MSBNK-Washington_State_Univ-BML00593","IOUVKUPGCMBWBT-QNDFHXLGSA-N","Phloridzin","435.1296","NEGATIVE"
"MSBNK-Washington_State_Univ-BML80498","SNNBPMAXGYBMHM-UHFFFAOYSA-N","5-Methyl-2-thiouridine",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML81046","JGZOXTSCOZGQNQ-UHFFFAOYSA-N","Daphnoretine Acetate",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML80441","SZMQXDYEGKRZDG-UHFFFAOYSA-N","5,3'-Dihydroxyflavone",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML81236","XHEFDIBZLJXQHF-UHFFFAOYSA-N","Fisetin",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML80341","OBWHQJYOOCRPST-UHFFFAOYSA-N","3,7,4'-Trihydroxyflavone",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML00692","FTVWIRXFELQLPI-ZDUSSCGKSA-N","Naringenin","271.0612","NEGATIVE"
"MSBNK-Washington_State_Univ-BML01833","FUCKRCGERFLLHP-SECBINFHSA-N","Carbobenzoxy-L-asparagine","265.0830","NEGATIVE"
"MSBNK-Washington_State_Univ-BML81358","CRQDWQWZCNKKAC-UHFFFAOYSA-N","Harmalol",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML01273","CXQWRCVTCMQVQX-UHFFFAOYSA-N","Dihydroquercetin","303.0510","NEGATIVE"
"MSBNK-Washington_State_Univ-BML80013","MOLPUWBMSBJXER-UHFFFAOYSA-N","(-)-Bilobalide",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML00154","DAWSYIQAGQMLFS-UHFFFAOYSA-N","Glabranine","323.1289","NEGATIVE"
"MSBNK-Washington_State_Univ-BML81823","HCZKYJDFEPMADG-UHFFFAOYSA-N","Nordihydroguaiaretic acid",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML01447","WTYYPLSFICPDGL-UHFFFAOYSA-N","N-Allyladenosine","306.1208","NEGATIVE"
"MSBNK-Washington_State_Univ-BML81406","HNDVDQJCIGZPNO-UHFFFAOYSA-N","Histidine",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML00556","CAGLGYNQQSIUGX-SDBHATRESA-N","Kinetin-9-riboside","346.1157","NEGATIVE"
"MSBNK-Washington_State_Univ-BML00504","BLGXFZZNTVWLAY-DIRVCLHFSA-N","Rauwolscine","353.1870","NEGATIVE"
"MSBNK-Washington_State_Univ-BML01785","SIDXEQFMTMICKG-DJLDLDEBSA-N","N2-Isobutyryl-2'-deoxyguanosine","336.1313","NEGATIVE"
"MSBNK-Washington_State_Univ-BML81651","IQPNAANSBPBGFQ-UHFFFAOYSA-N","Luteolin",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML81888","RCINICONZNJXQF-UHFFFAOYSA-N","Paclitaxel",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML01203","QIVBCDIJIAJPQS-UHFFFAOYSA-N","L-Tryptophan","203.0826","NEGATIVE"
"MSBNK-Washington_State_Univ-BML01632","VGSYCWGXBYZLLE-UHFFFAOYSA-N","Trifolirhizin","445.1140","NEGATIVE"
"MSBNK-Washington_State_Univ-BML80213","XKKCQTLDIPIRQD-UHFFFAOYSA-N","2',3'-Dideoxythymidine",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML00772","WUADCCWRTIWANL-UHFFFAOYSA-N","Biochanin A","283.0612","NEGATIVE"
"MSBNK-Washington_State_Univ-BML82031","AAWZDTNXLSGCEK-UHFFFAOYSA-N","Quinic acid",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML81776","MGHMWKZOLAAOTD-UHFFFAOYSA-N","Nalpha-FMOC-L-Tryptophan",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML80538","XHRJGHCQQPETRH-UHFFFAOYSA-N","6-Chloropurine riboside",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML82048","KXEMQEGRZWUKJS-UHFFFAOYSA-N","Reserpiline",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML00773","XJQPQKLURWNAAH-UHFFFAOYSA-N","Dihydrocapsaicin","306.2074","NEGATIVE"
"MSBNK-Washington_State_Univ-BML81338","SRRSXTUHQTVABO-UHFFFAOYSA-N","Haploperoside C Acetate",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML00991","AEMOLEFTQBMNLQ-UHFFFAOYSA-N","Glucuronic acid","193.0354","NEGATIVE"
"MSBNK-Washington_State_Univ-BML82378","HGXBRUKMWQGOIE-AFHBHXEDSA-N","Pinoresinol",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML00678","GNRIZKKCNOBBMO-UHFFFAOYSA-N","Mangostin","409.1656","NEGATIVE"
"MSBNK-Washington_State_Univ-BML01511","XHSQDZXAVJRBMX-UHFFFAOYSA-N","Dichlorobenzimidazole Riboside, DRB (5,6-Dichloro-1-b-D-ribofuranosylbenzimidazole)","317.0101","NEGATIVE"
"MSBNK-Washington_State_Univ-BML00501","MPDGHEJMBKOTSU-UHFFFAOYSA-N","Enoxolone","469.3323","NEGATIVE"
"MSBNK-Washington_State_Univ-BML82471","STECJAGHUSJQJN-USLFZFAMSA-N","Scopolamine",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML81966","URFCJEUYXNAHFI-UHFFFAOYSA-N","Pinocembrin",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML82271","UZKQTCBAMSWPJD-FARCUNLSSA-N","trans-Zeatin",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML82363","AADVZSXPNRLYLV-UHFFFAOYSA-N","Yohimbinic acid",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML80546","YMEXGEAJNZRQEH-UHFFFAOYSA-N","6-Fluoro-DL-tryptophan",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML00630","PFTAWBLQPZVEMU-UHFFFAOYSA-N","(+/-)-Catechin","289.0717","NEGATIVE"
"MSBNK-Washington_State_Univ-BML00142","PEFNSGRTCBGNAN-QNDFHXLGSA-N","Luteolin-7-glucoside","447.0933","NEGATIVE"
"MSBNK-Washington_State_Univ-BML00220","ZHDJHNSKUYZDCF-UHFFFAOYSA-N","6a,12a-Didehydroamorphigenin","407.1136","NEGATIVE"
"MSBNK-Washington_State_Univ-BML01301","AGBQKNBQESQNJD-UHFFFAOYSA-N","DL-Thioctic acid","205.0362","NEGATIVE"
"MSBNK-Washington_State_Univ-BML01051","FCDLCPWAQCPTKC-UHFFFAOYSA-N","Rhein","283.0248","NEGATIVE"
"MSBNK-Washington_State_Univ-BML80768","YZXBAPSDXZZRGB-DOFZRALJSA-N","Arachidonic acid",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML00998","RUDATBOHQWOJDD-UHFFFAOYSA-N","Chenodeoxycholic acid","391.2854","NEGATIVE"
"MSBNK-Washington_State_Univ-BML80231","YCGXYGWBHFKQHY-UHFFFAOYSA-N","2',6-Dihydroxyflavone",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML00267","IYRMWMYZSQPJKC-UHFFFAOYSA-N","Kaempferol","285.0404","NEGATIVE"
"MSBNK-Washington_State_Univ-BML80328","WTDRDQBEARUVNC-UHFFFAOYSA-N","3,4-Dihydroxy-L-phenylalanine",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML81021","UHDGCWIWMRVCDJ-UHFFFAOYSA-N","Cytidine",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML01798","LYGPBZVKGHHTIE-HUBYJIGHSA-N","Vitexin-2-rhamnoside","577.1563","NEGATIVE"
"MSBNK-Washington_State_Univ-BML00089","BEJNERDRQOWKJM-UHFFFAOYSA-N","Kojic acid","141.0193","NEGATIVE"
"MSBNK-Washington_State_Univ-BML01420","BXLAVJWSFYZDPF-UHFFFAOYSA-N","3-Hydroxy-3',4'-Dimethoxyflavone","297.0768","NEGATIVE"
"MSBNK-Washington_State_Univ-BML01749","JBSCMIAEEWZQBR-UHFFFAOYSA-N","3(2'-Chlorophenyl)-7-hydroxy-4-phenylcoumarin","347.0480","NEGATIVE"
"MSBNK-Washington_State_Univ-BML00902","URFCJEUYXNAHFI-UHFFFAOYSA-N","Pinocembrin","255.0663","NEGATIVE"
"MSBNK-Washington_State_Univ-BML00332","OBWHQJYOOCRPST-UHFFFAOYSA-N","3,7,4'-Trihydroxyflavone","269.0455","NEGATIVE"
"MSBNK-Washington_State_Univ-BML00594","SQOJOAFXDQDRGF-UHFFFAOYSA-N","Ginkgolide B","423.1296","NEGATIVE"
"MSBNK-Washington_State_Univ-BML00740","YPHMISFOHDHNIV-FSZOTQKASA-N","Cycloheximide","280.1554","NEGATIVE"
"MSBNK-Washington_State_Univ-BML00140","DAWSYIQAGQMLFS-UHFFFAOYSA-N","Glabranine","323.1289","NEGATIVE"
"MSBNK-Washington_State_Univ-BML01733","ZLHVIYHWWQYJID-UHFFFAOYSA-N","4'-hydroxyflavanone","239.0713","NEGATIVE"
"MSBNK-Washington_State_Univ-BML80948","LQGUBLBATBMXHT-UHFFFAOYSA-N","Chrysophanic acid",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML01797","SIDXEQFMTMICKG-DJLDLDEBSA-N","N2-Isobutyryl-2'-deoxyguanosine","336.1313","NEGATIVE"
"MSBNK-Washington_State_Univ-BML81311","WHUUTDBJXJRKMK-UHFFFAOYSA-N","Glutamic acid",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML81716","HPNSFSBZBAHARI-UHFFFAOYSA-N","Mycophenolic acid",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML81443","JYGXADMDTFJGBT-VWUMJDOOSA-N","(8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-3-one",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML00047","DMAXEADUOQCSHM-UHFFFAOYSA-N","(19R)-9-acetyl-19-hydroxy-10,14-dimethyl-20-oxopentacyclo[11.8.0.0<2,10>.0<4,9 >.0<14,19>]henicos-17-yl acetate","503.3009","NEGATIVE"
"MSBNK-Washington_State_Univ-BML81101","LTMHDMANZUZIPE-UHFFFAOYSA-N","Digoxin",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML01846","REBBZOCNEVVAPX-UHFFFAOYSA-N","4'-Hydroxy-5,7-dimethoxyflavanone","299.0925","NEGATIVE"
"MSBNK-Washington_State_Univ-BML80113","FQFJIJMMCVBRBL-UHFFFAOYSA-N","1-(2,3-dibenzimidazol-2-ylpropyl)-2-methoxybenzene",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML81131","QEFRNWWLZKMPFJ-UHFFFAOYSA-N","DL-Methionine sulfoxide",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML80613","SUNCCQBNDWHMPR-UHFFFAOYSA-N","7-Hydroxy-3-Methylflavone",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML82358","DZEOQTVJWBLBOT-UHFFFAOYSA-N","Xylure",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML81993","YJGVMLPVUAXIQN-UHFFFAOYSA-N","Podophyllotoxin",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML00587","BLGXFZZNTVWLAY-DKJBZYCGSA-N","Corynanthine","353.1870","NEGATIVE"
"MSBNK-Washington_State_Univ-BML80466","UGUILUGCFSCUKR-GJMOJQLCSA-N","5'-Deoxythymidine",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML01276","CXQWRCVTCMQVQX-UHFFFAOYSA-N","Dihydroquercetin","303.0510","NEGATIVE"
"MSBNK-Washington_State_Univ-BML01862","REFJWTPEDVJJIY-UHFFFAOYSA-N","Quercetin","301.0354","NEGATIVE"
"MSBNK-Washington_State_Univ-BML01170","DFPMSGMNTNDNHN-ZPHOTFPESA-N","Naringin","579.1719","NEGATIVE"
"MSBNK-Washington_State_Univ-BML81666","GNRIZKKCNOBBMO-UHFFFAOYSA-N","Mangostin",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML80211","XKKCQTLDIPIRQD-UHFFFAOYSA-N","2',3'-Dideoxythymidine",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML00225","LFEUICHQZGNOHD-UHFFFAOYSA-N","Sissotrine","445.1140","NEGATIVE"
"MSBNK-Washington_State_Univ-BML00900","UZKQTCBAMSWPJD-FARCUNLSSA-N","trans-Zeatin","218.1047","NEGATIVE"
"MSBNK-Washington_State_Univ-BML00308","VFLDPWHFBUODDF-FCXRPNKRSA-N","Curcumin","367.1187","NEGATIVE"
"MSBNK-Washington_State_Univ-BML82441","PDQAOYGENRRPQO-UXDKQJBESA-N","5-methoxypodophyllotoxin",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML00767","WUADCCWRTIWANL-UHFFFAOYSA-N","Biochanin A","283.0612","NEGATIVE"
"MSBNK-Washington_State_Univ-BML00733","YPHMISFOHDHNIV-FSZOTQKASA-N","Cycloheximide","280.1554","NEGATIVE"
"MSBNK-Washington_State_Univ-BML81586","XVOYSCVBGLVSOL-UHFFFAOYSA-N","L-Cysteic acid",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML80521","WYXSYVWAUAUWLD-UHFFFAOYSA-N","6-Azauridine",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML80406","BAHHZVVNFAOLAZ-SOFGYWHQSA-N","4-Hydroxy-2',3,4',6'-tetramethoxychalcone",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML82433","MATGKVZWFZHCLI-LSDHHAIUSA-N","Matairesinol",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML00676","FTVWIRXFELQLPI-ZDUSSCGKSA-N","Naringenin","271.0612","NEGATIVE"
"MSBNK-Washington_State_Univ-BML00091","AUNGANRZJHBGPY-UHFFFAOYSA-N","Riboflavin","375.1310","NEGATIVE"
"MSBNK-Washington_State_Univ-BML81208","NSYZCCDSJNWWJL-UHFFFAOYSA-N","erythromycin ethylsuccinate",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML81266","LKDRXBCSQODPBY-UHFFFAOYSA-N","Fructose (Generic Ketohexose)",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML80838","KQNZDYYTLMIZCT-UHFFFAOYSA-N","Brefeldin A",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML80503","ZAYHVCMSTBRABG-UHFFFAOYSA-N","5-Methylcytidine",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML00513","IXORZMNAPKEEDV-UHFFFAOYSA-N","Gibberellic Acid","345.1343","NEGATIVE"
"MSBNK-Washington_State_Univ-BML81346","LLPAOCBYQCXXKS-UHFFFAOYSA-N","haploside D",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML82086","JQXXHWHPUNPDRT-WLSIYKJHSA-N","Rifampicin",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML82281","VGSYCWGXBYZLLE-UHFFFAOYSA-N","Trifolirhizin",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML01181","LQGUBLBATBMXHT-UHFFFAOYSA-N","Chrysophanic acid","253.0506","NEGATIVE"
"MSBNK-Washington_State_Univ-BML81201","ULGZDMOVFRHVEP-RWJQBGPGSA-N","Erythromycin",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML80443","SZMQXDYEGKRZDG-UHFFFAOYSA-N","5,3'-Dihydroxyflavone",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML01688","LTSJJOKAWSCMBC-UHFFFAOYSA-N","3,7-Dihydroxy-3',4'-dimethoxyflavone","313.0717","NEGATIVE"
"MSBNK-Washington_State_Univ-BML01832","WTDRDQBEARUVNC-UHFFFAOYSA-N","3,4-Dihydroxy-L-phenylalanine","196.0615","NEGATIVE"
"MSBNK-Washington_State_Univ-BML82411","HGXBRUKMWQGOIE-WZBLMQSHSA-N","epi-Pinoresinol",NA,"NEGATIVE"
"MSBNK-Washington_State_Univ-BML01516","KRBMQYPTDYSENE-UHFFFAOYSA-N","Histidylserine","241.0942","NEGATIVE"
"MSBNK-Washington_State_Univ-BML00598","IOUVKUPGCMBWBT-QNDFHXLGSA-N","Phloridzin","435.1296","NEGATIVE"
