"","inchikey","id","name","precursormz","mass","hmdb","dsstox","t3db","foodb","refmet","chebi"
"236042","YNQQEYBLVYAWNX-WLHGVMLRSA-N","O=C(O)C=CC(=O)O.O=C1C=2SC=CC2C(C=3C=CC=CC3C1)=C4CCN(C)CC4","Ketotifen fumarate (Zaditor)","310.126",NA,NA,NA,NA,NA,NA,31750
"236045","YNVKAENVJKEMOU-UHFFFAOYSA-N","MSBNK-LCSB-LU135906","SAR102608","362.1412",NA,NA,"DTXSID8047391",NA,NA,NA,NA
"236057","YNVOMSDITJMNET-UHFFFAOYSA-N","FIO00394","3-Thiophenecarboxylic acid","129.000476368",NA,NA,"DTXSID40236745",NA,NA,NA,NA
"236069","YNWXJFQOCHMPCK-LXGDFETPSA-N","O=C(C=CC1=CC=C(OC2OC(CO)C(O)C(O)C2O)C=C1)C3=CC=C(O)C=C3O","Isoliquiritin","419.13",NA,NA,NA,NA,NA,NA,80839
"236071","YNWXJFQOCHMPCK-LXGDFETPSA-N","O=C(C=CC1=CC=C(OC2OC(CO)C(O)C(O)C2O)C=C1)C3=CC=C(O)C=C3O","Isoliquiritin","441.12",NA,NA,NA,NA,NA,NA,80839
"236205","YNXUITAACINYQG-VWQKURAKSA-N","CC(C)=CCC\C(C)=C\C=C\C(\C)=C\C=C\C(\C)=C\C=C\C=C(/C)\C=C\C=C(/C)\C=C\C=C(/C)\C=C\CC(C)(C)O","3,4-Didehydrorhodopin; FAB-EBEB; MS2; m/z","552.432568",NA,NA,NA,NA,NA,NA,62481
"236207","YNYAYWLBAHXHLL-QMMMGPOBSA-N","MoNA001985","NORMETANEPHRINE","184.096603393555",183.089544,NA,NA,NA,NA,"Normetanephrine",NA
"236210","YNYAYWLBAHXHLL-UHFFFAOYSA-N","MoNA037191","NORMETANEPHRINE","184.0968193",183.089543287,"HMDB0000819",NA,NA,"FDB022265",NA,NA
"236231","YOEBAVRJHRCKRE-UHFFFAOYSA-N","MoNA033172","2-METHYLHIPPURIC ACID","194.0811692",193.073893223,"HMDB0011723","DTXSID60194818",NA,"FDB028406","2-Methylhippuric acid",68455
"236240","YOGANETYFUQWIM-PXJZQJOASA-N","O=C1C=C(OC=2C1=C(O)C=C(O)C2C3C(=O)C=4C(O)=CC(O)=CC4OC3C5=CC=C(O)C=C5)C=6C=CC(O)=CC6","8-[(2R,3S)-5,7-dihydroxy-2-(4-hydroxyphenyl)-4-oxo-2,3-dihydrochromen-3-yl]-5,7-dihydroxy-2-(4-hydroxyphenyl)chromen-4-one","541.198554992676",NA,NA,NA,NA,NA,NA,70330
"236259","YOMSJEATGXXYPX-UHFFFAOYSA-N","FiehnHILIC001637","2-Methoxy-4-vinylphenol","151.079",150.068079564,"HMDB0013744","DTXSID7052529",NA,"FDB000857","2-Methoxy-4-vinylphenol",42438
"236264","YOQAQNKGFOLRGT-UXXABWCISA-N","OCC1(C)C(O)CCC2(C)C3CC=C4C5CC(C)(C)CC(O)C5(C)CCC4(C)C3(C)CCC12","Soyasapogenol B","481.36",458.37599547,"HMDB0034648","DTXSID10276153",NA,"FDB005622","Soyasapogenol B",9209
"236266","YOQAQNKGFOLRGT-UXXABWCISA-N","OCC1(C)C(O)CCC2(C)C3CC=C4C5CC(C)(C)CC(O)C5(C)CCC4(C)C3(C)CCC12","Soyasapogenol B","459.38",458.37599547,"HMDB0034648","DTXSID10276153",NA,"FDB005622","Soyasapogenol B",9209
"236282","YOSHYTLCDANDAN-UHFFFAOYSA-N","AU209405","Irbesartan","429.2397",428.232459548,"HMDB0015163","DTXSID0023169",NA,NA,"Irbesartan",5959
"236380","YOYAIZYFCNQIRF-UHFFFAOYSA-N","EA008403","Dichlobenil","171.9715",170.964254515,"HMDB0245512","DTXSID5032365","T3D1701",NA,"2,6-Dichlorobenzonitrile",943
"236409","YOYLLRBMGQRFTN-IOMBULRVSA-N","MSBNK-Athens_Univ-AU166402","Norbuprenorphine","414.2639",413.256608613,"HMDB0060546",NA,NA,NA,NA,NA
"236433","YPACMOORZSDQDQ-UHFFFAOYSA-N","LU029104","Propane-1,3-diyl bis(4-aminobenzoate)","315.1339",NA,NA,"DTXSID3044960",NA,NA,NA,NA
"236443","YPCALTGLHFLNGA-UHFFFAOYSA-N","CCMSLIB00001058907","Pesticide4_Pyracarbolid_C13H15NO2_6-Methyl-N-phenyl-3,4-dihydro-2H-pyran-5-carboxamide","218.117",NA,NA,"DTXSID50179432",NA,NA,NA,NA
"236449","YPELFRMCRYSPKZ-UHFFFAOYSA-N","FiehnHILIC000539","Mosapride","422.1636",421.1568475,"HMDB0254899","DTXSID2048408",NA,NA,NA,167204
"236451","YPEWWOUWRRQBAX-UHFFFAOYSA-N","LU092502","N,N-Dimethylacetoacetamide","130.0863",NA,NA,"DTXSID8027454",NA,NA,NA,NA
"236468","YPGCWEMNNLXISK-UHFFFAOYSA-N","MSBNK-RIKEN_ReSpect-PS096401","(S)-alpha-Methylbenzeneacetic Acid","151.18",150.068079564,"HMDB0011743",NA,NA,"FDB028418",NA,48526
"236472","YPGCWEMNNLXISK-ZETCQYMHSA-N","C[C@H](C(O)=O)C1=CC=CC=C1","(S)-(+)-2-Phenylpropionic acid","151.0753561",150.06808,NA,NA,NA,NA,"2-Phenylpropionate",48527
"236475","YPHMISFOHDHNIV-FSZOTQKASA-N","BML00709","Cycloheximide","282.17",281.162708,NA,"DTXSID6024882",NA,NA,"Cycloheximide",27641
"236503","YPHMISFOHDHNIV-LUTQBAROSA-N","O=C1NC(=O)CC(C1)CC(O)C2C(=O)C(C)CC(C)C2","""MLS001049073-01!4-[(2R)-2-[(1R,3R,5S)-3,5-dimethyl-2-oxocyclohexyl]-2-hydroxyethyl]piperidine-2,6-dione""","282.171",NA,NA,"DTXSID8058453",NA,NA,NA,NA
"236505","YPHMISFOHDHNIV-UHFFFAOYSA-N","VF-NPL-QEHF023910","Isocycloheximide","320.125854492188",281.162708225,"HMDB0250657",NA,NA,NA,NA,NA
"236507","YPHMISFOHDHNIV-UHFFFAOYSA-N","O=C1N=C(O)CC(C1)CC(O)C2C(=O)C(C)CC(C)C2","Isocycloheximide","304.151916503906",281.162708225,"HMDB0250657",NA,NA,NA,NA,NA
"236512","YPHMISFOHDHNIV-UHFFFAOYSA-N","VF-NPL-QEHF023916","Isocycloheximide","282.169982910156",281.162708225,"HMDB0250657",NA,NA,NA,NA,NA
"236516","YPHMISFOHDHNIV-UHFFFAOYSA-N","VF-NPL-QEHF023911","Isocycloheximide","299.196533203125",281.162708225,"HMDB0250657",NA,NA,NA,NA,NA
"236538","YPIDZFLQKNEKRA-UHFFFAOYSA-N","VF-NPL-QEHF025821","2,6-Dihydroxy-4-Methoxytoluene","172.096817016602",NA,NA,"DTXSID40285950",NA,NA,NA,NA
"236539","YPIDZFLQKNEKRA-UHFFFAOYSA-N","VF-NPL-QEHF025809","2,6-Dihydroxy-4-Methoxytoluene","155.070266723633",NA,NA,"DTXSID40285950",NA,NA,NA,NA
"236540","YPIDZFLQKNEKRA-UHFFFAOYSA-N","VF-NPL-QEHF025817","2,6-Dihydroxy-4-Methoxytoluene","193.026153564453",NA,NA,"DTXSID40285950",NA,NA,NA,NA
"236544","YPIDZFLQKNEKRA-UHFFFAOYSA-N","OC=1C=C(OC)C=C(O)C1C","2,6-Dihydroxy-4-Methoxytoluene","177.052215576172",NA,NA,"DTXSID40285950",NA,NA,NA,NA
"236562","YPIQVCUJEKAZCP-UHFFFAOYSA-N","CCMSLIB00000078021","Malotilate","311.038",288.049001343,"HMDB0254316","DTXSID7046463",NA,NA,NA,NA
"236563","YPIQVCUJEKAZCP-UHFFFAOYSA-N","CCMSLIB00000078022","Malotilate","289.056",288.049001343,"HMDB0254316","DTXSID7046463",NA,NA,NA,NA
"236567","YPLYFEUBZLLLIY-UHFFFAOYSA-N","KW105102","diisopropylsuccinate","203.1278",NA,NA,"DTXSID9044740",NA,NA,NA,NA
"236578","YPWHZCPMOQGCDQ-HMGRVEAOSA-N","O=C1C(O)=C(OC2=CC(OC3OC(CO)C(O)C(O)C3O)=CC(O)=C12)C=4C=CC(O)=CC4","Kaempferol-7-O-beta-D-glucopyranoside","449.1",448.100561482,"HMDB0303599",NA,NA,"FDB016495",NA,75790
"236579","YPWHZCPMOQGCDQ-HMGRVEAOSA-N","O=C1C(O)=C(OC2=CC(OC3OC(CO)C(O)C(O)C3O)=CC(O)=C12)C=4C=CC(O)=CC4","Kaempferol-7-O-beta-D-glucopyranoside","471.09",448.100561482,"HMDB0303599",NA,NA,"FDB016495",NA,75790
"236726","YPWHZCPMOQGCDQ-UHFFFAOYSA-N","CCMSLIB00004678871","kaempferol-7-O-hexoside","449.109",448.100561464,"HMDB0244737",NA,NA,NA,NA,NA
"236733","YPZRWBKMTBYPTK-BJDJZHNGSA-N","N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O","Oxidized glutathione","613.1592393",612.151961898,"HMDB0003337","DTXSID5048972",NA,"FDB023147","Oxidized glutathione",17858
"236748","YPZRWBKMTBYPTK-BJDJZHNGSA-N","KNA00182","Glutathione disulfide","307.08",612.151961898,"HMDB0003337","DTXSID5048972",NA,"FDB023147","Oxidized glutathione",17858
"236786","YQBNJPACAUPNLV-UHFFFAOYSA-N","O=C1OC2=CC=3OC(=C(OC)C3C=C2C=C1)C(C)C","NCGC00095695-03!3-methoxy-2-propan-2-ylfuro[3,2-g]chromen-7-one","276.123",258.089208936,"HMDB0301849","DTXSID10157897",NA,"FDB001509","Peucedanin",8034
"236789","YQBNJPACAUPNLV-UHFFFAOYSA-N","CCMSLIB00005721569","NCGC00095695-03!3-methoxy-2-propan-2-ylfuro[3,2-g]chromen-7-one [IIN-based on: CCMSLIB00000846301]","517.187",258.089208936,"HMDB0301849","DTXSID10157897",NA,"FDB001509","Peucedanin",8034
"236790","YQBNJPACAUPNLV-UHFFFAOYSA-N","NGA01410","Peucedanin","259.096484928",258.089208936,"HMDB0301849","DTXSID10157897",NA,"FDB001509","Peucedanin",8034
"236799","YQDHCCVUYCIGSW-UHFFFAOYSA-N","MSBNK-Keio_Univ-KO002478","Na-Benzenolarginine ethylester","307",306.169190584,"HMDB0249494",NA,NA,NA,NA,NA
"236800","YQDHCCVUYCIGSW-UHFFFAOYSA-N","MSBNK-Keio_Univ-KO008893","Na-Benzenolarginine ethylester","307/247/144",306.169190584,"HMDB0249494",NA,NA,NA,NA,NA
"236822","YQEZLKZALYSWHR-UHFFFAOYNA-N","CNC1(CCCCC1=O)C1=CC=CC=C1Cl","Ketamine; LC-ESI-ITFT; MS2; CE","238.099318",237.092041846,NA,NA,"T3D3025",NA,NA,NA
"236836","YQEZLKZALYSWHR-UHFFFAOYSA-N","KO003273","Ketamine","238",237.092041846,"HMDB0015352","DTXSID8023187",NA,NA,NA,6121
"236843","YQEZLKZALYSWHR-UHFFFAOYSA-N","MSBNK-Keio_Univ-KO009116","Ketamine","238/179",237.092041846,"HMDB0015352","DTXSID8023187",NA,NA,NA,6121
"236892","YQFJJDSGBAAUPW-INIZCTEOSA-N","CCMSLIB00005723693","N-(3-Oxotetradecanoyl)-L-homoserine lactone","326.233",NA,NA,NA,NA,NA,NA,84459
"236893","YQGDEPYYFWUPGO-UHFFFAOYSA-N","MoNA019210","4-Amino-3-hydroxybutyric acid; AIF; CE0; MS2Dec","120.065521240234",119.058243159,"HMDB0061877","DTXSID1045877",NA,NA,NA,57630
"236913","YQHMWTPYORBCMF-ZZXKWVIFSA-N","O=C(C=CC1=CC=C(O)C=C1)C=2C(O)=CC(O)=CC2O","Naringenin chalcone","273.07",272.068473494,"HMDB0029631",NA,NA,"FDB000801",NA,15413
"236914","YQHMWTPYORBCMF-ZZXKWVIFSA-N","O=C(C=CC1=CC=C(O)C=C1)C=2C(O)=CC(O)=CC2O","Naringenin chalcone","295.05",272.068473494,"HMDB0029631",NA,NA,"FDB000801",NA,15413
"236948","YQHZABGPIPECSQ-UHFFFAOYSA-N","CCMSLIB00005720067","Citreorosein","287.056",286.047738052,"HMDB0034444","DTXSID60197420",NA,"FDB012851",NA,NA
"236951","YQIFAMYNGGOTFB-XINAWCOVSA-N","MoNA019484","7,8-Dihydroneopterin; AIF; CE0;  CorrDec","256.104034423828",255.096753929,"HMDB0002275","DTXSID00153368",NA,NA,"7,8-Dihydroneopterin",17001
"236961","YQIXRXMOJFQVBV-UHFFFAOYSA-N","EA066812","Simazine-2-hydroxy","184.1193",NA,NA,"DTXSID6062547",NA,NA,NA,83476
"237012","YQNQNVDNTFHQSW-UHFFFAOYSA-N","O=C(OC=1C=CC=CC1C(O)=NC2=NC=C(S2)N(=O)=O)C","MMV688991","308.033583031065",307.026291103,"HMDB0014649","DTXSID5033757",NA,NA,NA,NA
"237018","YQOKGDRMWQLQNR-BMVMOQKNSA-N","O=C(C1=CC=C(OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O)C=C1)C","bungeiside C","448.181335449219",NA,NA,"DTXSID60164278",NA,NA,NA,NA
"237019","YQOKGDRMWQLQNR-BMVMOQKNSA-N","O=C(C1=CC=C(OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O)C=C1)C","bungeiside C","431.1548",NA,NA,"DTXSID60164278",NA,NA,NA,NA
"237022","YQOKGDRMWQLQNR-BMVMOQKNSA-N","VF-NPL-QEHF003754","bungeiside C","469.110656738281",NA,NA,"DTXSID60164278",NA,NA,NA,NA
"237024","YQOKGDRMWQLQNR-BMVMOQKNSA-N","O=C(C1=CC=C(OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O)C=C1)C","bungeiside C","453.13671875",NA,NA,"DTXSID60164278",NA,NA,NA,NA
"237057","YQQUILZPDYJDQJ-UHFFFAOYSA-N","PM003717","cis-Resveratrol tetramer","907",906.267626808,"HMDB0033013",NA,NA,"FDB011003",NA,NA
"237059","YQUVCSBJEUQKSH-UHFFFAOYSA-N","O=C(O)C1=CC=C(O)C(O)=C1","Protocatechuic acid","177.02",154.026608673,"HMDB0001856","DTXSID4021212",NA,"FDB031135","Protocatechuic acid",36062
"237062","YQUVCSBJEUQKSH-UHFFFAOYSA-N","O=C(O)C1=CC=C(O)C(O)=C1","Protocatechuic acid","155.03",154.026608673,"HMDB0001856","DTXSID4021212",NA,"FDB031135","Protocatechuic acid",36062
"237265","YRAQEMCYCSSHJG-NSHDSACASA-N","O=C1OC2=C(C=C1)C=CC=3OC(CC32)C(O)(C)C","columbianetin","247.09",NA,NA,NA,NA,NA,NA,437678
"237267","YRAQEMCYCSSHJG-NSHDSACASA-N","O=C1OC2=C(C=C1)C=CC=3OC(CC32)C(O)(C)C","columbianetin","269.07",NA,NA,NA,NA,NA,NA,437678
"237396","YRAQEMCYCSSHJG-UHFFFAOYSA-N","O=C1OC2=C(C=C1)C=CC=3OC(CC32)C(O)(C)C","columbianetin","247.0965",246.089208931,"HMDB0244406",NA,NA,NA,NA,59948
"237397","YRAQEMCYCSSHJG-UHFFFAOYSA-N","O=C1OC2=C(C=C1)C=CC=3OC(CC32)C(O)(C)C","columbianetin","269.078430175781",246.089208931,"HMDB0244406",NA,NA,NA,NA,59948
"237399","YRAQEMCYCSSHJG-UHFFFAOYSA-N","CCMSLIB00005721460","NCGC00384660-01!8-(2-hydroxypropan-2-yl)-8,9-dihydrofuro[2,3-h]chromen-2-one [IIN-based on: CCMSLIB00000848272]","515.171",246.089208931,"HMDB0244406",NA,NA,NA,NA,59948
"237405","YRAQEMCYCSSHJG-UHFFFAOYSA-N","VF-NPL-QEHF004032","columbianetin","285.052368164062",246.089208931,"HMDB0244406",NA,NA,NA,NA,59948
"237410","YRAQEMCYCSSHJG-UHFFFAOYSA-N","CCMSLIB00005721459","NCGC00384660-01!8-(2-hydroxypropan-2-yl)-8,9-dihydrofuro[2,3-h]chromen-2-one [IIN-based on: CCMSLIB00000848272]","493.188",246.089208931,"HMDB0244406",NA,NA,NA,NA,59948
"237429","YRCWQPVGYLYSOX-UHFFFAOYSA-N","OC1=CC=C(C=C1)C(O)CNC","synephrine","190.08",167.094628665,"HMDB0004826","DTXSID0030588",NA,"FDB001397","Synephrine",29081
"237431","YRCWQPVGYLYSOX-UHFFFAOYSA-N","OC1=CC=C(C=C1)C(O)CNC","synephrine","168.1",167.094628665,"HMDB0004826","DTXSID0030588",NA,"FDB001397","Synephrine",29081
"237699","YRCWQPVGYLYSOX-VIFPVBQESA-N","MSBNK-Keio_Univ-KO004053","Synephrine","168",167.094628663,"HMDB0062811",NA,NA,NA,"D-Synephrine",119
"237709","YREQHYQNNWYQCJ-UHFFFAOYSA-N","MSBNK-LCSB-LU103902","Etofenprox","377.2111",376.203844762,"HMDB0252109","DTXSID9032610",NA,NA,NA,39348
"237721","YREYEVIYCVEVJK-UHFFFAOYSA-N","FiehnHILIC000724","Rabeprazole","360.1485",359.130362243,"HMDB0005026","DTXSID3044122",NA,"FDB023595","Rabeprazole",8768
"237733","YRKLGWOHYXIKSF-LBPRGKRZSA-N","OC(=O)CC[C@H](N=C(O)CC1=CNC2=CC=CC=C12)C(O)=O","Indole-3-acetyl-L-glutamic acid","305.1131981",304.105921623,"HMDB0038665","DTXSID70205727",NA,NA,NA,NA
"237769","YRKLGWOHYXIKSF-UHFFFAOYSA-N","PR311182","Indole-3-acetyl-L-glutamic acid","305.1132",304.105921632,NA,NA,NA,"FDB018064",NA,136547
"237771","YRMLFORXOOIJDR-UHFFFAOYSA-N","AU383301","Dichlormid","208.029",NA,NA,"DTXSID4027997",NA,NA,NA,NA
"237773","YRMLFORXOOIJDR-UHFFFAOYSA-N","AU383330","Dichlormid","230.011",NA,NA,"DTXSID4027997",NA,NA,NA,NA
"237779","YRRAGUMVDQQZIY-UHFFFAOYSA-N","VF-NPL-QEHF027094","Gossypetin","319.044830322266",318.03757,NA,"DTXSID50197631",NA,NA,"Gossypetin",16400
"237781","YRRAGUMVDQQZIY-UHFFFAOYSA-N","VF-NPL-QEHF027103","Gossypetin","357.000732421875",318.03757,NA,"DTXSID50197631",NA,NA,"Gossypetin",16400
"237782","YRRAGUMVDQQZIY-UHFFFAOYSA-N","VF-NPL-QEHF027106","Gossypetin","336.071380615234",318.03757,NA,"DTXSID50197631",NA,NA,"Gossypetin",16400
"237790","YRRAGUMVDQQZIY-UHFFFAOYSA-N","VF-NPL-QEHF027100","Gossypetin","341.026794433594",318.03757,NA,"DTXSID50197631",NA,NA,"Gossypetin",16400
"237791","YRRAGUMVDQQZIY-UHFFFAOYSA-N","VF-NPL-LTQ007642","Gossypetin","356.128230503627",318.03757,NA,"DTXSID50197631",NA,NA,"Gossypetin",16400
"237805","YRRKLBAKDXSTNC-WEVVVXLNSA-N","MSBNK-LCSB-LU131205","Aldoxycarb","223.0747",222.067427636,NA,"DTXSID6023862","T3D0920",NA,NA,NA
"237813","YRRKLBAKDXSTNC-WEVVVXLNSA-N","CCMSLIB00001058292","Pesticide2_Aldicarb sulfone_C7H14N2O4S_Propanal, 2-methyl-2-(methylsulfonyl)-, O-[(methylamino)carbonyl]oxime, (1E)-","240.101",222.067427636,NA,"DTXSID6023862","T3D0920",NA,NA,NA
"237822","YRRKLBAKDXSTNC-WEVVVXLNSA-N","O=S(=O)(C)C(C=NOC(O)=NC)(C)C","Pesticide2_Aldicarb sulfone_C7H14N2O4S_Propanal, 2-methyl-2-(methylsulfonyl)-, O-[(methylamino)carbonyl]oxime, (1E)-","245.056",222.067427636,NA,"DTXSID6023862","T3D0920",NA,NA,NA
"237833","YRXIDKUVBPMNRA-UHFFFAOYSA-N","VF-NPL-LTQ000969","4,4,10,13,14-pentamethyl-17-(1,5,6-trihydroxy-6-methylheptan-2-yl)-2,3,5,6,7,11,12,15,16,17-decahydro-1H-cyclopenta[a]phenanthrene-2,3,12-triol","508.928582442434",508.376389396,"HMDB0035853",NA,NA,"FDB014632",NA,NA
"237839","YRYOXRMDHALAFL-QMMMGPOBSA-N","CCMSLIB00005723698","N-(3-Oxohexanoyl)-L-homoserine lactone","214.107",NA,NA,NA,NA,NA,NA,63789
"237840","YRYOXRMDHALAFL-UHFFFAOYSA-N","MSBNK-BGC_Munich-RP020801","3-oxo-C6-homoserine lactone","214.1074",213.100109,NA,NA,NA,NA,"N-(3-Oxo-hexanoyl)-homoserine lactone",29640
"237847","YRZXKRQRZJMBFT-UHFFFAOYSA-N","OC=1C=C(C=C(OC2=CC(=CC(O)=C2O)C)C1O)C","violaceol i","301.047271728516",NA,NA,"DTXSID10218215",NA,NA,NA,64415
"237850","YRZXKRQRZJMBFT-UHFFFAOYSA-N","MSBNK-HBM4EU-HB004011","Violaceol I","263.0914",NA,NA,"DTXSID10218215",NA,NA,NA,64415
"237863","YSAUAVHXTIETRK-AATRIKPKSA-N","CN1CCCN=C1/C=C/c1cccs1","Pyrantel; CE30; YSAUAVHXTIETRK-AATRIKPKSA-N","207.095062255859",206.087769,NA,"DTXSID5023538",NA,NA,"Pyrantel",8654
"237875","YSGASDXSLKIKOD-UHFFFAOYSA-N","FiehnHILIC002297","Remacemide","269.167",268.157563272,"HMDB0257144","DTXSID6048250",NA,NA,NA,NA
"237877","YSIITVVESCNIPR-UHFFFAOYSA-N","FiehnHILIC000822","Troxipide","295.1648",NA,NA,"DTXSID2023725",NA,NA,NA,NA
"237879","YSINCDVRUMTOPK-UHFFFAOYSA-N","O=C1C(=COC2=CC(O)=CC(OC)=C12)C=3C=CC(O)=CC3","5-O-Methylgenistein","285.075744628906",284.068473494,"HMDB0301940","DTXSID00196598",NA,"FDB001650",NA,NA
"237897","YSKUZVBSHIWEFK-UHFFFAOYSA-N","MSBNK-Eawag-EQ418603","Terbuthylazine-TP MT24 (LM1)","129.0407",128.033425385,"HMDB0248340","DTXSID10214757",NA,NA,"Ammelide",28134
"237915","YSMODUONRAFBET-UHFFFAOYSA-N","MSBNK-RIKEN_ReSpect-PT109710","DL-5-Hydroxylysine hydrochloride","163.10824",162.100442324,"HMDB0245508",NA,NA,NA,NA,60175
"237942","YSMODUONRAFBET-UHNVWZDZSA-N","MoNA032277","5-HYDROXYLYSINE","163.1077183",162.100442324,"HMDB0000450",NA,NA,"FDB012682","5-Hydroxylysine",18040
"237964","YSMRWXYRXBRSND-UHFFFAOYSA-N","MSBNK-Antwerp_Univ-AN117701","Tri-o-tolyl phosphate","369.125",368.117746154,"HMDB0259135","DTXSID6032192",NA,NA,NA,NA
"237981","YSORAXGDTRAEMV-CGXGPNJMSA-N","CCMSLIB00005721743","NCGC00385251-01!(2S,3S,4S,5R,6S)-6-[[(2S)-2-(3,4-dihydroxyphenyl)-5-hydroxy-4-oxo-2,3-dihydrochromen-7-yl]oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid [IIN-based on: CCMSLIB00000847604]","946.225",NA,NA,NA,NA,NA,NA,65859
"237982","YSORAXGDTRAEMV-CGXGPNJMSA-N","CCMSLIB00000847604","NCGC00385251-01!(2S,3S,4S,5R,6S)-6-[[(2S)-2-(3,4-dihydroxyphenyl)-5-hydroxy-4-oxo-2,3-dihydrochromen-7-yl]oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid","482.129",NA,NA,NA,NA,NA,NA,65859
"237984","YSORAXGDTRAEMV-CGXGPNJMSA-N","CCMSLIB00005721745","NCGC00385251-01!(2S,3S,4S,5R,6S)-6-[[(2S)-2-(3,4-dihydroxyphenyl)-5-hydroxy-4-oxo-2,3-dihydrochromen-7-yl]oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid [IIN-based on: CCMSLIB00000847604]","929.199",NA,NA,NA,NA,NA,NA,65859
"237986","YSSBJODGIYRAMI-IAGOWNOFSA-N","FiehnHILIC000850","Vesamicol","260.2006",259.193614427,NA,NA,"T3D1221",NA,NA,NA
"237994","YSYKRGRSMLTJNL-URARBOGNSA-N","EMBL-MCF_spec116999","THYMIDINE-5&#39;-DIPHOSPHO-ALPHA-D-GLUCOSE","582.108327898279",564.075755818,"HMDB0001328","DTXSID70332067",NA,NA,"dTDP-glucose",15700
"237995","YTBNTDMBGXAOCG-UHFFFAOYSA-N","CCMSLIB00000078419","Mecarbinate","234.112",NA,NA,"DTXSID9046289",NA,NA,NA,NA
"237998","YTDNHMHONBWCBV-UKRRQHHQSA-N","O=C1OC2=C(C=C1)C=CC(OC)=C2C3OC3C(=C)C","phebalosin","259.1",NA,NA,"DTXSID20215775",NA,NA,NA,NA
"237999","YTDNHMHONBWCBV-UKRRQHHQSA-N","O=C1OC2=C(C=C1)C=CC(OC)=C2C3OC3C(=C)C","phebalosin","281.08",NA,NA,"DTXSID20215775",NA,NA,NA,NA
"238101","YTFVRYKNXDADBI-SNAWJCMRSA-N","VF-NPL-QEHF004362","3,4,5-trimethoxycinnamic acid","261.073333740234",238.084123558,"HMDB0002511",NA,NA,"FDB023019","3,4,5-Trimethoxycinnamic acid",NA
"238103","YTFVRYKNXDADBI-SNAWJCMRSA-N","O=C(O)C=CC1=CC(OC)=C(OC)C(OC)=C1","NCGC00095563-03!(E)-3-(3,4,5-trimethoxyphenyl)prop-2-enoic acid","239.091",238.084123558,"HMDB0002511",NA,NA,"FDB023019","3,4,5-Trimethoxycinnamic acid",NA
"238106","YTFVRYKNXDADBI-SNAWJCMRSA-N","VF-NPL-QEHF004367","3,4,5-trimethoxycinnamic acid","256.117950439453",238.084123558,"HMDB0002511",NA,NA,"FDB023019","3,4,5-Trimethoxycinnamic acid",NA
"238107","YTFVRYKNXDADBI-SNAWJCMRSA-N","VF-NPL-QEHF004365","3,4,5-trimethoxycinnamic acid","277.047271728516",238.084123558,"HMDB0002511",NA,NA,"FDB023019","3,4,5-Trimethoxycinnamic acid",NA
"238191","YTNKWDJILNVLGX-UHFFFAOYSA-N","Cl.O=C(NCCCN(C=1N=C(N)C=2C=C(OC)C(OC)=CC2N1)C)C3OCCC3","Alfuzosin hydrochloride (Uroxatral)","390.214",NA,NA,"DTXSID3045514",NA,NA,NA,32286
"238193","YTOPFCCWCSOHFV-UHFFFAOYSA-N","MSBNK-Waters-WA000111","Tridemorph","298.38",297.303164875,"HMDB0031810","DTXSID3041376",NA,NA,"Tridemorph",83365
"238201","YTQRHYCHEIXUIU-UHFFFAOYSA-N","MSBNK-RIKEN-PR301348","Ethylbeta-carboline","197.1073248",NA,NA,"DTXSID80173948",NA,NA,NA,NA
"238240","YTRAYUIKLRABOQ-UHFFFAOYSA-N","OC1=CC=C(C=C1OC)CCC2=CC(OC)=C(O)C(OC)=C2","Dendrophenol","305.14",NA,NA,"DTXSID80148752",NA,NA,NA,NA
"238241","YTRAYUIKLRABOQ-UHFFFAOYSA-N","OC1=CC=C(C=C1OC)CCC2=CC(OC)=C(O)C(OC)=C2","Dendrophenol","327.12",NA,NA,"DTXSID80148752",NA,NA,NA,NA
"238264","YTRMTPPVNRALON-UHFFFAOYSA-N","MSBNK-LCSB-LU105105","Cinchophen","250.0863",249.078978598,"HMDB0250261","DTXSID0040705",NA,NA,NA,NA
"238278","YTZALCGQUPRCGW-MXVXOLGGSA-N","CCMSLIB00000078286","Verteporfin (Visudyne)","719.308",718.30026434,"HMDB0014603",NA,NA,NA,NA,NA
"238285","YUDKHXMQDKVDGU-FMOSSLLZSA-N","PM008501","Gomphrenin I","551",NA,NA,"DTXSID70421965",NA,NA,NA,NA
"238286","YUDPTGPSBJVHCN-YMILTQATSA-N","NGA02623","7-Hydroxy-4-methyl-2H-1-benzopyran-2-one, 9CI, O-beta-D-Glucopyranoside","339.107443536",NA,NA,NA,NA,NA,NA,91117
