"inchikey","id","name","precursormz","accession"
"LPMXVESGRSUGHW-HBYQJFLCSA-N","O=C1OCC(=C1)C2CCC3(O)C4CCC5(O)CC(OC6OC(C)C(O)C(O)C6O)CC(O)C5(CO)C4C(O)CC23C","OUABAIN","607.248480719489","T3D4018"
"LPMXVESGRSUGHW-HBYQJFLCSA-N","VF-NPL-QEHF015048","OUABAIN","607.2724609375","T3D4018"
"LQDARGUHUSPFNL-UHFFFAOYSA-N","EQ372306","Tetraconazole","372.0288","T3D3930"
"LTMHDMANZUZIPE-PUGKRICDSA-N","O=C1OCC(=C1)C2CCC3(O)C4CCC5CC(OC6OC(C)C(OC7OC(C)C(OC8OC(C)C(O)C(O)C8)C(O)C7)C(O)C6)CCC5(C)C4CC(O)C23C","4-((3S,5R,8R,9S,10S,12R,13S,14S,17R)-3-(((2R,4S,5S,6R)-5-(((2S,4S,5S,6R)-5-(((2S,4S,5S,6R)-4,5-dihydroxy-6-methyltetrahydro-2H-pyran-2-yl)oxy)-4-hydroxy-6-methyltetrahydro-2H-pyran-2-yl)oxy)-4-hydroxy-6-methyltetrahydro-2H-pyran-2-yl)oxy)-12,14-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)furan-2(5H)-one","803.42","T3D2670"
"LTMHDMANZUZIPE-PUGKRICDSA-N","O=C1OCC(=C1)C2CCC3(O)C4CCC5CC(OC6OC(C)C(OC7OC(C)C(OC8OC(C)C(O)C(O)C8)C(O)C7)C(O)C6)CCC5(C)C4CC(O)C23C","4-((3S,5R,8R,9S,10S,12R,13S,14S,17R)-3-(((2R,4S,5S,6R)-5-(((2S,4S,5S,6R)-5-(((2S,4S,5S,6R)-4,5-dihydroxy-6-methyltetrahydro-2H-pyran-2-yl)oxy)-4-hydroxy-6-methyltetrahydro-2H-pyran-2-yl)oxy)-4-hydroxy-6-methyltetrahydro-2H-pyran-2-yl)oxy)-12,14-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)furan-2(5H)-one","781.43","T3D2670"
"LTMHDMANZUZIPE-PUGKRICDSA-N","NA001548","Digoxin","781.4369","T3D2670"
"LTUNNEGNEKBSEH-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU261706","Prosulfuron","420.0948","T3D3912"
"LUZRJRNZXALNLM-JGRZULCMSA-N","CCMSLIB00000574580","Dihydroergotamine","584.279","T3D2750"
"LVQDKIWDGQRHTE-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU302110","Cyromazine","167.104","T3D4493"
"LVQDKIWDGQRHTE-UHFFFAOYSA-N","N=C1NC(=N)NC(=NC2CC2)N1","Pesticide4_Cyromazine_C6H10N6_Vetrazin","208.131","T3D4493"
"LXCFILQKKLGQFO-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU237104","Methylparaben","153.0546","T3D3977"
"LXCFILQKKLGQFO-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU505010","Methyl 4-hydroxybenzoate","152.0468","T3D3977"
"LXMSZDCAJNLERA-ZHYRCANASA-N","MSBNK-Eawag-EA290208","Spironolactone","417.2094","T3D4753"
"MALFODICFSIXPO-KFKQDBFTSA-N","C[C@H]([C@@H]1NC[C@@H](C)C[C@H]1O)C1=C(C)C2=C(C=C1)[C@@H]1CC=C3C[C@@H](O)CC[C@]3(C)[C@H]1C2","Veratramine; LC-ESI-TOF; MS2; CE","410.305356","T3D4084"
"MALFODICFSIXPO-KFKQDBFTSA-N","BSU00001","Veratramine","410.3","T3D4084"
"MBUVEWMHONZEQD-UHFFFAOYNA-N","O=C1C=2C=CC=CC2C(=NN1C3CCN(C)CCC3)CC4=CC=C(Cl)C=C4","Azelastine","382.16806655217","T3D4558"
"MCWXGJITAZMZEV-UHFFFAOYSA-N","EA276114","Dimethoate","230.0069","T3D0229"
"MCWXGJITAZMZEV-UHFFFAOYSA-N","S=P(OC)(OC)SCC(O)=NC","Pesticide1_Dimethoate_C5H12NO3PS2_Phosphorodithioic acid, O,O-dimethyl S-[2-(methylamino)-2-oxoethyl] ester","247.034","T3D0229"
"MCWXGJITAZMZEV-UHFFFAOYSA-N","CCMSLIB00001058701","Pesticide1_Dimethoate_C5H12NO3PS2_Phosphorodithioic acid, O,O-dimethyl S-[2-(methylamino)-2-oxoethyl] ester","251.989","T3D0229"
"MEBQXILRKZHVCX-UHFFFAOYSA-N","EQ309604","Methidathion","302.9691","T3D3879"
"MEFOUWRMVYJCQC-UHFFFAOYSA-N","MSBNK-Eawag-EA013008","Rimsulfuron","432.0642","T3D4535"
"MEFQWPUMEMWTJP-UHFFFAOYSA-N","MSBNK-Eawag-EA013409","Fluroxypyr","254.9734","T3D3848"
"METKIMKYRPQLGS-UHFFFAOYNA-N","CC(C)NCC(O)COC1=CC=C(CC(O)=N)C=C1","Atenolol; LC-ESI-ITFT; MS2; CE","267.170319","T3D3480"
"MEZLKOACVSPNER-UHFFFAOYNA-N","C#CCN(C)C(C)CC1=CC=CC=C1","DEP_188.1433_10.1","188.14337600317","T3D2965"
"MFDFERRIHVXMIY-UHFFFAOYSA-N","RIKENPlaSMA001735","Procaine","237.1597543","T3D2869"
"MFDFERRIHVXMIY-UHFFFAOYSA-N","MSBNK-Keio_Univ-KO003921","Procaine","237","T3D2869"
"MFOUDYKPLGXPGO-UHFFFAOYSA-N","CC(C)N(C(=O)CCl)C1=CC=CC=C1","Propachlor; LC-ESI-ITFT; MS2; CE","212.083668","T3D1090"
"MGWAVDBGNNKXQV-UHFFFAOYSA-N","LU118904","Diisobutyl phthalate","279.1591","T3D3644"
"MIQPIUSUKVNLNT-UHFFFAOYSA-N","O=C(C1=CC=C(C=C1)C)C2=CC(O)=C(O)C(=C2)[N+](=O)[O-]","Tolcapone","274.071","T3D2751"
"MJVAVZPDRWSRRC-UHFFFAOYSA-N","MSBNK-RIKEN_ReSpect-PS125401","Kappaxin","173.21","T3D2704"
"MJVAVZPDRWSRRC-UHFFFAOYSA-N","CCMSLIB00000078355","Menadione","173.06","T3D2704"
"MKXKFYHWDHIYRV-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU235006","Flutamide","277.0795","T3D4768"
"MKXKFYHWDHIYRV-UHFFFAOYSA-N","O=C(NC1=CC=C(C(=C1)C(F)(F)F)[N+](=O)[O-])C(C)C","Flutamide (Eulexin)","277.079","T3D4768"
"MLKCGVHIFJBRCD-UHFFFAOYSA-N","MSBNK-LCSB-LU058705","Carfentrazone-ethyl","412.0437","T3D3805"
"MLKCGVHIFJBRCD-UHFFFAOYSA-N","O=C(OCC)C(Cl)CC1=CC(=C(F)C=C1Cl)N2N=C(N(C2=O)C(F)F)C","Pesticide4_Carfentrazone-ethyl_C15H14Cl2F3N3O3_alpha,2-Dichloro-5-[4-(difluoromethyl)-4,5-dihydro-3-methyl-5-oxo-1H-1,2,4-triazol-1-yl]-4-fluorobenzenepropanoic acid ethyl ester","412.043","T3D3805"
"MLKCGVHIFJBRCD-UHFFFAOYSA-N","O=C(OCC)C(Cl)CC1=CC(=C(F)C=C1Cl)N2N=C(N(C2=O)C(F)F)C","Pesticide4_Carfentrazone-ethyl_C15H14Cl2F3N3O3_alpha,2-Dichloro-5-[4-(difluoromethyl)-4,5-dihydro-3-methyl-5-oxo-1H-1,2,4-triazol-1-yl]-4-fluorobenzenepropanoic acid ethyl ester","429.07","T3D3805"
"MMOXZBCLCQITDF-UHFFFAOYSA-N","CCN(CC)C(=O)C1=CC=CC(C)=C1","DEET; LC-ESI-ITFT; MS2; CE","192.138291","T3D3827"
"MMOXZBCLCQITDF-UHFFFAOYSA-N","UF417634","DEET","214.1202","T3D3827"
"MQHNKCZKNAJROC-UHFFFAOYSA-N","RP019702","Dipropylphthalate","251.1278","T3D3655"
"MQIUGAXCHLFZKX-UHFFFAOYSA-N","O=C(OCCCCCCCC)C=1C=CC=CC1C(=O)OCCCCCCCC","Dioctyl Phthalate","391.28428615617","T3D3641"
"MQIUGAXCHLFZKX-UHFFFAOYSA-N","FiehnHILIC001888","Dioctyl Phthalate","391.2853","T3D3641"
"MQJKPEGWNLWLTK-UHFFFAOYSA-N","MSBNK-Eawag-EQ364401","Dapsone","249.0692","T3D2482"
"MQJKPEGWNLWLTK-UHFFFAOYSA-N","MSBNK-Keio_Univ-KO002383","4-Aminophenylsulfone","249","T3D2482"
"MTZQAGJQAFMTAQ-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU500603","Ethyl benzoate","151.0754","T3D4935"
"MTZQAGJQAFMTAQ-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU500610","Ethyl benzoate","150.0675","T3D4935"
"MWBPRDONLNQCFV-UHFFFAOYSA-N","MSBNK-Eawag-EQ372505","Triallate","304.0091","T3D1017"
"MWOOGOJBHIARFG-UHFFFAOYSA-N","O=CC1=CC=C(O)C(OC)=C1","Vanillin","153.06","T3D4849"
"MWOOGOJBHIARFG-UHFFFAOYSA-N","O=CC1=CC=C(O)C(OC)=C1","Vanillin","175.04","T3D4849"
"MWOOGOJBHIARFG-UHFFFAOYSA-N","COC1=C(O)C=CC(C=O)=C1","4-HYDROXY-3-METHOXYBENZALDEHYDE","153.0546206","T3D4849"
"MWOOGOJBHIARFG-UHFFFAOYSA-N","O=CC1=CC=C(O)C(OC)=C1","Vanillin","153.054","T3D4849"
"MWOOGOJBHIARFG-UHFFFAOYSA-N","MSBNK-RIKEN_ReSpect-PS073501","Methoxyprotocatechuic Aldehyde","153.16","T3D4849"
"MWPLVEDNUUSJAV-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU590320","Anthracene","178.0777","T3D0619"
"MWPLVEDNUUSJAV-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU590302","Anthracene","179.0855","T3D0619"
"MWQCHHACWWAQLJ-UHFFFAOYSA-N","O=C1N(C=2C=CC(Cl)=CC2C(=NC1)C=3C=CC=CC3)CC4CC4","Prazepam","325.11021735217","T3D3054"
"MWQCHHACWWAQLJ-UHFFFAOYSA-N","FiehnHILIC002272","Prazepam","325.1169","T3D3054"
"MXWJVTOOROXGIU-UHFFFAOYSA-N","MSBNK-MSSJ-MSJ01072","Atrazine","215.09","T3D4477"
"MXWJVTOOROXGIU-UHFFFAOYSA-N","MSBNK-Eawag-EA028809","Atrazine","216.101","T3D4477"
"MXWJVTOOROXGIU-UHFFFAOYSA-N","ClC1=NC(=NCC)NC(=NC(C)C)N1","atrazine","216.025020252575","T3D4477"
"MXWJVTOOROXGIU-UHFFFAOYSA-N","VF-NPL-QTOF006793","atrazine ","216.1004","T3D4477"
"MYPKGPZHHQEODQ-FNXZNAJJSA-N","Cl.OC(=NC)OC=1C=CC=C(N=CN(C)C)C1","Pesticide9_Formetanate HCl_C11H15N3O2 . HCl_3-{[(E)-(Dimethylamino)methylidene]amino}phenyl methylcarbamate hydrochloride (1:1)","222.123","T3D0971"
"MYPYJXKWCTUITO-LYRMYLQWSA-N","O=C(O)C1N=C(O)C2N=C(O)C(N=C(O)C3N=C(O)C(N=C(O)C(N=C(O)C(NC)CC(C)C)C(O)C4=CC=C(OC5=CC3=CC(OC6=CC=C(C=C6Cl)C2O)=C5OC7OC(CO)C(O)C(O)C7OC8OC(C)C(O)C(N)(C)C8)C(Cl)=C4)CC(=N)O)C9=CC=C(O)C(=C9)C%10=C(O)C=C(O)C=C%101","Vancomycin","1450","T3D3543"
"MYSWGUAQZAJSOK-UHFFFAOYSA-N","KO002612","Ciprofloxacin","332","T3D3495"
"MYSWGUAQZAJSOK-UHFFFAOYSA-N","MSBNK-Eawag-EA027603","Ciprofloxacin","332.1405","T3D3495"
"MYSWGUAQZAJSOK-UHFFFAOYSA-N","O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCNCC3)C4CC4","Ciprofloxacin","332.139","T3D3495"
"MYSWGUAQZAJSOK-UHFFFAOYSA-N","MSBNK-Keio_Univ-KO008907","Ciprofloxacin","332/288/268","T3D3495"
"MYSWGUAQZAJSOK-UHFFFAOYSA-N","CCMSLIB00000078397","Ciprofloxacin (Cipro)","332.141","T3D3495"
"MYSWGUAQZAJSOK-UHFFFAOYSA-N","O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCNCC3)C4CC4","Ciprofloxacin - Dark Web Drugs","685.256","T3D3495"
"MYSWGUAQZAJSOK-UHFFFAOYSA-N","O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCNCC3)C4CC4","Ciprofloxacin - Dark Web Drugs","166.574","T3D3495"
"MYSWGUAQZAJSOK-UHFFFAOYSA-N","O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCNCC3)C4CC4","Ciprofloxacin - Dark Web Drugs","314.13","T3D3495"
"MYSWGUAQZAJSOK-UHFFFAOYSA-N","O=C(O)C1=CN(C2=CC(=C(F)C=C2C1=O)N3CCNCC3)C4CC4","Ciprofloxacin - Dark Web Drugs","354.122","T3D3495"
"MYWUZJCMWCOHBA-VIFPVBQESA-N","EA282910","Methamphetamine","150.1277","T3D3052"
"MZZBPDKVEFVLFF-UHFFFAOYSA-N","MSBNK-LCSB-LU004602","Cyanazine","241.0963","T3D3817"
"NCEXYHBECQHGNR-QZQOTICOSA-N","CCMSLIB00000078189","Sulfasalazine (Azulfidine)","399.076","T3D2892"
"NDAUXUAQIAJITI-UHFFFAOYNA-N","CC(C)(C)NCC(O)C1=CC(CO)=C(O)C=C1","Albuterol; LC-ESI-ITFT; MS2; CE","240.15942","T3D4735"
"NDNUANOUGZGEPO-UHFFFAOYNA-N","CCCC1CCCCN1","DL-Coniine","128.143376","T3D4028"
"NETZHAKZCGBWSS-CEDHKZHLSA-N","FiehnHILIC002167","Nalbuphine","358.2012","T3D2911"
"NETZHAKZCGBWSS-CEDHKZHLSA-N","FiehnHILIC000599","Nalbuphine","358.2005","T3D2911"
"NFACJZMKEDPNKN-UHFFFAOYSA-N","CCMSLIB00001058679","Pesticide1_Trichlorfon_C4H8Cl3O4P_Cekufon","256.93","T3D3938"
"NFYYATWFXNPTRM-ICFOCEFXSA-N","MSBNK-RIKEN-PR300244","Gelsemine","323.1754044","T3D4071"
"NGGMYCMLYOUNGM-HCNIIHBUSA-N","CCMSLIB00000855932","NCGC00163699-03_C26H34O7_2,4,6,8-Decatetraenedioic acid, mono[5-methoxy-4-[2-methyl-3-(3-methyl-2-buten-1-yl)oxiranyl]-1-oxaspiro[2.5]oct-6-yl] ester, (2E,4E,6E,8E)-","481.22","T3D3760"
"NGGMYCMLYOUNGM-HCNIIHBUSA-N","CCMSLIB00000855930","NCGC00163699-03_C26H34O7_2,4,6,8-Decatetraenedioic acid, mono[5-methoxy-4-[2-methyl-3-(3-methyl-2-buten-1-yl)oxiranyl]-1-oxaspiro[2.5]oct-6-yl] ester, (2E,4E,6E,8E)-","459.238","T3D3760"
"NGHOLYJTSCBCGC-QXMHVHEDSA-N","MoNA037506","BENZYL CINNAMATE","261.0885977","T3D4897"
"NHDHVHZZCFYRSB-UHFFFAOYSA-N","AU263301","Pyriproxyfen","322.1438","T3D3916"
"NHDHVHZZCFYRSB-UHFFFAOYSA-N","N=1C=CC=CC1OC(C)COC2=CC=C(OC=3C=CC=CC3)C=C2","Pesticide4_Pyriproxyfen_C20H19NO3_Pyridine, 2-[1-methyl-2-(4-phenoxyphenoxy)ethoxy]-","322.143","T3D3916"
"NIFKBBMCXCMCAO-UHFFFAOYSA-N","MSBNK-Eawag-EQ317005","Mesosulfuron-methyl","504.0853","T3D3875"
"NIHNNTQXNPWCJQ-UHFFFAOYSA-N","FiehnHILIC000360","Fluorene","167.0815","T3D0625"
"NIHNNTQXNPWCJQ-UHFFFAOYSA-N","C=1C=CC2=C(C1)C=3C=CC=CC3C2","Fluorene","167.08552677417","T3D0625"
"NIHNNTQXNPWCJQ-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU591602","Fluorene","167.0855","T3D0625"
"NIHNNTQXNPWCJQ-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU591620","Fluorene","166.0777","T3D0625"
"NIJJYAXOARWZEE-UHFFFAOYSA-N","MoNA033269","VALPROIC ACID","145.1223058","T3D2558"
"NIMLQBUJDJZYEJ-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU506704","Isophorone diisocyanate","223.1441","T3D1662"
"NIQCNGHVCWTJSM-UHFFFAOYSA-N","MSBNK-Eawag-EQ367306","Dimethyl-phthalate","195.0652","T3D3652"
"NIQCNGHVCWTJSM-UHFFFAOYSA-N","FiehnHILIC001887","Dimethyl phthalate","195.0644","T3D3652"
"NKANXQFJJICGDU-QPLCGJKRSA-N","MoNA033371","TAMOXIFEN","372.2321906","T3D4714"
"NLZUEZXRPGMBCV-UHFFFAOYSA-N","AU245402","Dibutylhydroxytoluene","221.19","T3D4911"
"NLZUEZXRPGMBCV-UHFFFAOYSA-N","OC=1C(=CC(=CC1C(C)(C)C)C)C(C)(C)C","2,6-ditert-butyl-4-methylphenol","243.17","T3D4911"
"NNJVILVZKWQKPM-UHFFFAOYSA-N","CCN(CC)CC(=NC1=C(C)C=CC=C1C)O","LID_235.1805_10.1","235.18048978817","T3D2735"
"NNJVILVZKWQKPM-UHFFFAOYSA-N","KO009034","Lidocaine","235","T3D2735"
"NNJVILVZKWQKPM-UHFFFAOYSA-N","FiehnHILIC002053","Lidocaine","235.1828","T3D2735"
"NNJVILVZKWQKPM-UHFFFAOYSA-N","CCMSLIB00005463870","Lidocaine","235.181","T3D2735"
"NOQGZXFMHARMLW-UHFFFAOYSA-N","KO002796","Daminozide","161","T3D3821"
"NOQGZXFMHARMLW-UHFFFAOYSA-N","AU262902","Daminozide","161.0921","T3D3821"
"NRPKURNSADTHLJ-UHFFFAOYSA-N","O=C(OCCCCCCCC)C1=CC(O)=C(O)C(O)=C1","Octyl gallate","305.13","T3D4831"
"NRPKURNSADTHLJ-UHFFFAOYSA-N","O=C(OCCCCCCCC)C1=CC(O)=C(O)C(O)=C1","Octyl gallate","283.15","T3D4831"
"NRPKURNSADTHLJ-UHFFFAOYSA-N","MoNA033067","OCTYL GALLATE","283.1539998","T3D4831"
"NUFNQYOELLVIPL-UHFFFAOYSA-N","EQ303205","Acifluorfen","362.0038","T3D3790"
"NUPJIGQFXCQJBK-UHFFFAOYSA-N","EA293913","Imazamox","306.1448","T3D3861"
"NUVBSKCKDOMJSU-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU236702","Ethylparaben","167.0703","T3D3978"
"NVGOPFQZYCNLDU-UHFFFAOYSA-N","MSBNK-LCSB-LU020604","Norflurazon","304.0459","T3D3893"
"NWIBSHFKIJFRCO-WUDYKRTCSA-N","VF-NPL-QTOF008944","MITOMYCIN C","335.1354","T3D2743"
"NWIBSHFKIJFRCO-WUDYKRTCSA-N","O=C1C2=C(C(=O)C(N)=C1C)C(COC(=N)O)C3(OC)N2CC4NC43","MITOMYCIN C","335.050095169633","T3D2743"
"NWIBSHFKIJFRCO-WUDYKRTCSA-N","VF-NPL-QEHF027733","MITOMYCIN C","373.090881347656","T3D2743"
"NWIBSHFKIJFRCO-WUDYKRTCSA-N","VF-NPL-QEHF027730","MITOMYCIN C","357.116943359375","T3D2743"
"NWIBSHFKIJFRCO-WUDYKRTCSA-N","O=C1C2=C(C(=O)C(N)=C1C)C(COC(=N)O)C3(OC)N2CC4NC43","MITOMYCIN C","352.161529541016","T3D2743"
"NWIBSHFKIJFRCO-WUDYKRTCSA-N","VF-NPL-QTOF008945","MITOMYCIN C","357.1179","T3D2743"
"NWWZPOKUUAIXIW-FLIBITNWSA-N","WA000090","Thiamethoxam","292.06","T3D3932"
"NZXKDOXHBHYTKP-UHFFFAOYNA-N","O=C1N=C(O)C(C(=O)N1C)(CC=C)C(C#CCC)C","Methohexital","263.13901890017","T3D2803"
"OCJBOOLMMGQPQU-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU501208","1,4-Dichlorobenzene","145.9685","T3D0159"
"ODCWYMIRDDJXKW-UHFFFAOYSA-N","UF402602","Simazine","202.0854","T3D3922"
"ODQWQRRAPPTVAG-BOPFTXTBSA-N","MoNA037448","DOXEPIN","280.1695903","T3D2993"
"OEBRKCOSUFCWJD-UHFFFAOYSA-N","SM847202","Dichlorvos","220.9532","T3D0240"
"OFCNXPDARWKPPY-UHFFFAOYSA-N","EQ333606","Allopurinol","137.0458","T3D3477"
"OFVLGDICTFRJMM-WESIUVDSSA-N","MSBNK-HBM4EU-HB001939","Tetracycline","445.1605","T3D3955"
"OFVLGDICTFRJMM-WESIUVDSSA-N","MSBNK-Univ_Connecticut-CO000468","Tetracycline","445.16121","T3D3955"
"OGWKCGZFUXNPDA-XQKSVPLYSA-N","PM000606","Vincristine","825","T3D4016"
"OGWKCGZFUXNPDA-XQKSVPLYSA-N","FiehnHILIC002413","Vincristine","825.4096","T3D4016"
"OGWKCGZFUXNPDA-XQKSVPLYSA-N","FiehnHILIC000851","Vincristine","825.4067","T3D4016"
"OHCQJHSOBUTRHG-KGGHGJDLSA-N","O=C(OC1C(O)C2C(C)(C)CCC(O)C2(C)C3(O)C(=O)CC(OC13C)(C=C)C)C","forskolin","433.22","T3D4827"
"OHCQJHSOBUTRHG-KGGHGJDLSA-N","O=C(OC1C(O)C2C(C)(C)CCC(O)C2(C)C3(O)C(=O)CC(OC13C)(C=C)C)C","forskolin","411.24","T3D4827"
"OHCQJHSOBUTRHG-KGGHGJDLSA-N","VF-NPL-QEHF011721","COLFORSIN","411.237731933594","T3D4827"
"OHCQJHSOBUTRHG-KGGHGJDLSA-N","O=C(OC1C(O)C2C(C)(C)CCC(O)C2(C)C3(O)C(=O)CC(OC13C)(C=C)C)C","forskolin","433.221","T3D4827"
"OHCQJHSOBUTRHG-KGGHGJDLSA-N","O=C(OC1C(O)C2C(C)(C)CCC(O)C2(C)C3(O)C(=O)CC(OC13C)(C=C)C)C","forskolin","433.223","T3D4827"
"OHCQJHSOBUTRHG-KGGHGJDLSA-N","O=C(OC1C(O)C2C(C)(C)CCC(O)C2(C)C3(O)C(=O)CC(OC13C)(C=C)C)C","COLFORSIN","449.193603515625","T3D4827"
"OHCQJHSOBUTRHG-KGGHGJDLSA-N","O=C(OC1C(O)C2C(C)(C)CCC(O)C2(C)C3(O)C(=O)CC(OC13C)(C=C)C)C","COLFORSIN","428.264251708984","T3D4827"
"OHCQJHSOBUTRHG-KGGHGJDLSA-N","O=C(OC1C(O)C2C(C)(C)CCC(O)C2(C)C3(O)C(=O)CC(OC13C)(C=C)C)C","forskolin","433.215","T3D4827"
"OLOOJGVNMBJLLR-UHFFFAOYSA-N","O=C1OC=2C(C=C1)=CC=3C=COC3C2OCC=C(C)C","imperatorin","293.078430175781","T3D0838"
"OLOOJGVNMBJLLR-UHFFFAOYSA-N","O=C1OC=2C(C=C1)=CC=3C=COC3C2OCC=C(C)C","imperatorin","271.1","T3D0838"
"OLOOJGVNMBJLLR-UHFFFAOYSA-N","O=C1OC=2C(C=C1)=CC=3C=COC3C2OCC=C(C)C","imperatorin","293.08","T3D0838"
"OLOOJGVNMBJLLR-UHFFFAOYSA-N","O=C1OC=2C(C=C1)=CC=3C=COC3C2OCC=C(C)C","imperatorin","271.09","T3D0838"
"OLOOJGVNMBJLLR-UHFFFAOYSA-N","NA002249","Imperatorin","271.0965","T3D0838"
"OLOOJGVNMBJLLR-UHFFFAOYSA-N","O=C1OC=2C(C=C1)=CC=3C=COC3C2OCC=C(C)C","imperatorin","309.052368164062","T3D0838"
"OLOOJGVNMBJLLR-UHFFFAOYSA-N","O=C1OC=2C(C=C1)=CC=3C=COC3C2OCC=C(C)C","imperatorin","293.077","T3D0838"
"OLOOJGVNMBJLLR-UHFFFAOYSA-N","VF-NPL-QEHF006882","imperatorin","288.123016357422","T3D0838"
"OLOOJGVNMBJLLR-UHFFFAOYSA-N","PM014613","Imperatorin","293","T3D0838"
"ONCZDRURRATYFI-TVJDWZFNSA-N","UF401203","Trifloxystrobin","409.137","T3D4546"
"ONUFESLQCSAYKA-UHFFFAOYSA-N","MSBNK-Eawag-EQ306001","Iprodione","330.0407","T3D3866"
"ONUFESLQCSAYKA-UHFFFAOYSA-N","MSBNK-MSSJ-MSJ01098","Iprodione","329.0","T3D3866"
"ONXPZLFXDMAPRO-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU592520","PCB 209","493.688","T3D0598"
"OOBHFESNSZDWIU-UHFFFAOYNA-N","O1CCNC(C)C1C=2C=CC=CC2","Phenmetrazine","178.12264055917","T3D2904"
"OORLZFUTLGXMEF-UHFFFAOYSA-N","MSBNK-Eawag-EQ320902","Sulfentrazon","386.9891","T3D3924"
"OORLZFUTLGXMEF-UHFFFAOYSA-N","O=C1N(N=C(N1C(F)F)C)C2=CC(NS(=O)(=O)C)=C(Cl)C=C2Cl","Pesticide5_Sulfentrazone_C11H10Cl2F2N4O3S_N-{2,4-Dichloro-5-[4-(difluoromethyl)-3-methyl-5-oxo-4,5-dihydro-1H-1,2,4-triazol-1-yl]phenyl}methanesulfonamide","404.016","T3D3924"
"OORLZFUTLGXMEF-UHFFFAOYSA-N","O=C1N(N=C(N1C(F)F)C)C2=CC(NS(=O)(=O)C)=C(Cl)C=C2Cl","Pesticide5_Sulfentrazone_C11H10Cl2F2N4O3S_N-{2,4-Dichloro-5-[4-(difluoromethyl)-3-methyl-5-oxo-4,5-dihydro-1H-1,2,4-triazol-1-yl]phenyl}methanesulfonamide","408.971","T3D3924"
"OQMBBFQZGJFLBU-UHFFFAOYSA-N","MSBNK-Eawag-EQ317405","Oxyfluorfen","362.0401","T3D3896"
"OROGSEYTTFOCAN-DNJOTXNNSA-N","AU162304","Codeine","300.1594","T3D2749"
"OROGSEYTTFOCAN-DNJOTXNNSA-N","MSBNK-Athens_Univ-AU162332","Codeine","322.1414","T3D2749"
"OSUHJPCHFDQAIT-UHFFFAOYSA-N","LU043003","Quizalofop-ethyl","373.095","T3D3919"
"OSWPMRLSEDHDFF-UHFFFAOYSA-N","MSBNK-RIKEN_ReSpect-PS123601","Gaultheria oil","152.16","T3D4848"
"OSWPMRLSEDHDFF-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU501404","Methyl salicylate","153.0546","T3D4848"
"OSWPMRLSEDHDFF-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU501408","Methyl salicylate","152.0468","T3D4848"
"OUDSBRTVNLOZBN-UHFFFAOYSA-N","LU027201","Tolazamide","312.1376","T3D4765"
"OWNAXTAAAQTBSP-UHFFFAOYSA-N","LU047106","Karbutilate","280.1656","T3D0978"
"OYIKARCXOQLFHF-UHFFFAOYSA-N","MSBNK-Eawag-EQ348807","Isoxaflutole","360.0512","T3D3868"
"OYIKARCXOQLFHF-UHFFFAOYSA-N","WA000020","Isoxaflutole","359.9","T3D3868"
"OYIKARCXOQLFHF-UHFFFAOYSA-N","MSBNK-MSSJ-MSJ01088","Isoxaflutole","359.0","T3D3868"
"PBJUNZJWGZTSKL-MRXNPFEDSA-N","FiehnHILIC000797","Tiagabine","376.1395","T3D2926"
"PBJUNZJWGZTSKL-MRXNPFEDSA-N","FiehnHILIC002362","Tiagabine","376.1408","T3D2926"
"PBXNNDFKPQPJBB-UHFFFAOYSA-N","MSBNK-HBM4EU-HB003663","Territrem B","527.2276","T3D3745"
"PCZOHLXUXFIOCF-BXMDZJJMSA-N","CCMSLIB00005435664","Lovastatin","422.29","T3D4787"
"PCZOHLXUXFIOCF-BXMDZJJMSA-N","O=C1OC(CCC2C(C=CC3=CC(C)CC(OC(=O)C(C)CC)C32)C)CC(O)C1","Lovastatin","443.210718569548","T3D4787"
"PCZOHLXUXFIOCF-BXMDZJJMSA-N","CCMSLIB00005435666","Lovastatin related molecule observed in standard","425.231","T3D4787"
