"","accession","dname"
"42645","HMDB0090167","X-linked"
"42646","HMDB0090168","3-methylglutaconic aciduria type II"
"42647","HMDB0090168","X-linked"
"42648","HMDB0090169","3-methylglutaconic aciduria type II"
"42649","HMDB0090169","X-linked"
"42650","HMDB0090170","3-methylglutaconic aciduria type II"
"42651","HMDB0090170","X-linked"
"42652","HMDB0090171","3-methylglutaconic aciduria type II"
"42653","HMDB0090171","X-linked"
"42654","HMDB0090172","3-methylglutaconic aciduria type II"
"42655","HMDB0090172","X-linked"
"42656","HMDB0090173","3-methylglutaconic aciduria type II"
"42657","HMDB0090173","X-linked"
"42658","HMDB0090174","3-methylglutaconic aciduria type II"
"42659","HMDB0090174","X-linked"
"42660","HMDB0090175","3-methylglutaconic aciduria type II"
"42661","HMDB0090175","X-linked"
"42662","HMDB0090176","3-methylglutaconic aciduria type II"
"42663","HMDB0090176","X-linked"
"42664","HMDB0090177","3-methylglutaconic aciduria type II"
"42665","HMDB0090177","X-linked"
"42666","HMDB0090178","3-methylglutaconic aciduria type II"
"42667","HMDB0090178","X-linked"
"42668","HMDB0090179","3-methylglutaconic aciduria type II"
"42669","HMDB0090179","X-linked"
"42670","HMDB0090180","3-methylglutaconic aciduria type II"
"42671","HMDB0090180","X-linked"
"42672","HMDB0090181","3-methylglutaconic aciduria type II"
"42673","HMDB0090181","X-linked"
"42674","HMDB0090182","3-methylglutaconic aciduria type II"
"42675","HMDB0090182","X-linked"
"42676","HMDB0090183","3-methylglutaconic aciduria type II"
"42677","HMDB0090183","X-linked"
"42678","HMDB0090184","3-methylglutaconic aciduria type II"
"42679","HMDB0090184","X-linked"
"42680","HMDB0090185","3-methylglutaconic aciduria type II"
"42681","HMDB0090185","X-linked"
"42682","HMDB0090186","3-methylglutaconic aciduria type II"
"42683","HMDB0090186","X-linked"
"42684","HMDB0090187","3-methylglutaconic aciduria type II"
"42685","HMDB0090187","X-linked"
"42686","HMDB0090188","3-methylglutaconic aciduria type II"
"42687","HMDB0090188","X-linked"
"42688","HMDB0090189","3-methylglutaconic aciduria type II"
"42689","HMDB0090189","X-linked"
"42690","HMDB0090190","3-methylglutaconic aciduria type II"
"42691","HMDB0090190","X-linked"
"42692","HMDB0090191","3-methylglutaconic aciduria type II"
"42693","HMDB0090191","X-linked"
"42694","HMDB0090192","3-methylglutaconic aciduria type II"
"42695","HMDB0090192","X-linked"
"42696","HMDB0090193","3-methylglutaconic aciduria type II"
"42697","HMDB0090193","X-linked"
"42698","HMDB0090194","3-methylglutaconic aciduria type II"
"42699","HMDB0090194","X-linked"
"42700","HMDB0090195","3-methylglutaconic aciduria type II"
"42701","HMDB0090195","X-linked"
"42702","HMDB0090196","3-methylglutaconic aciduria type II"
"42703","HMDB0090196","X-linked"
"42704","HMDB0090197","3-methylglutaconic aciduria type II"
"42705","HMDB0090197","X-linked"
"42706","HMDB0090198","3-methylglutaconic aciduria type II"
"42707","HMDB0090198","X-linked"
"42708","HMDB0090199","3-methylglutaconic aciduria type II"
"42709","HMDB0090199","X-linked"
"42710","HMDB0090200","3-methylglutaconic aciduria type II"
"42711","HMDB0090200","X-linked"
"42712","HMDB0090201","3-methylglutaconic aciduria type II"
"42713","HMDB0090201","X-linked"
"42714","HMDB0090202","3-methylglutaconic aciduria type II"
"42715","HMDB0090202","X-linked"
"42716","HMDB0090203","3-methylglutaconic aciduria type II"
"42717","HMDB0090203","X-linked"
"42718","HMDB0090204","3-methylglutaconic aciduria type II"
"42719","HMDB0090204","X-linked"
"42720","HMDB0090205","3-methylglutaconic aciduria type II"
"42721","HMDB0090205","X-linked"
"42722","HMDB0090206","3-methylglutaconic aciduria type II"
"42723","HMDB0090206","X-linked"
"42724","HMDB0090207","3-methylglutaconic aciduria type II"
"42725","HMDB0090207","X-linked"
"42726","HMDB0090208","3-methylglutaconic aciduria type II"
"42727","HMDB0090208","X-linked"
"42728","HMDB0090209","3-methylglutaconic aciduria type II"
"42729","HMDB0090209","X-linked"
"42730","HMDB0090210","3-methylglutaconic aciduria type II"
"42731","HMDB0090210","X-linked"
"42732","HMDB0090211","3-methylglutaconic aciduria type II"
"42733","HMDB0090211","X-linked"
"42734","HMDB0090212","3-methylglutaconic aciduria type II"
"42735","HMDB0090212","X-linked"
"42736","HMDB0090213","3-methylglutaconic aciduria type II"
"42737","HMDB0090213","X-linked"
"42738","HMDB0090214","3-methylglutaconic aciduria type II"
"42739","HMDB0090214","X-linked"
"42740","HMDB0090215","3-methylglutaconic aciduria type II"
"42741","HMDB0090215","X-linked"
"42742","HMDB0090216","3-methylglutaconic aciduria type II"
"42743","HMDB0090216","X-linked"
"42744","HMDB0090217","3-methylglutaconic aciduria type II"
"42745","HMDB0090217","X-linked"
"42746","HMDB0090218","3-methylglutaconic aciduria type II"
"42747","HMDB0090218","X-linked"
"42748","HMDB0090219","3-methylglutaconic aciduria type II"
"42749","HMDB0090219","X-linked"
"42750","HMDB0090220","3-methylglutaconic aciduria type II"
"42751","HMDB0090220","X-linked"
"42752","HMDB0090221","3-methylglutaconic aciduria type II"
"42753","HMDB0090221","X-linked"
"42754","HMDB0090222","3-methylglutaconic aciduria type II"
"42755","HMDB0090222","X-linked"
"42756","HMDB0090223","3-methylglutaconic aciduria type II"
"42757","HMDB0090223","X-linked"
"42758","HMDB0090224","3-methylglutaconic aciduria type II"
"42759","HMDB0090224","X-linked"
"42760","HMDB0090225","3-methylglutaconic aciduria type II"
"42761","HMDB0090225","X-linked"
"42762","HMDB0090226","3-methylglutaconic aciduria type II"
"42763","HMDB0090226","X-linked"
"42764","HMDB0090227","3-methylglutaconic aciduria type II"
"42765","HMDB0090227","X-linked"
"42766","HMDB0090228","3-methylglutaconic aciduria type II"
"42767","HMDB0090228","X-linked"
"42768","HMDB0090229","3-methylglutaconic aciduria type II"
"42769","HMDB0090229","X-linked"
"42770","HMDB0090230","3-methylglutaconic aciduria type II"
"42771","HMDB0090230","X-linked"
"42772","HMDB0090231","3-methylglutaconic aciduria type II"
"42773","HMDB0090231","X-linked"
"42774","HMDB0090232","3-methylglutaconic aciduria type II"
"42775","HMDB0090232","X-linked"
"42776","HMDB0090233","3-methylglutaconic aciduria type II"
"42777","HMDB0090233","X-linked"
"42778","HMDB0090234","3-methylglutaconic aciduria type II"
"42779","HMDB0090234","X-linked"
"42780","HMDB0090235","3-methylglutaconic aciduria type II"
"42781","HMDB0090235","X-linked"
"42782","HMDB0090236","3-methylglutaconic aciduria type II"
"42783","HMDB0090236","X-linked"
"42784","HMDB0090237","3-methylglutaconic aciduria type II"
"42785","HMDB0090237","X-linked"
"42786","HMDB0090238","3-methylglutaconic aciduria type II"
"42787","HMDB0090238","X-linked"
"42788","HMDB0090239","3-methylglutaconic aciduria type II"
"42789","HMDB0090239","X-linked"
"42790","HMDB0090240","3-methylglutaconic aciduria type II"
"42791","HMDB0090240","X-linked"
"42792","HMDB0090241","3-methylglutaconic aciduria type II"
"42793","HMDB0090241","X-linked"
"42794","HMDB0090242","3-methylglutaconic aciduria type II"
"42795","HMDB0090242","X-linked"
"42796","HMDB0090243","3-methylglutaconic aciduria type II"
"42797","HMDB0090243","X-linked"
"42798","HMDB0090244","3-methylglutaconic aciduria type II"
"42799","HMDB0090244","X-linked"
"42800","HMDB0090245","3-methylglutaconic aciduria type II"
"42801","HMDB0090245","X-linked"
"42802","HMDB0090246","3-methylglutaconic aciduria type II"
"42803","HMDB0090246","X-linked"
"42804","HMDB0090247","3-methylglutaconic aciduria type II"
"42805","HMDB0090247","X-linked"
"42806","HMDB0090248","3-methylglutaconic aciduria type II"
"42807","HMDB0090248","X-linked"
"42808","HMDB0090249","3-methylglutaconic aciduria type II"
"42809","HMDB0090249","X-linked"
"42810","HMDB0090250","3-methylglutaconic aciduria type II"
"42811","HMDB0090250","X-linked"
"42812","HMDB0090251","3-methylglutaconic aciduria type II"
"42813","HMDB0090251","X-linked"
"42814","HMDB0090252","3-methylglutaconic aciduria type II"
"42815","HMDB0090252","X-linked"
"42816","HMDB0090253","3-methylglutaconic aciduria type II"
"42817","HMDB0090253","X-linked"
"42818","HMDB0090254","3-methylglutaconic aciduria type II"
"42819","HMDB0090254","X-linked"
"42820","HMDB0090255","3-methylglutaconic aciduria type II"
"42821","HMDB0090255","X-linked"
"42822","HMDB0090256","3-methylglutaconic aciduria type II"
"42823","HMDB0090256","X-linked"
"42824","HMDB0090257","3-methylglutaconic aciduria type II"
"42825","HMDB0090257","X-linked"
"42826","HMDB0090258","3-methylglutaconic aciduria type II"
"42827","HMDB0090258","X-linked"
"42828","HMDB0090259","3-methylglutaconic aciduria type II"
"42829","HMDB0090259","X-linked"
"42830","HMDB0090260","3-methylglutaconic aciduria type II"
"42831","HMDB0090260","X-linked"
"42832","HMDB0090261","3-methylglutaconic aciduria type II"
"42833","HMDB0090261","X-linked"
"42834","HMDB0090262","3-methylglutaconic aciduria type II"
"42835","HMDB0090262","X-linked"
"42836","HMDB0090263","3-methylglutaconic aciduria type II"
"42837","HMDB0090263","X-linked"
"42838","HMDB0090264","3-methylglutaconic aciduria type II"
"42839","HMDB0090264","X-linked"
"42840","HMDB0090265","3-methylglutaconic aciduria type II"
"42841","HMDB0090265","X-linked"
"42842","HMDB0090266","3-methylglutaconic aciduria type II"
"42843","HMDB0090266","X-linked"
"42844","HMDB0090267","3-methylglutaconic aciduria type II"
"42845","HMDB0090267","X-linked"
"42846","HMDB0090268","3-methylglutaconic aciduria type II"
"42847","HMDB0090268","X-linked"
"42848","HMDB0090269","3-methylglutaconic aciduria type II"
"42849","HMDB0090269","X-linked"
"42850","HMDB0090270","3-methylglutaconic aciduria type II"
"42851","HMDB0090270","X-linked"
"42852","HMDB0090271","3-methylglutaconic aciduria type II"
"42853","HMDB0090271","X-linked"
"42854","HMDB0090272","3-methylglutaconic aciduria type II"
"42855","HMDB0090272","X-linked"
"42856","HMDB0090273","3-methylglutaconic aciduria type II"
"42857","HMDB0090273","X-linked"
"42858","HMDB0090274","3-methylglutaconic aciduria type II"
"42859","HMDB0090274","X-linked"
"42860","HMDB0090275","3-methylglutaconic aciduria type II"
"42861","HMDB0090275","X-linked"
"42862","HMDB0090276","3-methylglutaconic aciduria type II"
"42863","HMDB0090276","X-linked"
"42864","HMDB0090277","3-methylglutaconic aciduria type II"
"42865","HMDB0090277","X-linked"
"42866","HMDB0090278","3-methylglutaconic aciduria type II"
"42867","HMDB0090278","X-linked"
"42868","HMDB0090279","3-methylglutaconic aciduria type II"
"42869","HMDB0090279","X-linked"
"42870","HMDB0090280","3-methylglutaconic aciduria type II"
"42871","HMDB0090280","X-linked"
"42872","HMDB0090281","3-methylglutaconic aciduria type II"
"42873","HMDB0090281","X-linked"
"42874","HMDB0090282","3-methylglutaconic aciduria type II"
"42875","HMDB0090282","X-linked"
"42876","HMDB0090283","3-methylglutaconic aciduria type II"
"42877","HMDB0090283","X-linked"
"42878","HMDB0090284","3-methylglutaconic aciduria type II"
"42879","HMDB0090284","X-linked"
"42880","HMDB0090285","3-methylglutaconic aciduria type II"
"42881","HMDB0090285","X-linked"
"42882","HMDB0090286","3-methylglutaconic aciduria type II"
"42883","HMDB0090286","X-linked"
"42884","HMDB0090287","3-methylglutaconic aciduria type II"
"42885","HMDB0090287","X-linked"
"42886","HMDB0090288","3-methylglutaconic aciduria type II"
"42887","HMDB0090288","X-linked"
"42888","HMDB0090289","3-methylglutaconic aciduria type II"
"42889","HMDB0090289","X-linked"
"42890","HMDB0090290","3-methylglutaconic aciduria type II"
"42891","HMDB0090290","X-linked"
"42892","HMDB0090291","3-methylglutaconic aciduria type II"
"42893","HMDB0090291","X-linked"
"42894","HMDB0090292","3-methylglutaconic aciduria type II"
"42895","HMDB0090292","X-linked"
"42896","HMDB0090293","3-methylglutaconic aciduria type II"
"42897","HMDB0090293","X-linked"
"42898","HMDB0090294","3-methylglutaconic aciduria type II"
"42899","HMDB0090294","X-linked"
"42900","HMDB0090295","3-methylglutaconic aciduria type II"
"42901","HMDB0090295","X-linked"
"42902","HMDB0090296","3-methylglutaconic aciduria type II"
"42903","HMDB0090296","X-linked"
"42904","HMDB0090297","3-methylglutaconic aciduria type II"
"42905","HMDB0090297","X-linked"
"42906","HMDB0090298","3-methylglutaconic aciduria type II"
"42907","HMDB0090298","X-linked"
"42908","HMDB0090299","3-methylglutaconic aciduria type II"
"42909","HMDB0090299","X-linked"
"42910","HMDB0090300","3-methylglutaconic aciduria type II"
"42911","HMDB0090300","X-linked"
"42912","HMDB0090301","3-methylglutaconic aciduria type II"
"42913","HMDB0090301","X-linked"
"42914","HMDB0090302","3-methylglutaconic aciduria type II"
"42915","HMDB0090302","X-linked"
"42916","HMDB0090303","3-methylglutaconic aciduria type II"
"42917","HMDB0090303","X-linked"
"42918","HMDB0090304","3-methylglutaconic aciduria type II"
"42919","HMDB0090304","X-linked"
"42920","HMDB0090305","3-methylglutaconic aciduria type II"
"42921","HMDB0090305","X-linked"
"42922","HMDB0090306","3-methylglutaconic aciduria type II"
"42923","HMDB0090306","X-linked"
"42924","HMDB0090307","3-methylglutaconic aciduria type II"
"42925","HMDB0090307","X-linked"
"42926","HMDB0090308","3-methylglutaconic aciduria type II"
"42927","HMDB0090308","X-linked"
"42928","HMDB0090309","3-methylglutaconic aciduria type II"
"42929","HMDB0090309","X-linked"
"42930","HMDB0090310","3-methylglutaconic aciduria type II"
"42931","HMDB0090310","X-linked"
"42932","HMDB0090311","3-methylglutaconic aciduria type II"
"42933","HMDB0090311","X-linked"
"42934","HMDB0090312","3-methylglutaconic aciduria type II"
"42935","HMDB0090312","X-linked"
"42936","HMDB0090313","3-methylglutaconic aciduria type II"
"42937","HMDB0090313","X-linked"
"42938","HMDB0090314","3-methylglutaconic aciduria type II"
"42939","HMDB0090314","X-linked"
"42940","HMDB0090315","3-methylglutaconic aciduria type II"
"42941","HMDB0090315","X-linked"
"42942","HMDB0090316","3-methylglutaconic aciduria type II"
"42943","HMDB0090316","X-linked"
"42944","HMDB0090317","3-methylglutaconic aciduria type II"
"42945","HMDB0090317","X-linked"
"42946","HMDB0090318","3-methylglutaconic aciduria type II"
"42947","HMDB0090318","X-linked"
"42948","HMDB0090319","3-methylglutaconic aciduria type II"
"42949","HMDB0090319","X-linked"
"42950","HMDB0090320","3-methylglutaconic aciduria type II"
"42951","HMDB0090320","X-linked"
"42952","HMDB0090321","3-methylglutaconic aciduria type II"
"42953","HMDB0090321","X-linked"
"42954","HMDB0090322","3-methylglutaconic aciduria type II"
"42955","HMDB0090322","X-linked"
"42956","HMDB0090323","3-methylglutaconic aciduria type II"
"42957","HMDB0090323","X-linked"
"42958","HMDB0090324","3-methylglutaconic aciduria type II"
"42959","HMDB0090324","X-linked"
"42960","HMDB0090325","3-methylglutaconic aciduria type II"
"42961","HMDB0090325","X-linked"
"42962","HMDB0090326","3-methylglutaconic aciduria type II"
"42963","HMDB0090326","X-linked"
"42964","HMDB0090327","3-methylglutaconic aciduria type II"
"42965","HMDB0090327","X-linked"
"42966","HMDB0090328","3-methylglutaconic aciduria type II"
"42967","HMDB0090328","X-linked"
"42968","HMDB0090329","3-methylglutaconic aciduria type II"
"42969","HMDB0090329","X-linked"
"42970","HMDB0090330","3-methylglutaconic aciduria type II"
"42971","HMDB0090330","X-linked"
"42972","HMDB0090331","3-methylglutaconic aciduria type II"
"42973","HMDB0090331","X-linked"
"42974","HMDB0090332","3-methylglutaconic aciduria type II"
"42975","HMDB0090332","X-linked"
"42976","HMDB0090333","3-methylglutaconic aciduria type II"
"42977","HMDB0090333","X-linked"
"42978","HMDB0090334","3-methylglutaconic aciduria type II"
"42979","HMDB0090334","X-linked"
"42980","HMDB0090335","3-methylglutaconic aciduria type II"
"42981","HMDB0090335","X-linked"
"42982","HMDB0090336","3-methylglutaconic aciduria type II"
"42983","HMDB0090336","X-linked"
"42984","HMDB0090337","3-methylglutaconic aciduria type II"
"42985","HMDB0090337","X-linked"
"42986","HMDB0090338","3-methylglutaconic aciduria type II"
"42987","HMDB0090338","X-linked"
"42988","HMDB0090339","3-methylglutaconic aciduria type II"
"42989","HMDB0090339","X-linked"
"42990","HMDB0090340","3-methylglutaconic aciduria type II"
"42991","HMDB0090340","X-linked"
"42992","HMDB0090341","3-methylglutaconic aciduria type II"
"42993","HMDB0090341","X-linked"
"42994","HMDB0090342","3-methylglutaconic aciduria type II"
"42995","HMDB0090342","X-linked"
"42996","HMDB0090343","3-methylglutaconic aciduria type II"
"42997","HMDB0090343","X-linked"
"42998","HMDB0090344","3-methylglutaconic aciduria type II"
"42999","HMDB0090344","X-linked"
"43000","HMDB0090345","3-methylglutaconic aciduria type II"
"43001","HMDB0090345","X-linked"
"43002","HMDB0090346","3-methylglutaconic aciduria type II"
"43003","HMDB0090346","X-linked"
"43004","HMDB0090347","3-methylglutaconic aciduria type II"
"43005","HMDB0090347","X-linked"
"43006","HMDB0090348","3-methylglutaconic aciduria type II"
"43007","HMDB0090348","X-linked"
"43008","HMDB0090349","3-methylglutaconic aciduria type II"
"43009","HMDB0090349","X-linked"
"43010","HMDB0090350","3-methylglutaconic aciduria type II"
"43011","HMDB0090350","X-linked"
"43012","HMDB0090351","3-methylglutaconic aciduria type II"
"43013","HMDB0090351","X-linked"
"43014","HMDB0090352","3-methylglutaconic aciduria type II"
"43015","HMDB0090352","X-linked"
"43016","HMDB0090353","3-methylglutaconic aciduria type II"
"43017","HMDB0090353","X-linked"
"43018","HMDB0090354","3-methylglutaconic aciduria type II"
"43019","HMDB0090354","X-linked"
"43020","HMDB0090355","3-methylglutaconic aciduria type II"
"43021","HMDB0090355","X-linked"
"43022","HMDB0090356","3-methylglutaconic aciduria type II"
"43023","HMDB0090356","X-linked"
"43024","HMDB0090357","3-methylglutaconic aciduria type II"
"43025","HMDB0090357","X-linked"
"43026","HMDB0090358","3-methylglutaconic aciduria type II"
"43027","HMDB0090358","X-linked"
"43028","HMDB0090359","3-methylglutaconic aciduria type II"
"43029","HMDB0090359","X-linked"
"43030","HMDB0090360","3-methylglutaconic aciduria type II"
"43031","HMDB0090360","X-linked"
"43032","HMDB0090361","3-methylglutaconic aciduria type II"
"43033","HMDB0090361","X-linked"
"43034","HMDB0090362","3-methylglutaconic aciduria type II"
"43035","HMDB0090362","X-linked"
"43036","HMDB0090363","3-methylglutaconic aciduria type II"
"43037","HMDB0090363","X-linked"
"43038","HMDB0090364","3-methylglutaconic aciduria type II"
"43039","HMDB0090364","X-linked"
"43040","HMDB0090365","3-methylglutaconic aciduria type II"
"43041","HMDB0090365","X-linked"
"43042","HMDB0090366","3-methylglutaconic aciduria type II"
"43043","HMDB0090366","X-linked"
"43044","HMDB0090367","3-methylglutaconic aciduria type II"
"43045","HMDB0090367","X-linked"
"43046","HMDB0090368","3-methylglutaconic aciduria type II"
"43047","HMDB0090368","X-linked"
"43048","HMDB0090369","3-methylglutaconic aciduria type II"
"43049","HMDB0090369","X-linked"
"43050","HMDB0090370","3-methylglutaconic aciduria type II"
"43051","HMDB0090370","X-linked"
"43052","HMDB0090371","3-methylglutaconic aciduria type II"
"43053","HMDB0090371","X-linked"
"43054","HMDB0090372","3-methylglutaconic aciduria type II"
"43055","HMDB0090372","X-linked"
"43056","HMDB0090373","3-methylglutaconic aciduria type II"
"43057","HMDB0090373","X-linked"
"43058","HMDB0090374","3-methylglutaconic aciduria type II"
"43059","HMDB0090374","X-linked"
"43060","HMDB0090375","3-methylglutaconic aciduria type II"
"43061","HMDB0090375","X-linked"
"43062","HMDB0090376","3-methylglutaconic aciduria type II"
"43063","HMDB0090376","X-linked"
"43064","HMDB0090377","3-methylglutaconic aciduria type II"
"43065","HMDB0090377","X-linked"
"43066","HMDB0090378","3-methylglutaconic aciduria type II"
"43067","HMDB0090378","X-linked"
"43068","HMDB0090379","3-methylglutaconic aciduria type II"
"43069","HMDB0090379","X-linked"
"43070","HMDB0090380","3-methylglutaconic aciduria type II"
"43071","HMDB0090380","X-linked"
"43072","HMDB0090381","3-methylglutaconic aciduria type II"
"43073","HMDB0090381","X-linked"
"43074","HMDB0090382","3-methylglutaconic aciduria type II"
"43075","HMDB0090382","X-linked"
"43076","HMDB0090383","3-methylglutaconic aciduria type II"
"43077","HMDB0090383","X-linked"
"43078","HMDB0090384","3-methylglutaconic aciduria type II"
"43079","HMDB0090384","X-linked"
"43080","HMDB0090385","3-methylglutaconic aciduria type II"
"43081","HMDB0090385","X-linked"
"43082","HMDB0090386","3-methylglutaconic aciduria type II"
"43083","HMDB0090386","X-linked"
"43084","HMDB0090387","3-methylglutaconic aciduria type II"
"43085","HMDB0090387","X-linked"
"43086","HMDB0090388","3-methylglutaconic aciduria type II"
"43087","HMDB0090388","X-linked"
"43088","HMDB0090389","3-methylglutaconic aciduria type II"
"43089","HMDB0090389","X-linked"
"43090","HMDB0090390","3-methylglutaconic aciduria type II"
"43091","HMDB0090390","X-linked"
"43092","HMDB0090391","3-methylglutaconic aciduria type II"
"43093","HMDB0090391","X-linked"
"43094","HMDB0090392","3-methylglutaconic aciduria type II"
"43095","HMDB0090392","X-linked"
"43096","HMDB0090393","3-methylglutaconic aciduria type II"
"43097","HMDB0090393","X-linked"
"43098","HMDB0090394","3-methylglutaconic aciduria type II"
"43099","HMDB0090394","X-linked"
"43100","HMDB0090395","3-methylglutaconic aciduria type II"
"43101","HMDB0090395","X-linked"
"43102","HMDB0090396","3-methylglutaconic aciduria type II"
"43103","HMDB0090396","X-linked"
"43104","HMDB0090397","3-methylglutaconic aciduria type II"
"43105","HMDB0090397","X-linked"
"43106","HMDB0090398","3-methylglutaconic aciduria type II"
"43107","HMDB0090398","X-linked"
"43108","HMDB0090399","3-methylglutaconic aciduria type II"
"43109","HMDB0090399","X-linked"
"43110","HMDB0090400","3-methylglutaconic aciduria type II"
"43111","HMDB0090400","X-linked"
"43112","HMDB0090401","3-methylglutaconic aciduria type II"
"43113","HMDB0090401","X-linked"
"43114","HMDB0090402","3-methylglutaconic aciduria type II"
"43115","HMDB0090402","X-linked"
"43116","HMDB0090403","3-methylglutaconic aciduria type II"
"43117","HMDB0090403","X-linked"
"43118","HMDB0090404","3-methylglutaconic aciduria type II"
"43119","HMDB0090404","X-linked"
"43120","HMDB0090405","3-methylglutaconic aciduria type II"
"43121","HMDB0090405","X-linked"
"43122","HMDB0090406","3-methylglutaconic aciduria type II"
"43123","HMDB0090406","X-linked"
"43124","HMDB0090407","3-methylglutaconic aciduria type II"
"43125","HMDB0090407","X-linked"
"43126","HMDB0090408","3-methylglutaconic aciduria type II"
"43127","HMDB0090408","X-linked"
"43128","HMDB0090409","3-methylglutaconic aciduria type II"
"43129","HMDB0090409","X-linked"
"43130","HMDB0090410","3-methylglutaconic aciduria type II"
"43131","HMDB0090410","X-linked"
"43132","HMDB0090411","3-methylglutaconic aciduria type II"
"43133","HMDB0090411","X-linked"
"43134","HMDB0090412","3-methylglutaconic aciduria type II"
"43135","HMDB0090412","X-linked"
"43136","HMDB0090413","3-methylglutaconic aciduria type II"
"43137","HMDB0090413","X-linked"
"43138","HMDB0090414","3-methylglutaconic aciduria type II"
"43139","HMDB0090414","X-linked"
"43140","HMDB0090415","3-methylglutaconic aciduria type II"
"43141","HMDB0090415","X-linked"
"43142","HMDB0090416","3-methylglutaconic aciduria type II"
"43143","HMDB0090416","X-linked"
"43144","HMDB0090417","3-methylglutaconic aciduria type II"
"43145","HMDB0090417","X-linked"
"43146","HMDB0090418","3-methylglutaconic aciduria type II"
"43147","HMDB0090418","X-linked"
"43148","HMDB0090419","3-methylglutaconic aciduria type II"
"43149","HMDB0090419","X-linked"
"43150","HMDB0090420","3-methylglutaconic aciduria type II"
"43151","HMDB0090420","X-linked"
"43152","HMDB0090421","3-methylglutaconic aciduria type II"
"43153","HMDB0090421","X-linked"
"43154","HMDB0090422","3-methylglutaconic aciduria type II"
"43155","HMDB0090422","X-linked"
"43156","HMDB0090423","3-methylglutaconic aciduria type II"
"43157","HMDB0090423","X-linked"
"43158","HMDB0090424","3-methylglutaconic aciduria type II"
"43159","HMDB0090424","X-linked"
"43160","HMDB0090425","3-methylglutaconic aciduria type II"
"43161","HMDB0090425","X-linked"
"43162","HMDB0090426","3-methylglutaconic aciduria type II"
"43163","HMDB0090426","X-linked"
"43164","HMDB0090427","3-methylglutaconic aciduria type II"
"43165","HMDB0090427","X-linked"
"43166","HMDB0090428","3-methylglutaconic aciduria type II"
"43167","HMDB0090428","X-linked"
"43168","HMDB0090429","3-methylglutaconic aciduria type II"
"43169","HMDB0090429","X-linked"
"43170","HMDB0090430","3-methylglutaconic aciduria type II"
"43171","HMDB0090430","X-linked"
"43172","HMDB0090431","3-methylglutaconic aciduria type II"
"43173","HMDB0090431","X-linked"
"43174","HMDB0090432","3-methylglutaconic aciduria type II"
"43175","HMDB0090432","X-linked"
"43176","HMDB0090433","3-methylglutaconic aciduria type II"
"43177","HMDB0090433","X-linked"
"43178","HMDB0090434","3-methylglutaconic aciduria type II"
"43179","HMDB0090434","X-linked"
"43180","HMDB0090435","3-methylglutaconic aciduria type II"
"43181","HMDB0090435","X-linked"
"43182","HMDB0090436","3-methylglutaconic aciduria type II"
"43183","HMDB0090436","X-linked"
"43184","HMDB0090437","3-methylglutaconic aciduria type II"
"43185","HMDB0090437","X-linked"
"43186","HMDB0090438","3-methylglutaconic aciduria type II"
"43187","HMDB0090438","X-linked"
"43188","HMDB0090439","3-methylglutaconic aciduria type II"
"43189","HMDB0090439","X-linked"
"43190","HMDB0090440","3-methylglutaconic aciduria type II"
"43191","HMDB0090440","X-linked"
"43192","HMDB0090441","3-methylglutaconic aciduria type II"
"43193","HMDB0090441","X-linked"
"43194","HMDB0090442","3-methylglutaconic aciduria type II"
"43195","HMDB0090442","X-linked"
"43196","HMDB0090443","3-methylglutaconic aciduria type II"
"43197","HMDB0090443","X-linked"
"43198","HMDB0090444","3-methylglutaconic aciduria type II"
"43199","HMDB0090444","X-linked"
"43200","HMDB0090445","3-methylglutaconic aciduria type II"
"43201","HMDB0090445","X-linked"
"43202","HMDB0090446","3-methylglutaconic aciduria type II"
"43203","HMDB0090446","X-linked"
"43204","HMDB0090447","3-methylglutaconic aciduria type II"
"43205","HMDB0090447","X-linked"
"43206","HMDB0090448","3-methylglutaconic aciduria type II"
"43207","HMDB0090448","X-linked"
"43208","HMDB0090449","3-methylglutaconic aciduria type II"
"43209","HMDB0090449","X-linked"
"43210","HMDB0090450","3-methylglutaconic aciduria type II"
"43211","HMDB0090450","X-linked"
"43212","HMDB0090451","3-methylglutaconic aciduria type II"
"43213","HMDB0090451","X-linked"
"43214","HMDB0090452","3-methylglutaconic aciduria type II"
"43215","HMDB0090452","X-linked"
"43216","HMDB0090453","3-methylglutaconic aciduria type II"
"43217","HMDB0090453","X-linked"
"43218","HMDB0090454","3-methylglutaconic aciduria type II"
"43219","HMDB0090454","X-linked"
"43220","HMDB0090455","3-methylglutaconic aciduria type II"
"43221","HMDB0090455","X-linked"
"43222","HMDB0090456","3-methylglutaconic aciduria type II"
"43223","HMDB0090456","X-linked"
"43224","HMDB0090457","3-methylglutaconic aciduria type II"
"43225","HMDB0090457","X-linked"
"43226","HMDB0090458","3-methylglutaconic aciduria type II"
"43227","HMDB0090458","X-linked"
"43228","HMDB0090459","3-methylglutaconic aciduria type II"
"43229","HMDB0090459","X-linked"
"43230","HMDB0090460","3-methylglutaconic aciduria type II"
"43231","HMDB0090460","X-linked"
"43232","HMDB0090461","3-methylglutaconic aciduria type II"
"43233","HMDB0090461","X-linked"
"43234","HMDB0090462","3-methylglutaconic aciduria type II"
"43235","HMDB0090462","X-linked"
"43236","HMDB0090463","3-methylglutaconic aciduria type II"
"43237","HMDB0090463","X-linked"
"43238","HMDB0090464","3-methylglutaconic aciduria type II"
"43239","HMDB0090464","X-linked"
